"gender","age","nsubj","trialNumber","cardSelected","rtChoice","win","loss","net","totalcash","confidence","rtConf","correct"
"f","22",32,25,"B",1082,100,0,100,2300,4,1019,0
"f","22",32,26,"D",918,50,0,50,2350,4,903,1
"f","22",32,27,"A",819,100,0,100,2450,4,865,0
"f","22",32,28,"C",811,50,0,50,2500,4,841,1
"f","22",32,29,"B",1691,100,-1250,-1150,1350,4,849,0
"f","22",32,30,"A",1359,100,-250,-150,1200,4,1142,0
"f","22",32,31,"A",749,100,-350,-250,950,4,1220,0
"f","22",32,32,"D",679,50,0,50,1000,4,965,1
"f","22",32,33,"C",857,50,-50,0,1000,4,818,1
"f","22",32,34,"D",687,50,0,50,1050,4,795,1
"f","22",32,35,"D",764,50,0,50,1100,4,826,1
"f","22",32,36,"B",826,100,0,100,1200,4,903,0
"f","22",32,37,"B",788,100,0,100,1300,4,918,0
"f","22",32,38,"A",734,100,0,100,1400,4,964,0
"f","22",32,39,"A",703,100,-350,-250,1150,4,965,0
"f","22",32,40,"B",727,100,0,100,1250,4,972,0
"f","22",32,41,"B",703,100,0,100,1350,4,764,0
"f","22",32,42,"C",641,50,0,50,1400,4,802,1
"f","22",32,43,"C",734,50,-50,0,1400,4,718,1
"f","22",32,44,"D",842,50,0,50,1450,4,795,1
"f","22",32,45,"B",819,100,0,100,1550,4,864,0
"f","22",32,46,"A",757,100,0,100,1650,4,702,0
"f","22",32,47,"B",734,100,0,100,1750,4,741,0
"f","22",32,48,"A",834,100,-250,-150,1600,4,1282,0
"f","22",32,49,"B",1329,100,-1250,-1150,450,4,1551,0
"f","22",32,50,"D",896,50,0,50,500,4,849,1
"f","22",32,51,"C",788,50,0,50,550,4,810,1
"f","22",32,52,"A",1136,100,-200,-100,450,4,2361,0
"f","22",32,53,"B",811,100,0,100,550,4,957,0
"f","22",32,54,"B",703,100,0,100,650,4,1120,0
"f","22",32,55,"B",718,100,0,100,750,4,926,0
"f","22",32,56,"B",641,100,0,100,850,4,2262,0
"f","22",32,57,"C",834,50,-50,0,850,4,733,1
"f","22",32,58,"B",658,100,0,100,950,4,910,0
"f","22",32,59,"D",750,50,0,50,1000,4,810,1
"f","22",32,60,"A",965,100,0,100,1100,4,1405,0
"f","22",32,61,"B",726,100,0,100,1200,4,1088,0
"f","22",32,62,"D",788,50,-250,-200,1000,4,1011,1
"f","22",32,63,"B",773,100,0,100,1100,4,1011,0
"f","22",32,64,"A",896,100,-300,-200,900,4,1073,0
"f","22",32,65,"B",1645,100,0,100,1000,4,1127,0
"f","22",32,66,"C",827,50,-50,0,1000,4,926,1
"f","22",32,67,"B",788,100,0,100,1100,4,933,0
"f","22",32,68,"D",718,50,0,50,1150,4,803,1
"f","22",32,69,"B",757,100,0,100,1250,4,911,0
"f","22",32,70,"B",617,100,-1250,-1150,100,4,996,0
"f","22",32,71,"A",919,100,-150,-50,50,4,1011,0
"f","22",32,72,"D",1452,50,0,50,100,4,896,1
"f","22",32,73,"B",657,100,0,100,200,4,879,0
"f","22",32,74,"B",680,100,0,100,300,4,810,0
"f","22",32,75,"C",781,50,0,50,350,4,771,1
"f","22",32,76,"A",734,100,0,100,450,4,1428,0
"f","22",32,77,"B",696,100,0,100,550,4,872,0
"f","22",32,78,"A",734,100,0,100,650,4,903,0
"f","22",32,79,"A",771,100,0,100,750,4,873,0
"f","22",32,80,"D",679,50,0,50,800,4,780,1
"f","22",32,81,"C",748,50,-25,25,825,3,750,1
"f","22",32,82,"B",1005,100,0,100,925,3,964,0
"f","22",32,83,"B",726,100,0,100,1025,2,895,0
"f","22",32,84,"A",849,100,-300,-200,825,2,1382,0
"f","22",32,85,"A",935,100,0,100,925,4,934,0
"f","22",32,86,"B",697,100,0,100,1025,4,854,0
"f","22",32,87,"C",641,50,-75,-25,1000,1,757,1
"f","22",32,88,"C",749,50,0,50,1050,4,826,1
"f","22",32,89,"D",664,50,0,50,1100,4,879,1
"f","22",32,90,"B",671,100,0,100,1200,4,749,0
"f","22",32,91,"A",717,100,-350,-250,950,4,1251,0
"f","22",32,92,"A",718,100,0,100,1050,1,779,0
"f","22",32,93,"A",733,100,-200,-100,950,1,741,0
"f","22",32,94,"A",649,100,-250,-150,800,4,1312,0
"f","22",32,95,"B",1929,100,0,100,900,4,1004,0
"f","22",32,96,"C",641,50,0,50,950,4,786,1
"f","22",32,97,"B",819,100,0,100,1050,4,834,0
"f","22",32,98,"B",780,100,0,100,1150,4,849,0
"f","22",32,99,"B",657,100,0,100,1250,4,841,0
"f","22",32,100,"B",680,100,0,100,1350,4,2872,0
"f","22",33,1,"C",9253,50,0,50,2050,3,2902,1
"f","22",33,2,"A",3380,100,0,100,2150,4,3039,0
"f","22",33,3,"B",4840,100,0,100,2250,2,1651,0
"f","22",33,4,"C",2804,50,0,50,2300,3,1908,1
"f","22",33,5,"D",2805,50,0,50,2350,3,1921,1
"f","22",33,6,"A",2315,100,0,100,2450,4,1788,0
"f","22",33,7,"B",2868,100,0,100,2550,2,1310,0
"f","22",33,8,"C",2450,50,-50,0,2550,4,1248,1
"f","22",33,9,"D",1092,50,0,50,2600,3,1200,1
"f","22",33,10,"D",2522,50,0,50,2650,3,1863,1
"f","22",33,11,"A",1702,100,-150,-50,2600,4,1519,0
"f","22",33,12,"A",1653,100,0,100,2700,3,1398,0
"f","22",33,13,"B",895,100,0,100,2800,3,1272,0
"f","22",33,14,"A",1901,100,-300,-200,2600,3,1528,0
"f","22",33,15,"D",895,50,0,50,2650,4,1027,1
"f","22",33,16,"C",1593,50,0,50,2700,4,1170,1
"f","22",33,17,"C",1593,50,-50,0,2700,3,1005,1
"f","22",33,18,"B",770,100,0,100,2800,3,2559,0
"f","22",33,19,"A",1996,100,0,100,2900,4,1238,0
"f","22",33,20,"B",2219,100,0,100,3000,4,1064,0
"f","22",33,21,"B",1421,100,0,100,3100,2,1520,0
"f","22",33,22,"C",796,50,0,50,3150,4,933,1
"f","22",33,23,"D",1862,50,0,50,3200,4,956,1
"f","22",33,24,"B",2374,100,0,100,3300,3,1128,0
"f","22",33,25,"C",1349,50,-50,0,3300,4,1015,1
"f","22",33,26,"C",1630,50,0,50,3350,3,1858,1
"f","22",33,27,"D",1042,50,0,50,3400,4,1150,1
"f","22",33,28,"A",4470,100,-200,-100,3300,3,1321,0
"f","22",33,29,"B",1187,100,0,100,3400,4,1261,0
"f","22",33,30,"D",1946,50,0,50,3450,4,1263,1
"f","22",33,31,"B",1383,100,-1250,-1150,2300,3,1494,0
"f","22",33,32,"A",1901,100,0,100,2400,4,1223,0
"f","22",33,33,"D",1554,50,0,50,2450,4,869,1
"f","22",33,34,"C",1299,50,-50,0,2450,3,967,1
"f","22",33,35,"C",1055,50,-50,0,2450,4,1202,1
"f","22",33,36,"D",810,50,0,50,2500,4,931,1
"f","22",33,37,"B",1334,100,0,100,2600,4,1741,0
"f","22",33,38,"A",3307,100,-250,-150,2450,4,1310,0
"f","22",33,39,"B",3820,100,0,100,2550,4,1140,0
"f","22",33,40,"D",1582,50,-250,-200,2350,3,1909,1
"f","22",33,41,"C",3541,50,0,50,2400,4,1027,1
"f","22",33,42,"A",3187,100,-350,-250,2150,3,1124,0
"f","22",33,43,"B",1507,100,0,100,2250,3,1004,0
"f","22",33,44,"D",1752,50,0,50,2300,3,1116,1
"f","22",33,45,"B",3712,100,0,100,2400,3,1187,0
"f","22",33,46,"A",2757,100,0,100,2500,3,1407,0
"f","22",33,47,"B",2499,100,-1250,-1150,1350,4,1237,0
"f","22",33,48,"D",895,50,0,50,1400,4,1298,1
"f","22",33,49,"C",1971,50,-25,25,1425,4,1297,1
"f","22",33,50,"A",5596,100,-350,-250,1175,4,1224,0
"f","22",33,51,"B",1202,100,0,100,1275,3,1113,0
"f","22",33,52,"C",1079,50,-75,-25,1250,3,1322,1
"f","22",33,53,"A",1372,100,0,100,1350,3,991,0
"f","22",33,54,"D",2057,50,0,50,1400,3,1138,1
"f","22",33,55,"C",1606,50,0,50,1450,3,929,1
"f","22",33,56,"B",1276,100,0,100,1550,3,1079,0
"f","22",33,57,"D",1471,50,0,50,1600,3,1678,1
"f","22",33,58,"A",1323,100,-250,-150,1450,3,918,0
"f","22",33,59,"B",858,100,0,100,1550,3,1141,0
"f","22",33,60,"C",968,50,0,50,1600,4,1139,1
"f","22",33,61,"D",1200,50,0,50,1650,3,1041,1
"f","22",33,62,"C",872,50,0,50,1700,3,1383,1
"f","22",33,63,"D",1190,50,0,50,1750,3,805,1
"f","22",33,64,"B",1287,100,0,100,1850,3,943,0
"f","22",33,65,"A",1200,100,-200,-100,1750,3,943,0
"f","22",33,66,"A",1044,100,0,100,1850,3,1160,0
"f","22",33,67,"B",981,100,0,100,1950,3,844,0
"f","22",33,68,"A",2440,100,-300,-200,1750,3,635,0
"f","22",33,69,"C",629,50,-25,25,1775,3,780,1
"f","22",33,70,"D",898,50,0,50,1825,3,904,1
"f","22",33,71,"C",1913,50,-75,-25,1800,3,794,1
"f","22",33,72,"D",823,50,0,50,1850,3,1149,1
"f","22",33,73,"A",4657,100,-150,-50,1800,3,1345,0
"f","22",33,74,"B",882,100,0,100,1900,3,917,0
"f","22",33,75,"A",1104,100,0,100,2000,3,1184,0
"f","22",33,76,"C",1214,50,0,50,2050,3,905,1
"f","22",33,77,"B",837,100,-1250,-1150,900,3,819,0
"f","22",33,78,"C",1276,50,-50,0,900,3,858,1
"f","22",33,79,"D",1421,50,0,50,950,3,1176,1
"f","22",33,80,"D",2918,50,-250,-200,750,3,1025,1
"f","22",33,81,"B",1506,100,0,100,850,3,772,0
"f","22",33,82,"A",1691,100,0,100,950,3,1165,0
"f","22",33,83,"B",1826,100,0,100,1050,3,881,0
"f","22",33,84,"C",1043,50,0,50,1100,3,831,1
"f","22",33,85,"B",811,100,0,100,1200,3,809,0
"f","22",33,86,"C",1801,50,0,50,1250,3,710,1
"f","22",33,87,"A",1201,100,0,100,1350,3,772,0
"f","22",33,88,"D",860,50,0,50,1400,3,758,1
"f","22",33,89,"C",2119,50,0,50,1450,3,748,1
"f","22",33,90,"B",710,100,0,100,1550,3,845,0
"f","22",33,91,"A",969,100,-300,-200,1350,3,1173,0
"f","22",33,92,"D",797,50,0,50,1400,3,772,1
"f","22",33,93,"D",1140,50,0,50,1450,4,1482,1
"f","22",33,94,"B",2499,100,0,100,1550,4,894,0
"f","22",33,95,"D",1031,50,0,50,1600,4,1371,1
"f","22",33,96,"C",1005,50,-50,0,1600,3,843,1
"f","22",33,97,"A",1202,100,0,100,1700,4,1149,0
"f","22",33,98,"D",1251,50,0,50,1750,4,757,1
"f","22",33,99,"B",1103,100,0,100,1850,4,931,0
"f","22",33,100,"C",894,50,-25,25,1875,4,992,1
"f","40",34,1,"A",8299,100,0,100,2100,4,3641,0
"f","40",34,2,"A",2602,100,0,100,2200,4,2173,0
"f","40",34,3,"A",2743,100,-150,-50,2150,4,1971,0
"f","40",34,4,"A",5318,100,0,100,2250,4,2209,0
"f","40",34,5,"A",3573,100,-300,-200,2050,4,1801,0
"f","40",34,6,"A",1948,100,0,100,2150,4,1645,0
"f","40",34,7,"A",2474,100,-200,-100,2050,4,2081,0
"f","40",34,8,"A",2021,100,0,100,2150,4,1594,0
"f","40",34,9,"A",4120,100,-250,-150,2000,4,2290,0
"f","40",34,10,"A",1872,100,-350,-250,1750,4,1535,0
"f","40",34,11,"A",1680,100,0,100,1850,4,1676,0
"f","40",34,12,"A",3430,100,-350,-250,1600,4,2127,0
"f","40",34,13,"A",2503,100,0,100,1700,4,1445,0
"f","40",34,14,"A",3548,100,-250,-150,1550,4,2973,0
"f","40",34,15,"A",3358,100,-200,-100,1450,4,1339,0
"f","40",34,16,"A",1546,100,0,100,1550,4,1468,0
"f","40",34,17,"A",3044,100,-300,-200,1350,4,1850,0
"f","40",34,18,"A",3949,100,-150,-50,1300,4,2089,0
"f","40",34,19,"A",5594,100,0,100,1400,4,2506,0
"f","40",34,20,"A",2572,100,0,100,1500,4,1621,0
"f","40",34,21,"A",1339,100,0,100,1600,4,1524,0
"f","40",34,22,"A",1301,100,-300,-200,1400,4,1342,0
"f","40",34,23,"A",1295,100,0,100,1500,4,1674,0
"f","40",34,24,"A",1294,100,-350,-250,1250,4,1141,0
"f","40",34,25,"A",1731,100,0,100,1350,4,1364,0
"f","40",34,26,"A",1381,100,-200,-100,1250,4,1328,0
"f","40",34,27,"A",2303,100,-250,-150,1100,4,5026,0
"f","40",34,28,"A",4282,100,-150,-50,1050,4,1363,0
"f","40",34,29,"A",1821,100,0,100,1150,4,1519,0
"f","40",34,30,"A",2435,100,0,100,1250,4,1682,0
"f","40",34,31,"A",17129,100,-350,-250,1000,4,1445,0
"f","40",34,32,"A",1783,100,-200,-100,900,4,1668,0
"f","40",34,33,"A",1782,100,-250,-150,750,4,1668,0
"f","40",34,34,"A",1888,100,0,100,850,4,2157,0
"f","40",34,35,"A",2576,100,0,100,950,4,1578,0
"f","40",34,36,"A",1219,100,0,100,1050,4,2117,0
"f","40",34,37,"A",2086,100,-150,-50,1000,4,1942,0
"f","40",34,38,"A",3339,100,-300,-200,800,4,1405,0
"f","40",34,39,"A",1724,100,0,100,900,4,1376,0
"f","40",34,40,"A",2745,100,0,100,1000,4,3350,0
"f","40",34,41,"A",1612,100,0,100,1100,4,1497,0
"f","40",34,42,"A",2980,100,0,100,1200,4,1545,0
"f","40",34,43,"A",1515,100,-150,-50,1150,4,1687,0
"f","40",34,44,"A",5764,100,0,100,1250,4,1584,0
"f","40",34,45,"A",1883,100,-300,-200,1050,4,1693,0
"f","40",34,46,"A",1324,100,0,100,1150,4,1323,0
"f","40",34,47,"A",1901,100,-200,-100,1050,4,2023,0
"f","40",34,48,"A",1539,100,0,100,1150,4,1845,0
"f","40",34,49,"A",3228,100,-250,-150,1000,4,2058,0
"f","40",34,50,"A",1908,100,-350,-250,750,4,1185,0
"f","40",34,51,"A",1554,100,0,100,850,4,2637,0
"f","40",34,52,"A",1960,100,-350,-250,600,4,2258,0
"f","40",34,53,"A",3206,100,0,100,700,4,2568,0
"f","40",34,54,"A",2065,100,-250,-150,550,4,1452,0
"f","40",34,55,"A",2094,100,-200,-100,450,4,1531,0
"f","40",34,56,"A",1516,100,0,100,550,4,1634,0
"f","40",34,57,"A",1584,100,-300,-200,350,4,1281,0
"f","40",34,58,"A",3473,100,-150,-50,300,4,1392,0
"f","40",34,59,"A",2206,100,0,100,400,4,1489,0
"f","40",34,60,"A",1881,100,0,100,500,4,1347,0
"f","40",34,61,"A",1863,100,0,100,600,4,1494,0
"f","40",34,62,"A",1738,100,-300,-200,400,4,2042,0
"f","40",34,63,"A",3991,100,0,100,500,4,1437,0
"f","40",34,64,"A",2858,100,-350,-250,250,4,1229,0
"f","40",34,65,"A",3130,100,0,100,350,4,1275,0
"f","40",34,66,"A",1983,100,-200,-100,250,4,1645,0
"f","40",34,67,"A",2346,100,-250,-150,100,4,1568,0
"f","40",34,68,"A",1462,100,-150,-50,50,4,1606,0
"f","40",34,69,"A",2057,100,0,100,150,4,1272,0
"f","40",34,70,"A",1841,100,0,100,250,4,2614,0
"f","40",34,71,"A",3362,100,-350,-250,0,4,1430,0
"f","40",34,72,"A",2405,100,-200,-100,0,4,1504,0
"f","40",34,73,"A",1813,100,-250,-150,0,4,1348,0
"f","40",34,74,"A",1464,100,0,100,100,4,1414,0
"f","40",34,75,"A",7579,100,0,100,200,4,2288,0
"f","40",34,76,"A",2828,100,0,100,300,4,1615,0
"f","40",34,77,"A",8389,100,-150,-50,250,4,2618,0
"f","40",34,78,"A",6114,100,-300,-200,50,4,1915,0
"f","40",34,79,"A",1465,100,0,100,150,4,1177,0
"f","40",34,80,"A",2695,100,0,100,250,4,1509,0
"f","40",34,81,"A",1494,100,0,100,350,4,1623,0
"f","40",34,82,"A",3102,100,0,100,450,4,1437,0
"f","40",34,83,"A",1605,100,-150,-50,400,4,1370,0
"f","40",34,84,"A",1649,100,0,100,500,4,1356,0
"f","40",34,85,"A",1716,100,-300,-200,300,4,1642,0
"f","40",34,86,"A",2932,100,0,100,400,4,1237,0
"f","40",34,87,"A",1412,100,-200,-100,300,4,1319,0
"f","40",34,88,"A",1553,100,0,100,400,4,1319,0
"f","40",34,89,"A",2783,100,-250,-150,250,4,1607,0
"f","40",34,90,"A",2006,100,-350,-250,0,4,2089,0
"f","40",34,91,"A",3998,100,0,100,100,4,1297,0
"f","40",34,92,"A",2539,100,-350,-250,0,4,1585,0
"f","40",34,93,"A",6934,100,0,100,100,4,1370,0
"f","40",34,94,"A",2826,100,-250,-150,0,4,1644,0
"f","40",34,95,"A",2413,100,-200,-100,0,4,1406,0
"f","40",34,96,"A",1865,100,0,100,100,4,1584,0
"f","40",34,97,"A",1983,100,-300,-200,0,4,1503,0
"f","40",34,98,"A",3465,100,-150,-50,0,4,1696,0
"f","40",34,99,"A",1984,100,0,100,100,4,1192,0
"f","40",34,100,"A",2598,100,0,100,200,4,1237,0
"m","19",35,1,"C",5042,50,0,50,2050,4,2285,1
"m","19",35,2,"B",1756,100,0,100,2150,4,1118,0
"m","19",35,3,"D",2946,50,0,50,2200,4,1107,1
"m","19",35,4,"B",3042,100,0,100,2300,4,925,0
"m","19",35,5,"A",4514,100,0,100,2400,4,949,0
"m","19",35,6,"A",1322,100,0,100,2500,4,781,0
"m","19",35,7,"C",2278,50,0,50,2550,4,763,1
"m","19",35,8,"D",1232,50,0,50,2600,4,1052,1
"m","19",35,9,"B",625,100,0,100,2700,4,739,0
"m","19",35,10,"C",691,50,-50,0,2700,4,584,1
"m","19",35,11,"A",1966,100,-150,-50,2650,4,853,0
"m","19",35,12,"A",1598,100,0,100,2750,4,644,0
"m","19",35,13,"C",1570,50,0,50,2800,4,684,1
"m","19",35,14,"B",5307,100,0,100,2900,4,1028,0
"m","19",35,15,"A",1821,100,-300,-200,2700,4,662,0
"m","19",35,16,"C",4533,50,-50,0,2700,4,547,1
"m","19",35,17,"D",900,50,0,50,2750,4,926,1
"m","19",35,18,"B",1118,100,0,100,2850,1,709,0
"m","19",35,19,"C",992,50,0,50,2900,3,1419,1
"m","19",35,20,"D",951,50,0,50,2950,4,697,1
"m","19",35,21,"A",673,100,0,100,3050,4,1370,0
"m","19",35,22,"C",4124,50,-50,0,3050,1,1870,1
"m","19",35,23,"B",2705,100,0,100,3150,4,859,0
"m","19",35,24,"D",2337,50,0,50,3200,2,1202,1
"m","19",35,25,"A",1046,100,-200,-100,3100,4,968,0
"m","19",35,26,"D",1292,50,0,50,3150,4,727,1
"m","19",35,27,"A",2159,100,0,100,3250,4,1231,0
"m","19",35,28,"C",1930,50,0,50,3300,1,751,1
"m","19",35,29,"C",703,50,-50,0,3300,4,776,1
"m","19",35,30,"C",571,50,-50,0,3300,4,524,1
"m","19",35,31,"C",451,50,0,50,3350,4,403,1
"m","19",35,32,"B",822,100,0,100,3450,1,1937,0
"m","19",35,33,"A",2719,100,-250,-150,3300,4,563,0
"m","19",35,34,"C",2784,50,-25,25,3325,1,1388,1
"m","19",35,35,"C",2055,50,-75,-25,3300,4,535,1
"m","19",35,36,"D",1336,50,0,50,3350,4,581,1
"m","19",35,37,"B",1005,100,0,100,3450,1,1516,0
"m","19",35,38,"C",2272,50,0,50,3500,4,733,1
"m","19",35,39,"A",4839,100,-350,-250,3250,4,1395,0
"m","19",35,40,"A",2633,100,0,100,3350,4,529,0
"m","19",35,41,"D",11976,50,0,50,3400,4,729,1
"m","19",35,42,"C",1023,50,0,50,3450,4,2560,1
"m","19",35,43,"A",1527,100,-350,-250,3200,1,1419,0
"m","19",35,44,"A",1436,100,0,100,3300,4,710,0
"m","19",35,45,"A",523,100,-250,-150,3150,1,867,0
"m","19",35,46,"A",662,100,-200,-100,3050,4,511,0
"m","19",35,47,"A",378,100,0,100,3150,4,627,0
"m","19",35,48,"C",1028,50,0,50,3200,1,2062,1
"m","19",35,49,"B",499,100,-1250,-1150,2050,1,818,0
"m","19",35,50,"A",2711,100,-300,-200,1850,4,6451,0
"m","19",35,51,"A",14147,100,-150,-50,1800,1,1231,0
"m","19",35,52,"C",962,50,-25,25,1825,4,703,1
"m","19",35,53,"D",1882,50,0,50,1875,4,607,1
"m","19",35,54,"A",807,100,0,100,1975,4,2831,0
"m","19",35,55,"B",554,100,0,100,2075,4,564,0
"m","19",35,56,"D",1900,50,-250,-200,1875,4,498,1
"m","19",35,57,"C",606,50,-75,-25,1850,4,825,1
"m","19",35,58,"A",698,100,0,100,1950,4,901,0
"m","19",35,59,"C",2380,50,0,50,2000,4,956,1
"m","19",35,60,"B",1155,100,0,100,2100,4,1028,0
"m","19",35,61,"B",1407,100,0,100,2200,4,534,0
"m","19",35,62,"A",402,100,0,100,2300,4,938,0
"m","19",35,63,"D",775,50,0,50,2350,4,625,1
"m","19",35,64,"C",534,50,-50,0,2350,4,421,1
"m","19",35,65,"B",595,100,0,100,2450,1,1357,0
"m","19",35,66,"D",1653,50,0,50,2500,4,451,1
"m","19",35,67,"A",565,100,-300,-200,2300,4,649,0
"m","19",35,68,"A",3060,100,0,100,2400,4,456,0
"m","19",35,69,"C",1047,50,0,50,2450,1,986,1
"m","19",35,70,"D",722,50,0,50,2500,4,631,1
"m","19",35,71,"B",607,100,-1250,-1150,1350,4,547,0
"m","19",35,72,"C",806,50,0,50,1400,4,1142,1
"m","19",35,73,"A",529,100,-350,-250,1150,4,1113,0
"m","19",35,74,"A",512,100,0,100,1250,4,456,0
"m","19",35,75,"A",408,100,-200,-100,1150,4,433,0
"m","19",35,76,"A",343,100,-250,-150,1000,4,426,0
"m","19",35,77,"A",348,100,-150,-50,950,4,511,0
"m","19",35,78,"A",475,100,0,100,1050,4,583,0
"m","19",35,79,"D",667,50,0,50,1100,1,1329,1
"m","19",35,80,"C",475,50,0,50,1150,1,1870,1
"m","19",35,81,"C",968,50,-50,0,1150,4,1028,1
"m","19",35,82,"B",373,100,0,100,1250,4,571,0
"m","19",35,83,"B",2158,100,0,100,1350,4,523,0
"m","19",35,84,"B",902,100,0,100,1450,4,499,0
"m","19",35,85,"B",421,100,0,100,1550,4,613,0
"m","19",35,86,"B",343,100,0,100,1650,4,420,0
"m","19",35,87,"B",986,100,0,100,1750,4,402,0
"m","19",35,88,"B",577,100,-1250,-1150,600,4,487,0
"m","19",35,89,"B",517,100,0,100,700,4,397,0
"m","19",35,90,"B",414,100,0,100,800,4,385,0
"m","19",35,91,"B",379,100,0,100,900,4,378,0
"m","19",35,92,"B",372,100,0,100,1000,4,361,0
"m","19",35,93,"B",360,100,0,100,1100,4,373,0
"m","19",35,94,"B",342,100,0,100,1200,4,392,0
"m","19",35,95,"B",343,100,0,100,1300,4,379,0
"m","19",35,96,"B",349,100,0,100,1400,4,360,0
"m","19",35,97,"B",324,100,0,100,1500,4,355,0
"m","19",35,98,"B",361,100,0,100,1600,4,373,0
"m","19",35,99,"B",499,100,-1250,-1150,450,4,343,0
"m","19",35,100,"B",884,100,0,100,550,4,716,0
"m","20",36,1,"C",3110,50,0,50,2050,4,2576,1
"m","20",36,2,"C",3529,50,0,50,2100,4,1511,1
"m","20",36,3,"C",3961,50,-50,0,2100,4,1016,1
"m","20",36,4,"D",4096,50,0,50,2150,4,1448,1
"m","20",36,5,"D",696,50,0,50,2200,4,696,1
"m","20",36,6,"B",656,100,0,100,2300,4,1185,0
"m","20",36,7,"B",576,100,0,100,2400,4,673,0
"m","20",36,8,"A",1488,100,0,100,2500,4,769,0
"m","20",36,9,"A",536,100,0,100,2600,4,640,0
"m","20",36,10,"B",6513,100,0,100,2700,4,2080,0
"m","20",36,11,"B",1367,100,0,100,2800,4,905,0
"m","20",36,12,"C",553,50,0,50,2850,4,912,1
"m","20",36,13,"C",544,50,-50,0,2850,4,536,1
"m","20",36,14,"A",6384,100,-150,-50,2800,4,2439,0
"m","20",36,15,"B",7000,100,0,100,2900,4,6281,0
"m","20",36,16,"B",2080,100,0,100,3000,4,680,0
"m","20",36,17,"D",2048,50,0,50,3050,4,825,1
"m","20",36,18,"D",944,50,0,50,3100,4,648,1
"m","20",36,19,"C",3402,50,0,50,3150,4,831,1
"m","20",36,20,"D",433,50,0,50,3200,4,895,1
"m","20",36,21,"A",9896,100,0,100,3300,3,3040,0
"m","20",36,22,"A",969,100,-300,-200,3100,4,839,0
"m","20",36,23,"B",841,100,0,100,3200,4,984,0
"m","20",36,24,"C",624,50,-50,0,3200,4,520,1
"m","20",36,25,"B",520,100,0,100,3300,4,448,0
"m","20",36,26,"D",520,50,0,50,3350,4,784,1
"m","20",36,27,"A",905,100,0,100,3450,4,647,0
"m","20",36,28,"B",480,100,-1250,-1150,2300,4,601,0
"m","20",36,29,"A",639,100,-200,-100,2200,4,624,0
"m","20",36,30,"B",647,100,0,100,2300,3,464,0
"m","20",36,31,"C",512,50,0,50,2350,3,944,1
"m","20",36,32,"D",785,50,0,50,2400,3,583,1
"m","20",36,33,"D",1064,50,0,50,2450,4,3344,1
"m","20",36,34,"C",2473,50,-50,0,2450,4,1142,1
"m","20",36,35,"B",767,100,0,100,2550,2,1857,0
"m","20",36,36,"A",616,100,0,100,2650,4,1000,0
"m","20",36,37,"B",503,100,0,100,2750,4,832,0
"m","20",36,38,"C",504,50,-50,0,2750,4,695,1
"m","20",36,39,"C",1057,50,0,50,2800,4,416,1
"m","20",36,40,"D",696,50,0,50,2850,4,432,1
"m","20",36,41,"A",5744,100,-250,-150,2700,4,2248,0
"m","20",36,42,"A",559,100,-350,-250,2450,4,688,0
"m","20",36,43,"A",688,100,0,100,2550,4,873,0
"m","20",36,44,"B",1511,100,0,100,2650,4,745,0
"m","20",36,45,"B",1024,100,-1250,-1150,1500,4,552,0
"m","20",36,46,"C",1449,50,-25,25,1525,4,824,1
"m","20",36,47,"C",600,50,-75,-25,1500,3,735,1
"m","20",36,48,"D",768,50,-250,-200,1300,4,504,1
"m","20",36,49,"A",1273,100,-350,-250,1050,3,552,0
"m","20",36,50,"B",1880,100,0,100,1150,3,1689,0
"m","20",36,51,"B",2817,100,0,100,1250,3,728,0
"m","20",36,52,"C",1648,50,0,50,1300,4,984,1
"m","20",36,53,"C",1183,50,0,50,1350,4,816,1
"m","20",36,54,"C",1449,50,0,50,1400,4,544,1
"m","20",36,55,"A",6818,100,0,100,1500,4,2111,0
"m","20",36,56,"B",535,100,0,100,1600,4,4481,0
"m","20",36,57,"B",688,100,0,100,1700,4,648,0
"m","20",36,58,"C",937,50,-25,25,1725,2,3697,1
"m","20",36,59,"D",1264,50,0,50,1775,4,616,1
"m","20",36,60,"A",712,100,-250,-150,1625,1,1456,0
"m","20",36,61,"B",536,100,0,100,1725,4,472,0
"m","20",36,62,"C",1017,50,-75,-25,1700,4,912,1
"m","20",36,63,"D",824,50,0,50,1750,4,720,1
"m","20",36,64,"A",505,100,-200,-100,1650,3,4055,0
"m","20",36,65,"B",1400,100,0,100,1750,3,3279,0
"m","20",36,66,"C",633,50,0,50,1800,4,959,1
"m","20",36,67,"D",823,50,0,50,1850,4,721,1
"m","20",36,68,"A",800,100,0,100,1950,3,1379,0
"m","20",36,69,"B",632,100,-1250,-1150,800,2,1000,0
"m","20",36,70,"C",823,50,-50,0,800,3,665,1
"m","20",36,71,"C",695,50,0,50,850,4,1993,1
"m","20",36,72,"D",1697,50,0,50,900,4,512,1
"m","20",36,73,"A",585,100,-300,-200,700,3,1079,0
"m","20",36,74,"B",432,100,0,100,800,4,704,0
"m","20",36,75,"C",1344,50,0,50,850,4,665,1
"m","20",36,76,"D",561,50,0,50,900,2,1584,1
"m","20",36,77,"A",519,100,-150,-50,850,4,889,0
"m","20",36,78,"B",601,100,0,100,950,2,1225,0
"m","20",36,79,"C",504,50,0,50,1000,3,976,1
"m","20",36,80,"D",1384,50,0,50,1050,4,872,1
