"gender","age","nsubj","trialNumber","cardSelected","rtChoice","win","loss","net","totalcash","confidence","rtConf","correct"
"f","44",1,1,"C",9857,50,0,50,2050,1,3938,1
"f","44",1,2,"C",1568,50,0,50,2100,2,2072,1
"f","44",1,3,"C",2097,50,-50,0,2100,3,9072,1
"f","44",1,4,"A",3625,100,0,100,2200,1,1144,0
"f","44",1,5,"A",1681,100,0,100,2300,1,1792,0
"f","44",1,6,"A",6241,100,-150,-50,2250,1,1375,0
"f","44",1,7,"B",2329,100,0,100,2350,1,1271,0
"f","44",1,8,"B",1313,100,0,100,2450,1,1568,0
"f","44",1,9,"D",1104,50,0,50,2500,1,1561,1
"f","44",1,10,"D",1136,50,0,50,2550,1,1289,1
"f","44",1,11,"D",23433,50,0,50,2600,1,1600,1
"f","44",1,12,"D",1321,50,0,50,2650,1,1280,1
"f","44",1,13,"D",1497,50,0,50,2700,1,1128,1
"f","44",1,14,"D",1281,50,0,50,2750,4,1560,1
"f","44",1,15,"D",1217,50,0,50,2800,4,2160,1
"f","44",1,16,"D",1313,50,0,50,2850,4,1544,1
"f","44",1,17,"D",1033,50,0,50,2900,4,1280,1
"f","44",1,18,"D",1193,50,-250,-200,2700,4,1288,1
"f","44",1,19,"A",3721,100,0,100,2800,1,1488,0
"f","44",1,20,"A",1209,100,-300,-200,2600,4,3128,0
"f","44",1,21,"B",5873,100,0,100,2700,1,1417,0
"f","44",1,22,"C",2129,50,0,50,2750,1,1047,1
"f","44",1,23,"B",4353,100,0,100,2850,1,1128,0
"f","44",1,24,"C",1449,50,-50,0,2850,1,1056,1
"f","44",1,25,"A",2409,100,0,100,2950,1,1288,0
"f","44",1,26,"D",1729,50,0,50,3000,1,1080,1
"f","44",1,27,"D",1257,50,0,50,3050,1,944,1
"f","44",1,28,"D",1785,50,0,50,3100,1,1576,1
"f","44",1,29,"D",2072,50,0,50,3150,1,1121,1
"f","44",1,30,"D",1409,50,0,50,3200,1,1288,1
"f","44",1,31,"A",10177,100,-200,-100,3100,1,1952,0
"f","44",1,32,"B",4776,100,0,100,3200,1,1329,0
"f","44",1,33,"B",8649,100,0,100,3300,1,1367,0
"f","44",1,34,"B",2224,100,0,100,3400,1,1344,0
"f","44",1,35,"B",1449,100,0,100,3500,1,999,0
"f","44",1,36,"B",1545,100,-1250,-1150,2350,1,991,0
"f","44",1,37,"C",6337,50,0,50,2400,1,1583,1
"f","44",1,38,"C",1042,50,-50,0,2400,1,1000,1
"f","44",1,39,"A",1569,100,0,100,2500,1,807,0
"f","44",1,40,"D",3401,50,0,50,2550,1,1303,1
"f","44",1,41,"D",905,50,0,50,2600,4,2199,1
"f","44",1,42,"D",953,50,0,50,2650,4,1159,1
"f","44",1,43,"D",1209,50,0,50,2700,4,1343,1
"f","44",1,44,"D",1289,50,-250,-200,2500,4,1247,1
"f","44",1,45,"A",2617,100,-250,-150,2350,1,1511,0
"f","44",1,46,"B",4746,100,0,100,2450,1,1263,0
"f","44",1,47,"B",1409,100,0,100,2550,1,943,0
"f","44",1,48,"B",1337,100,0,100,2650,1,1175,0
"f","44",1,49,"C",7480,50,0,50,2700,1,1104,1
"f","44",1,50,"A",6632,100,-350,-250,2450,1,1160,0
"f","44",1,51,"D",6537,50,0,50,2500,1,1024,1
"f","44",1,52,"D",1026,50,0,50,2550,1,863,1
"f","44",1,53,"D",945,50,0,50,2600,1,960,1
"f","44",1,54,"D",2377,50,0,50,2650,1,1384,1
"f","44",1,55,"B",4722,100,0,100,2750,1,999,0
"f","44",1,56,"B",1104,100,-1250,-1150,1600,1,976,0
"f","44",1,57,"C",1633,50,-50,0,1600,1,1055,1
"f","44",1,58,"D",2865,50,0,50,1650,1,1247,1
"f","44",1,59,"D",1034,50,0,50,1700,1,935,1
"f","44",1,60,"D",986,50,0,50,1750,1,887,1
"f","44",1,61,"D",1178,50,0,50,1800,1,927,1
"f","44",1,62,"D",955,50,-250,-200,1600,1,934,1
"f","44",1,63,"C",5081,50,-50,0,1600,1,984,1
"f","44",1,64,"D",1753,50,0,50,1650,1,927,1
"f","44",1,65,"D",1569,50,0,50,1700,1,1056,1
"f","44",1,66,"D",3753,50,0,50,1750,1,1088,1
"f","44",1,67,"D",883,50,0,50,1800,1,1230,1
"f","44",1,68,"B",1217,100,0,100,1900,1,1280,0
"f","44",1,69,"B",1441,100,0,100,2000,1,1520,0
"f","44",1,70,"B",1113,100,0,100,2100,1,872,0
"f","44",1,71,"D",1577,50,0,50,2150,1,1264,1
"f","44",1,72,"D",1089,50,-250,-200,1950,1,1344,1
"f","44",1,73,"B",2745,100,0,100,2050,1,1688,0
"f","44",1,74,"D",16704,50,0,50,2100,1,1065,1
"f","44",1,75,"D",1033,50,0,50,2150,1,984,1
"f","44",1,76,"D",889,50,0,50,2200,1,1136,1
"f","44",1,77,"D",808,50,0,50,2250,1,1089,1
"f","44",1,78,"B",1713,100,0,100,2350,1,1064,0
"f","44",1,79,"B",4129,100,0,100,2450,1,1024,0
"f","44",1,80,"B",985,100,-1250,-1150,1300,1,936,0
"f","44",1,81,"D",1161,50,0,50,1350,1,887,1
"f","44",1,82,"D",953,50,0,50,1400,1,839,1
"f","44",1,83,"D",1329,50,0,50,1450,1,1815,1
"f","44",1,84,"D",722,50,0,50,1500,1,767,1
"f","44",1,85,"B",1273,100,0,100,1600,1,871,0
"f","44",1,86,"D",8370,50,0,50,1650,1,1063,1
"f","44",1,87,"D",1250,50,0,50,1700,1,984,1
"f","44",1,88,"D",1257,50,0,50,1750,1,1007,1
"f","44",1,89,"D",1026,50,0,50,1800,1,823,1
"f","44",1,90,"B",938,100,0,100,1900,1,887,0
"f","44",1,91,"D",1209,50,0,50,1950,1,1016,1
"f","44",1,92,"D",1105,50,0,50,2000,1,968,1
"f","44",1,93,"D",1001,50,-250,-200,1800,1,1000,1
"f","44",1,94,"B",865,100,0,100,1900,1,816,0
"f","44",1,95,"D",6163,50,0,50,1950,1,1536,1
"f","44",1,96,"D",1281,50,0,50,2000,1,1024,1
"f","44",1,97,"D",1656,50,0,50,2050,1,3809,1
"f","44",1,98,"D",921,50,0,50,2100,1,1784,1
"f","44",1,99,"B",1153,100,0,100,2200,1,1135,0
"f","44",1,100,"D",6985,50,0,50,2250,1,1655,1
"m","19",2,1,"C",4300,50,0,50,2050,2,2053,1
"m","19",2,2,"C",5311,50,0,50,2100,3,1768,1
"m","19",2,3,"D",2830,50,0,50,2150,2,1750,1
"m","19",2,4,"B",1298,100,0,100,2250,1,1129,0
"m","19",2,5,"B",2297,100,0,100,2350,2,1824,0
"m","19",2,6,"B",1621,100,0,100,2450,3,1929,0
"m","19",2,7,"B",1374,100,0,100,2550,4,1128,0
"m","19",2,8,"B",4831,100,0,100,2650,4,1133,0
"m","19",2,9,"B",1280,100,0,100,2750,4,2935,0
"m","19",2,10,"B",1958,100,0,100,2850,4,1084,0
"m","19",2,11,"B",2086,100,0,100,2950,4,973,0
"m","19",2,12,"B",1094,100,-1250,-1150,1800,4,1128,0
"m","19",2,13,"C",2168,50,-50,0,1800,1,1282,1
"m","19",2,14,"A",703,100,0,100,1900,1,991,0
"m","19",2,15,"A",653,100,0,100,2000,1,565,0
"m","19",2,16,"D",1513,50,0,50,2050,1,773,1
"m","19",2,17,"B",609,100,0,100,2150,1,909,0
"m","19",2,18,"B",1123,100,0,100,2250,1,691,0
"m","19",2,19,"B",4091,100,0,100,2350,1,605,0
"m","19",2,20,"C",2562,50,0,50,2400,2,1201,1
"m","19",2,21,"C",806,50,-50,0,2400,1,1416,1
"m","19",2,22,"B",1962,100,0,100,2500,1,707,0
"m","19",2,23,"B",1657,100,-1250,-1150,1350,1,817,0
"m","19",2,24,"A",1394,100,-150,-50,1300,1,1428,0
"m","19",2,25,"B",1429,100,0,100,1400,1,709,0
"m","19",2,26,"C",2666,50,0,50,1450,2,1520,1
"m","19",2,27,"C",920,50,-50,0,1450,1,1045,1
"m","19",2,28,"C",881,50,0,50,1500,1,1188,1
"m","19",2,29,"C",1414,50,-50,0,1500,1,816,1
"m","19",2,30,"B",777,100,0,100,1600,1,933,0
"m","19",2,31,"B",1677,100,0,100,1700,1,649,0
"m","19",2,32,"B",7657,100,0,100,1800,1,819,0
"m","19",2,33,"C",2206,50,-50,0,1800,1,949,1
"m","19",2,34,"C",833,50,0,50,1850,1,801,1
"m","19",2,35,"C",2013,50,-25,25,1875,1,1362,1
"m","19",2,36,"B",1894,100,0,100,1975,1,821,0
"m","19",2,37,"A",2458,100,0,100,2075,1,801,0
"m","19",2,38,"C",1594,50,-75,-25,2050,1,792,1
"m","19",2,39,"C",1374,50,0,50,2100,1,956,1
"m","19",2,40,"B",961,100,0,100,2200,1,613,0
"m","19",2,41,"D",5067,50,0,50,2250,1,973,1
"m","19",2,42,"B",1482,100,-1250,-1150,1100,1,704,0
"m","19",2,43,"C",865,50,0,50,1150,1,805,1
"m","19",2,44,"C",816,50,0,50,1200,1,700,1
"m","19",2,45,"C",708,50,-25,25,1225,2,544,1
"m","19",2,46,"C",802,50,-75,-25,1200,3,979,1
"m","19",2,47,"C",597,50,0,50,1250,2,788,1
"m","19",2,48,"C",1993,50,-50,0,1250,1,2118,1
"m","19",2,49,"C",700,50,0,50,1300,1,678,1
"m","19",2,50,"B",1265,100,0,100,1400,1,741,0
"m","19",2,51,"C",1360,50,0,50,1450,2,2834,1
"m","19",2,52,"C",1385,50,0,50,1500,3,620,1
"m","19",2,53,"C",3133,50,-50,0,1500,1,855,1
"m","19",2,54,"C",725,50,-25,25,1525,3,1765,1
"m","19",2,55,"B",832,100,0,100,1625,1,781,0
"m","19",2,56,"C",1825,50,-50,0,1625,1,1385,1
"m","19",2,57,"C",613,50,0,50,1675,1,560,1
"m","19",2,58,"C",646,50,0,50,1725,1,547,1
"m","19",2,59,"C",503,50,-75,-25,1700,3,622,1
"m","19",2,60,"C",558,50,-50,0,1700,3,495,1
"m","19",2,61,"B",1296,100,0,100,1800,1,913,0
"m","19",2,62,"C",8045,50,0,50,1850,3,1449,1
"m","19",2,63,"B",657,100,0,100,1950,2,1333,0
"m","19",2,64,"C",2286,50,0,50,2000,3,1877,1
"m","19",2,65,"C",3751,50,0,50,2050,3,3205,1
"m","19",2,66,"C",1101,50,-25,25,2075,3,816,1
"m","19",2,67,"B",1590,100,0,100,2175,1,795,0
"m","19",2,68,"C",1481,50,-25,25,2200,3,1244,1
"m","19",2,69,"C",657,50,0,50,2250,3,851,1
"m","19",2,70,"C",753,50,-75,-25,2225,3,640,1
"m","19",2,71,"B",1124,100,0,100,2325,1,1721,0
"m","19",2,72,"B",1501,100,0,100,2425,1,497,0
"m","19",2,73,"C",3999,50,0,50,2475,3,1292,1
"m","19",2,74,"C",830,50,-50,0,2475,3,583,1
"m","19",2,75,"C",681,50,-75,-25,2450,3,824,1
"m","19",2,76,"C",622,50,0,50,2500,3,803,1
"m","19",2,77,"C",1942,50,0,50,2550,3,523,1
"m","19",2,78,"C",678,50,-50,0,2550,3,675,1
"m","19",2,79,"C",1210,50,0,50,2600,3,647,1
"m","19",2,80,"C",1293,50,-50,0,2600,3,645,1
"m","19",2,81,"C",598,50,0,50,2650,3,499,1
"m","19",2,82,"C",626,50,-50,0,2650,3,469,1
"m","19",2,83,"C",570,50,0,50,2700,3,491,1
"m","19",2,84,"C",810,50,-50,0,2700,3,687,1
"m","19",2,85,"C",610,50,-50,0,2700,3,442,1
"m","19",2,86,"C",502,50,0,50,2750,3,702,1
"m","19",2,87,"B",1382,100,0,100,2850,1,743,0
"m","19",2,88,"C",2065,50,-25,25,2875,3,2078,1
"m","19",2,89,"C",713,50,-75,-25,2850,3,552,1
"m","19",2,90,"C",688,50,0,50,2900,3,492,1
"m","19",2,91,"C",796,50,0,50,2950,3,513,1
"m","19",2,92,"C",591,50,0,50,3000,3,503,1
"m","19",2,93,"C",1273,50,-25,25,3025,3,608,1
"m","19",2,94,"C",648,50,-75,-25,3000,3,628,1
"m","19",2,95,"C",900,50,0,50,3050,3,502,1
"m","19",2,96,"C",686,50,-50,0,3050,3,499,1
"m","19",2,97,"C",824,50,0,50,3100,3,560,1
"m","19",2,98,"C",1042,50,0,50,3150,3,571,1
"m","19",2,99,"C",641,50,0,50,3200,3,477,1
"m","19",2,100,"C",613,50,-50,0,3200,3,500,1
"m","30",3,1,"A",11133,100,0,100,2100,4,2222,0
"m","30",3,2,"A",34316,100,0,100,2200,4,2647,0
"m","30",3,3,"B",28283,100,0,100,2300,4,3215,0
"m","30",3,4,"B",12921,100,0,100,2400,4,1833,0
"m","30",3,5,"C",16838,50,0,50,2450,4,1852,1
"m","30",3,6,"C",6155,50,0,50,2500,4,2109,1
"m","30",3,7,"D",7874,50,0,50,2550,4,1327,1
"m","30",3,8,"D",8518,50,0,50,2600,4,1250,1
"m","30",3,9,"A",7866,100,-150,-50,2550,4,3687,0
"m","30",3,10,"D",37891,50,0,50,2600,4,1626,1
"m","30",3,11,"D",5346,50,0,50,2650,4,1671,1
"m","30",3,12,"C",7075,50,-50,0,2650,4,2095,1
"m","30",3,13,"B",17722,100,0,100,2750,4,1687,0
"m","30",3,14,"B",5449,100,0,100,2850,4,1184,0
"m","30",3,15,"C",41637,50,0,50,2900,4,935,1
"m","30",3,16,"A",4778,100,0,100,3000,4,1862,0
"m","30",3,17,"D",23002,50,0,50,3050,4,1057,1
"m","30",3,18,"C",5978,50,-50,0,3050,4,1095,1
"m","30",3,19,"B",1177,100,0,100,3150,4,1089,0
"m","30",3,20,"C",6322,50,0,50,3200,4,992,1
"m","30",3,21,"A",1290,100,-300,-200,3000,4,1247,0
"m","30",3,22,"D",10872,50,0,50,3050,4,816,1
"m","30",3,23,"D",2867,50,0,50,3100,4,923,1
"m","30",3,24,"B",3826,100,0,100,3200,4,1103,0
"m","30",3,25,"B",2626,100,0,100,3300,4,1039,0
"m","30",3,26,"C",17251,50,-50,0,3300,4,1008,1
"m","30",3,27,"A",3721,100,0,100,3400,4,943,0
"m","30",3,28,"A",1968,100,-200,-100,3300,4,824,0
"m","30",3,29,"D",9682,50,0,50,3350,4,887,1
"m","30",3,30,"D",4314,50,0,50,3400,4,887,1
"m","30",3,31,"B",5178,100,0,100,3500,4,967,0
"m","30",3,32,"A",17234,100,0,100,3600,4,1128,0
"m","30",3,33,"C",4491,50,0,50,3650,4,775,1
"m","30",3,34,"D",5885,50,-250,-200,3450,4,847,1
"m","30",3,35,"B",3680,100,-1250,-1150,2300,4,817,0
"m","30",3,36,"D",3506,50,0,50,2350,4,871,1
"m","30",3,37,"A",5673,100,-250,-150,2200,4,791,0
"m","30",3,38,"C",23026,50,-50,0,2200,4,830,1
"m","30",3,39,"D",1458,50,0,50,2250,4,703,1
"m","30",3,40,"A",5369,100,-350,-250,2000,4,1056,0
"m","30",3,41,"C",3400,50,-50,0,2000,4,809,1
"m","30",3,42,"B",1890,100,0,100,2100,4,710,0
"m","30",3,43,"A",5603,100,0,100,2200,4,1231,0
"m","30",3,44,"A",2002,100,-350,-250,1950,4,783,0
"m","30",3,45,"D",1851,50,0,50,2000,4,647,1
"m","30",3,46,"B",1371,100,0,100,2100,4,655,0
"m","30",3,47,"A",1314,100,0,100,2200,4,1151,0
"m","30",3,48,"C",674,50,0,50,2250,4,828,1
"m","30",3,49,"B",7583,100,0,100,2350,4,734,0
"m","30",3,50,"D",1910,50,0,50,2400,4,780,1
"m","30",3,51,"C",1146,50,-25,25,2425,4,1015,1
"m","30",3,52,"A",947,100,-250,-150,2275,4,886,0
"m","30",3,53,"B",3338,100,0,100,2375,4,938,0
"m","30",3,54,"D",1057,50,0,50,2425,4,2304,1
"m","30",3,55,"A",6401,100,-200,-100,2325,4,1007,0
"m","30",3,56,"C",1243,50,-75,-25,2300,4,614,1
"m","30",3,57,"B",2532,100,-1250,-1150,1150,4,733,0
"m","30",3,58,"D",2899,50,0,50,1200,4,710,1
"m","30",3,59,"A",2706,100,0,100,1300,4,1144,0
"m","30",3,60,"C",1554,50,0,50,1350,4,960,1
"m","30",3,61,"B",5989,100,0,100,1450,4,983,0
"m","30",3,62,"D",3096,50,0,50,1500,4,823,1
"m","30",3,63,"D",4483,50,0,50,1550,4,687,1
"m","30",3,64,"D",986,50,0,50,1600,4,649,1
"m","30",3,65,"D",1770,50,-250,-200,1400,4,801,1
"m","30",3,66,"C",834,50,0,50,1450,4,799,1
"m","30",3,67,"C",632,50,0,50,1500,4,1033,1
"m","30",3,68,"A",849,100,-300,-200,1300,4,984,0
"m","30",3,69,"B",1617,100,0,100,1400,4,655,0
"m","30",3,70,"B",603,100,0,100,1500,4,665,0
"m","30",3,71,"D",1282,50,0,50,1550,4,743,1
"m","30",3,72,"A",3028,100,-150,-50,1500,4,820,0
"m","30",3,73,"D",1000,50,0,50,1550,4,739,1
"m","30",3,74,"D",659,50,0,50,1600,4,851,1
"m","30",3,75,"B",875,100,0,100,1700,4,847,0
"m","30",3,76,"B",538,100,0,100,1800,4,759,0
"m","30",3,77,"D",2346,50,0,50,1850,4,764,1
"m","30",3,78,"D",875,50,0,50,1900,4,728,1
"m","30",3,79,"B",8694,100,0,100,2000,4,779,0
"m","30",3,80,"B",794,100,-1250,-1150,850,4,1040,0
"m","30",3,81,"A",3362,100,0,100,950,4,822,0
"m","30",3,82,"A",802,100,0,100,1050,4,664,0
"m","30",3,83,"D",6322,50,0,50,1100,4,671,1
"m","30",3,84,"D",618,50,0,50,1150,4,744,1
"m","30",3,85,"A",1331,100,0,100,1250,4,719,0
"m","30",3,86,"A",584,100,-300,-200,1050,4,968,0
"m","30",3,87,"B",2313,100,0,100,1150,4,896,0
"m","30",3,88,"B",746,100,0,100,1250,4,696,0
"m","30",3,89,"D",16435,50,0,50,1300,4,712,1
"m","30",3,90,"C",994,50,-25,25,1325,4,1653,1
"m","30",3,91,"B",2715,100,0,100,1425,4,1207,0
"m","30",3,92,"B",1394,100,0,100,1525,4,704,0
"m","30",3,93,"D",2193,50,-250,-200,1325,4,665,1
"m","30",3,94,"B",1321,100,0,100,1425,4,834,0
"m","30",3,95,"B",555,100,0,100,1525,4,727,0
"m","30",3,96,"A",2736,100,0,100,1625,4,928,0
"m","30",3,97,"A",587,100,-350,-250,1375,4,911,0
"m","30",3,98,"C",2002,50,-75,-25,1350,4,926,1
"m","30",3,99,"B",658,100,0,100,1450,4,695,0
"m","30",3,100,"D",1297,50,0,50,1500,4,608,1
"f","30",4,1,"A",6236,100,0,100,2100,2,3488,0
"f","30",4,2,"D",3241,50,0,50,2150,2,6519,1
"f","30",4,3,"B",3449,100,0,100,2250,1,3937,0
"f","30",4,4,"C",20305,50,0,50,2300,3,4215,1
"f","30",4,5,"A",12141,100,0,100,2400,3,2251,0
"f","30",4,6,"A",3537,100,-150,-50,2350,4,1112,0
"f","30",4,7,"D",16857,50,0,50,2400,2,2133,1
"f","30",4,8,"A",5881,100,0,100,2500,1,1088,0
"f","30",4,9,"D",3889,50,0,50,2550,2,1456,1
"f","30",4,10,"A",2457,100,-300,-200,2350,3,1912,0
"f","30",4,11,"A",5193,100,0,100,2450,2,1511,0
"f","30",4,12,"D",4409,50,0,50,2500,4,1840,1
"f","30",4,13,"B",4104,100,0,100,2600,4,1481,0
"f","30",4,14,"C",3462,50,0,50,2650,3,1841,1
"f","30",4,15,"A",1193,100,-200,-100,2550,4,1183,0
"f","30",4,16,"D",8833,50,0,50,2600,2,1439,1
"f","30",4,17,"A",2521,100,0,100,2700,2,1304,0
"f","30",4,18,"B",2257,100,0,100,2800,3,1511,0
"f","30",4,19,"D",7633,50,0,50,2850,2,1833,1
"f","30",4,20,"C",3520,50,-50,0,2850,2,1231,1
"f","30",4,21,"B",9329,100,0,100,2950,2,1167,0
"f","30",4,22,"A",15623,100,-250,-150,2800,2,1520,0
"f","30",4,23,"D",1889,50,0,50,2850,4,1342,1
"f","30",4,24,"D",737,50,0,50,2900,4,848,1
"f","30",4,25,"D",769,50,0,50,2950,4,823,1
"f","30",4,26,"D",3633,50,-250,-200,2750,4,856,1
"f","30",4,27,"A",1865,100,-350,-250,2500,2,1280,0
"f","30",4,28,"B",2865,100,0,100,2600,3,1239,0
"f","30",4,29,"B",1336,100,0,100,2700,2,1544,0
"f","30",4,30,"C",4785,50,0,50,2750,2,1289,1
"f","30",4,31,"D",858,50,0,50,2800,4,599,1
"f","30",4,32,"D",1521,50,0,50,2850,4,808,1
"f","30",4,33,"A",6257,100,0,100,2950,2,1551,0
"f","30",4,34,"D",2273,50,0,50,3000,2,1287,1
"f","30",4,35,"B",10488,100,0,100,3100,2,1073,0
"f","30",4,36,"C",2689,50,-50,0,3100,3,1487,1
"f","30",4,37,"A",7160,100,-350,-250,2850,1,2448,0
"f","30",4,38,"D",1938,50,0,50,2900,4,951,1
"f","30",4,39,"B",600,100,0,100,3000,2,736,0
"f","30",4,40,"C",10304,50,0,50,3050,2,769,1
"f","30",4,41,"A",4191,100,0,100,3150,2,953,0
"f","30",4,42,"D",3657,50,0,50,3200,2,1415,1
"f","30",4,43,"B",2265,100,-1250,-1150,2050,2,967,0
"f","30",4,44,"A",6057,100,-250,-150,1900,2,975,0
"f","30",4,45,"D",2793,50,0,50,1950,4,1503,1
"f","30",4,46,"D",609,50,0,50,2000,4,479,1
"f","30",4,47,"D",1369,50,0,50,2050,4,567,1
"f","30",4,48,"D",785,50,0,50,2100,4,792,1
"f","30",4,49,"D",1215,50,-250,-200,1900,4,511,1
"f","30",4,50,"A",712,100,-200,-100,1800,2,1528,0
"f","30",4,51,"C",1793,50,-50,0,1800,2,2160,1
"f","30",4,52,"A",1833,100,0,100,1900,1,1472,0
"f","30",4,53,"A",591,100,-300,-200,1700,2,1327,0
"f","30",4,54,"D",2224,50,0,50,1750,4,1048,1
"f","30",4,55,"B",2828,100,0,100,1850,2,975,0
"f","30",4,56,"C",2217,50,0,50,1900,4,1600,1
"f","30",4,57,"A",6096,100,-150,-50,1850,2,1289,0
"f","30",4,58,"D",2929,50,0,50,1900,4,1535,1
"f","30",4,59,"B",2992,100,0,100,2000,2,880,0
"f","30",4,60,"C",3145,50,-50,0,2000,3,1095,1
"f","30",4,61,"A",4129,100,0,100,2100,1,872,0
"f","30",4,62,"D",2969,50,0,50,2150,4,1336,1
"f","30",4,63,"B",2704,100,0,100,2250,2,6680,0
"f","30",4,64,"C",7929,50,-50,0,2250,2,1119,1
"f","30",4,65,"A",24279,100,0,100,2350,4,1440,0
"f","30",4,66,"D",6987,50,0,50,2400,4,662,1
"f","30",4,67,"B",3749,100,0,100,2500,4,882,0
"f","30",4,68,"A",7314,100,0,100,2600,2,1463,0
"f","30",4,69,"D",4986,50,0,50,2650,3,1437,1
"f","30",4,70,"B",5624,100,-1250,-1150,1500,3,1144,0
"f","30",4,71,"A",2473,100,-300,-200,1300,1,1312,0
"f","30",4,72,"B",4465,100,0,100,1400,2,1023,0
"f","30",4,73,"B",838,100,0,100,1500,2,920,0
"f","30",4,74,"B",760,100,0,100,1600,2,1048,0
"f","30",4,75,"B",576,100,0,100,1700,2,640,0
"f","30",4,76,"B",1009,100,0,100,1800,2,806,0
"f","30",4,77,"B",610,100,0,100,1900,2,862,0
"f","30",4,78,"B",626,100,-1250,-1150,750,2,647,0
"f","30",4,79,"D",2392,50,0,50,800,4,1112,1
"f","30",4,80,"A",615,100,0,100,900,4,992,0
"f","30",4,81,"A",1217,100,-350,-250,650,4,808,0
"f","30",4,82,"B",1505,100,0,100,750,4,1089,0
"f","30",4,83,"A",5338,100,0,100,850,4,1232,0
"f","30",4,84,"B",747,100,0,100,950,4,630,0
"f","30",4,85,"A",1630,100,-200,-100,850,4,995,0
"f","30",4,86,"B",482,100,0,100,950,4,575,0
"f","30",4,87,"B",4376,100,0,100,1050,4,1208,0
"f","30",4,88,"D",1001,50,0,50,1100,4,601,1
"f","30",4,89,"A",842,100,-250,-150,950,4,774,0
"f","30",4,90,"B",552,100,0,100,1050,4,705,0
"f","30",4,91,"B",7111,100,0,100,1150,2,1103,0
"f","30",4,92,"A",4792,100,-150,-50,1100,4,784,0
"f","30",4,93,"B",577,100,0,100,1200,4,574,0
"f","30",4,94,"D",1270,50,0,50,1250,4,475,1
"f","30",4,95,"B",777,100,0,100,1350,2,944,0
"f","30",4,96,"B",11121,100,0,100,1450,2,799,0
"f","30",4,97,"D",4912,50,-250,-200,1250,4,849,1
"f","30",4,98,"A",625,100,0,100,1350,2,899,0
"f","30",4,99,"A",591,100,0,100,1450,2,513,0
"f","30",4,100,"B",961,100,0,100,1550,2,696,0
"f","25",5,1,"D",9985,50,0,50,2050,1,2774,1
"f","25",5,2,"A",7914,100,0,100,2150,1,3046,0
"f","25",5,3,"A",5626,100,0,100,2250,1,5040,0
"f","25",5,4,"B",1591,100,0,100,2350,1,1432,0
"f","25",5,5,"A",11282,100,-150,-50,2300,1,3079,0
"f","25",5,6,"C",4665,50,0,50,2350,1,2208,1
"f","25",5,7,"D",1889,50,0,50,2400,1,1327,1
"f","25",5,8,"D",20073,50,0,50,2450,1,1648,1
"f","25",5,9,"A",3344,100,0,100,2550,1,913,0
"f","25",5,10,"A",4113,100,-300,-200,2350,1,1391,0
"f","25",5,11,"D",2481,50,0,50,2400,1,1224,1
"f","25",5,12,"C",1058,50,0,50,2450,1,1263,1
"f","25",5,13,"B",14202,100,0,100,2550,1,1214,0
"f","25",5,14,"A",1936,100,0,100,2650,1,697,0
"f","25",5,15,"C",3628,50,-50,0,2650,1,1077,1
"f","25",5,16,"A",2650,100,-200,-100,2550,1,847,0
"f","25",5,17,"D",3505,50,0,50,2600,1,1079,1
"f","25",5,18,"A",11984,100,0,100,2700,1,984,0
"f","25",5,19,"D",11152,50,0,50,2750,1,1256,1
"f","25",5,20,"B",3451,100,0,100,2850,1,1046,0
"f","25",5,21,"B",2625,100,0,100,2950,1,704,0
"f","25",5,22,"A",2938,100,-250,-150,2800,1,679,0
"f","25",5,23,"C",2273,50,0,50,2850,1,791,1
"f","25",5,24,"D",1738,50,0,50,2900,1,1070,1
"f","25",5,25,"D",4096,50,0,50,2950,1,913,1
"f","25",5,26,"B",953,100,0,100,3050,1,616,0
"f","25",5,27,"B",1696,100,0,100,3150,1,569,0
"f","25",5,28,"A",3257,100,-350,-250,2900,1,623,0
"f","25",5,29,"C",2055,50,-50,0,2900,1,657,1
"f","25",5,30,"A",1306,100,0,100,3000,1,439,0
"f","25",5,31,"D",656,50,0,50,3050,1,584,1
"f","25",5,32,"D",818,50,-250,-200,2850,1,847,1
"f","25",5,33,"A",953,100,-350,-250,2600,1,464,0
"f","25",5,34,"A",547,100,0,100,2700,1,470,0
"f","25",5,35,"A",689,100,-250,-150,2550,1,456,0
"f","25",5,36,"D",658,50,0,50,2600,1,656,1
"f","25",5,37,"A",617,100,-200,-100,2500,1,576,0
"f","25",5,38,"D",16937,50,0,50,2550,1,880,1
"f","25",5,39,"A",2489,100,0,100,2650,1,535,0
"f","25",5,40,"A",1152,100,-300,-200,2450,1,601,0
"f","25",5,41,"B",1393,100,0,100,2550,1,638,0
"f","25",5,42,"C",1649,50,0,50,2600,1,824,1
"f","25",5,43,"D",993,50,0,50,2650,1,608,1
"f","25",5,44,"A",8034,100,-150,-50,2600,1,495,0
"f","25",5,45,"D",809,50,0,50,2650,1,711,1
"f","25",5,46,"C",610,50,-50,0,2650,1,583,1
"f","25",5,47,"B",872,100,0,100,2750,1,800,0
"f","25",5,48,"A",617,100,0,100,2850,1,568,0
"f","25",5,49,"D",714,50,0,50,2900,1,702,1
"f","25",5,50,"A",1033,100,0,100,3000,1,415,0
"f","25",5,51,"A",6145,100,0,100,3100,1,568,0
"f","25",5,52,"A",8537,100,-300,-200,2900,1,503,0
"f","25",5,53,"B",1233,100,-1250,-1150,1750,1,439,0
"f","25",5,54,"B",8680,100,0,100,1850,1,640,0
