"gender","age","nsubj","trial","cardSelected","rtChoice","win","loss","net","totalcash","confidence","rtConf","deckOrder"
"f","27",14,22,"B",647,50,0,50,3000,2,529,"cdab"
"f","27",14,23,"A",512,50,0,50,3050,3,1504,"cdab"
"f","27",14,24,"B",3328,50,0,50,3100,2,624,"cdab"
"f","27",14,25,"C",721,100,-300,-200,2900,2,552,"cdab"
"f","27",14,26,"C",663,100,0,100,3000,2,825,"cdab"
"f","27",14,27,"C",585,100,-200,-100,2900,2,688,"cdab"
"f","27",14,28,"A",504,50,-50,0,2900,2,632,"cdab"
"f","27",14,29,"A",385,50,0,50,2950,3,623,"cdab"
"f","27",14,30,"A",448,50,-50,0,2950,4,753,"cdab"
"f","27",14,31,"A",399,50,0,50,3000,2,705,"cdab"
"f","27",14,32,"B",4409,50,0,50,3050,2,847,"cdab"
"f","27",14,33,"D",777,100,0,100,3150,1,1047,"cdab"
"f","27",14,34,"C",991,100,0,100,3250,1,2457,"cdab"
"f","27",14,35,"A",2721,50,-50,0,3250,2,5615,"cdab"
"f","27",14,36,"B",2064,50,0,50,3300,2,1248,"cdab"
"f","27",14,37,"C",2160,100,-250,-150,3150,1,1104,"cdab"
"f","27",14,38,"D",712,100,0,100,3250,1,720,"cdab"
"f","27",14,39,"A",3505,50,-50,0,3250,1,1567,"cdab"
"f","27",14,40,"B",1880,50,0,50,3300,1,936,"cdab"
"f","27",14,41,"D",1832,100,0,100,3400,2,1008,"cdab"
"f","27",14,42,"B",3937,50,0,50,3450,1,719,"cdab"
"f","27",14,43,"C",1016,100,-350,-250,3200,2,1072,"cdab"
"f","27",14,44,"B",928,50,0,50,3250,2,3432,"cdab"
"f","27",14,45,"A",832,50,0,50,3300,2,1576,"cdab"
"f","27",14,46,"A",2913,50,-25,25,3325,2,1104,"cdab"
"f","27",14,47,"B",4440,50,0,50,3375,1,3119,"cdab"
"f","27",14,48,"C",1672,100,0,100,3475,1,1992,"cdab"
"f","27",14,49,"C",2889,100,-350,-250,3225,2,528,"cdab"
"f","27",14,50,"C",2073,100,0,100,3325,2,680,"cdab"
"f","27",14,51,"C",1296,100,-250,-150,3175,2,551,"cdab"
"f","27",14,52,"C",680,100,-200,-100,3075,2,521,"cdab"
"f","27",14,53,"D",1049,100,0,100,3175,2,719,"cdab"
"f","27",14,54,"B",800,50,-250,-200,2975,1,1031,"cdab"
"f","27",14,55,"A",720,50,-75,-25,2950,1,1312,"cdab"
"f","27",14,56,"B",1304,50,0,50,3000,2,857,"cdab"
"f","27",14,57,"A",11008,50,0,50,3050,1,944,"cdab"
"f","27",14,58,"D",3928,100,0,100,3150,1,2824,"cdab"
"f","27",14,59,"B",3065,50,0,50,3200,3,616,"cdab"
"f","27",14,60,"B",1832,50,0,50,3250,2,944,"cdab"
"f","27",14,61,"A",824,50,0,50,3300,1,408,"cdab"
"f","27",14,62,"D",1449,100,-1250,-1150,2150,1,3448,"cdab"
"f","27",14,63,"B",2729,50,0,50,2200,1,640,"cdab"
"f","27",14,64,"A",593,50,0,50,2250,1,2360,"cdab"
"f","27",14,65,"C",1856,100,0,100,2350,1,624,"cdab"
"f","27",14,66,"B",8479,50,0,50,2400,1,785,"cdab"
"f","27",14,67,"A",6657,50,-25,25,2425,2,2904,"cdab"
"f","27",14,68,"B",3064,50,0,50,2475,2,5583,"cdab"
"f","27",14,69,"D",2551,100,0,100,2575,1,809,"cdab"
"f","27",14,70,"B",2753,50,0,50,2625,1,528,"cdab"
"f","27",14,71,"A",5415,50,-75,-25,2600,1,888,"cdab"
"f","27",14,72,"A",3889,50,0,50,2650,2,927,"cdab"
"f","27",14,73,"A",2744,50,-50,0,2650,2,496,"cdab"
"f","27",14,74,"B",864,50,0,50,2700,2,1208,"cdab"
"f","27",14,75,"B",880,50,-250,-200,2500,3,880,"cdab"
"f","27",14,76,"C",1536,100,-300,-200,2300,3,920,"cdab"
"f","27",14,77,"C",512,100,-150,-50,2250,3,385,"cdab"
"f","27",14,78,"C",464,100,0,100,2350,3,408,"cdab"
"f","27",14,79,"D",960,100,0,100,2450,3,552,"cdab"
"f","27",14,80,"B",5760,50,0,50,2500,2,824,"cdab"
"f","27",14,81,"B",3280,50,0,50,2550,3,1873,"cdab"
"f","27",14,82,"D",1960,100,0,100,2650,1,664,"cdab"
"f","27",14,83,"A",6649,50,0,50,2700,1,424,"cdab"
"f","27",14,84,"B",1615,50,0,50,2750,2,529,"cdab"
"f","27",14,85,"B",3527,50,0,50,2800,4,1145,"cdab"
"f","27",14,86,"B",9359,50,0,50,2850,2,384,"cdab"
"f","27",14,87,"A",2079,50,0,50,2900,2,3897,"cdab"
"f","27",14,88,"D",1640,100,0,100,3000,1,705,"cdab"
"f","27",14,89,"B",10369,50,-250,-200,2800,1,440,"cdab"
"f","27",14,90,"A",2528,50,0,50,2850,1,1240,"cdab"
"f","27",14,91,"A",1024,50,-50,0,2850,1,1041,"cdab"
"f","27",14,92,"B",616,50,0,50,2900,1,512,"cdab"
"f","27",14,93,"B",464,50,0,50,2950,1,433,"cdab"
"f","27",14,94,"D",880,100,-1250,-1150,1800,1,576,"cdab"
"f","27",14,95,"B",2832,50,0,50,1850,1,704,"cdab"
"f","27",14,96,"B",1144,50,0,50,1900,1,808,"cdab"
"f","27",14,97,"B",1296,50,0,50,1950,1,784,"cdab"
"f","27",14,98,"A",480,50,-25,25,1975,2,1136,"cdab"
"f","27",14,99,"B",3904,50,0,50,2025,1,1912,"cdab"
"f","27",14,100,"B",640,50,0,50,2075,3,424,"cdab"
"f","25",15,1,"C",5187,50,0,50,2050,1,3281,"badc"
"f","25",15,2,"A",4792,100,0,100,2150,2,5498,"badc"
"f","25",15,3,"A",7208,100,0,100,2250,2,2028,"badc"
"f","25",15,4,"D",7234,50,0,50,2300,2,1856,"badc"
"f","25",15,5,"A",2432,100,0,100,2400,4,1945,"badc"
"f","25",15,6,"A",1044,100,0,100,2500,4,980,"badc"
"f","25",15,7,"A",1000,100,0,100,2600,4,1057,"badc"
"f","25",15,8,"A",777,100,0,100,2700,4,936,"badc"
"f","25",15,9,"B",3705,100,0,100,2800,1,1392,"badc"
"f","25",15,10,"A",4864,100,0,100,2900,4,1960,"badc"
"f","25",15,11,"A",1386,100,0,100,3000,4,1303,"badc"
"f","25",15,12,"A",1201,100,-1250,-1150,1850,4,1088,"badc"
"f","25",15,13,"D",5392,50,0,50,1900,2,3528,"badc"
"f","25",15,14,"B",3936,100,0,100,2000,2,1567,"badc"
"f","25",15,15,"B",5352,100,-150,-50,1950,2,2553,"badc"
"f","25",15,16,"C",2927,50,0,50,2000,3,2320,"badc"
"f","25",15,17,"D",6759,50,-50,0,2000,2,1592,"badc"
"f","25",15,18,"A",1201,100,0,100,2100,2,1528,"badc"
"f","25",15,19,"A",1352,100,0,100,2200,2,1256,"badc"
"f","25",15,20,"A",1950,100,0,100,2300,2,800,"badc"
"f","25",15,21,"C",3921,50,0,50,2350,2,1168,"badc"
"f","25",15,22,"B",2831,100,0,100,2450,3,1369,"badc"
"f","25",15,23,"B",2272,100,-300,-200,2250,3,1064,"badc"
"f","25",15,24,"A",2584,100,0,100,2350,2,2503,"badc"
"f","25",15,25,"A",1232,100,-1250,-1150,1200,2,945,"badc"
"f","25",15,26,"D",1609,50,0,50,1250,2,1272,"badc"
"f","25",15,27,"C",1225,50,0,50,1300,2,1072,"badc"
"f","25",15,28,"C",1327,50,0,50,1350,2,1064,"badc"
"f","25",15,29,"A",1087,100,0,100,1450,2,984,"badc"
"f","25",15,30,"A",1928,100,0,100,1550,2,1017,"badc"
"f","25",15,31,"B",2697,100,0,100,1650,2,3120,"badc"
"f","25",15,32,"B",1257,100,-200,-100,1550,2,1151,"badc"
"f","25",15,33,"A",945,100,0,100,1650,2,3112,"badc"
"f","25",15,34,"A",1928,100,0,100,1750,2,1711,"badc"
"f","25",15,35,"A",2257,100,0,100,1850,2,719,"badc"
"f","25",15,36,"D",8864,50,-50,0,1850,2,856,"badc"
"f","25",15,37,"A",3136,100,0,100,1950,1,1464,"badc"
"f","25",15,38,"C",2736,50,0,50,2000,2,2128,"badc"
"f","25",15,39,"B",4944,100,0,100,2100,2,3944,"badc"
"f","25",15,40,"B",3777,100,-250,-150,1950,2,896,"badc"
"f","25",15,41,"A",935,100,-1250,-1150,800,2,912,"badc"
"f","25",15,42,"D",2265,50,0,50,850,3,1328,"badc"
"f","25",15,43,"C",1081,50,0,50,900,2,911,"badc"
"f","25",15,44,"A",864,100,0,100,1000,2,824,"badc"
"f","25",15,45,"A",1055,100,0,100,1100,2,840,"badc"
"f","25",15,46,"A",985,100,0,100,1200,2,921,"badc"
"f","25",15,47,"B",2290,100,-350,-250,950,1,2294,"badc"
"f","25",15,48,"A",1192,100,0,100,1050,2,2960,"badc"
"f","25",15,49,"A",488,100,0,100,1150,2,776,"badc"
"f","25",15,50,"A",808,100,0,100,1250,2,658,"badc"
"f","25",15,51,"D",2232,50,-50,0,1250,3,4600,"badc"
"f","25",15,52,"A",2310,100,0,100,1350,2,793,"badc"
"f","25",15,53,"A",654,100,0,100,1450,2,666,"badc"
"f","25",15,54,"A",961,100,0,100,1550,1,1128,"badc"
"f","25",15,55,"C",2151,50,0,50,1600,1,1033,"badc"
"f","25",15,56,"A",2632,100,0,100,1700,1,983,"badc"
"f","25",15,57,"B",7808,100,0,100,1800,1,1033,"badc"
"f","25",15,58,"D",9928,50,0,50,1850,1,928,"badc"
"f","25",15,59,"C",8024,50,0,50,1900,1,890,"badc"
"f","25",15,60,"B",4032,100,-350,-250,1650,2,1376,"badc"
"f","25",15,61,"A",1000,100,-1250,-1150,500,2,1040,"badc"
"f","25",15,62,"A",1616,100,0,100,600,1,984,"badc"
"f","25",15,63,"A",775,100,0,100,700,1,2737,"badc"
"f","25",15,64,"A",778,100,0,100,800,1,927,"badc"
"f","25",15,65,"B",1016,100,0,100,900,1,704,"badc"
"f","25",15,66,"D",1744,50,-50,0,900,1,857,"badc"
"f","25",15,67,"C",960,50,-250,-200,700,1,641,"badc"
"f","25",15,68,"A",759,100,0,100,800,4,3617,"badc"
"f","25",15,69,"A",575,100,0,100,900,4,937,"badc"
"f","25",15,70,"A",680,100,0,100,1000,4,751,"badc"
"f","25",15,71,"B",7936,100,-250,-150,850,1,5536,"badc"
"f","25",15,72,"B",2217,100,-200,-100,750,1,880,"badc"
"f","25",15,73,"A",641,100,0,100,850,4,1319,"badc"
"f","25",15,74,"A",484,100,0,100,950,4,916,"badc"
"f","25",15,75,"A",679,100,0,100,1050,4,647,"badc"
"f","25",15,76,"A",839,100,0,100,1150,4,704,"badc"
"f","25",15,77,"A",8632,100,0,100,1250,1,1088,"badc"
"f","25",15,78,"A",2088,100,0,100,1350,1,1225,"badc"
"f","25",15,79,"C",4224,50,0,50,1400,1,848,"badc"
"f","25",15,80,"C",1600,50,0,50,1450,1,705,"badc"
"f","25",15,81,"A",1137,100,0,100,1550,1,727,"badc"
"f","25",15,82,"A",722,100,0,100,1650,1,798,"badc"
"f","25",15,83,"C",888,50,0,50,1700,1,906,"badc"
"f","25",15,84,"A",856,100,0,100,1800,1,697,"badc"
"f","25",15,85,"C",672,50,0,50,1850,1,784,"badc"
"f","25",15,86,"A",740,100,0,100,1950,1,972,"badc"
"f","25",15,87,"C",752,50,0,50,2000,1,823,"badc"
"f","25",15,88,"A",779,100,-1250,-1150,850,1,989,"badc"
"f","25",15,89,"C",1024,50,0,50,900,1,665,"badc"
"f","25",15,90,"A",616,100,0,100,1000,1,520,"badc"
"f","25",15,91,"A",648,100,0,100,1100,1,720,"badc"
"f","25",15,92,"C",1104,50,0,50,1150,1,768,"badc"
"f","25",15,93,"A",704,100,0,100,1250,1,713,"badc"
"f","25",15,94,"C",665,50,0,50,1300,1,720,"badc"
"f","25",15,95,"A",1032,100,0,100,1400,1,784,"badc"
"f","25",15,96,"C",744,50,0,50,1450,1,617,"badc"
"f","25",15,97,"A",627,100,-1250,-1150,300,1,783,"badc"
"f","25",15,98,"C",1488,50,-250,-200,100,1,688,"badc"
"f","25",15,99,"A",1392,100,0,100,200,1,624,"badc"
"f","25",15,100,"A",1313,100,0,100,300,4,4464,"badc"
"m","22",16,1,"A",6374,100,0,100,2100,1,1281,"adcb"
"m","22",16,2,"B",2505,50,0,50,2150,1,1320,"adcb"
"m","22",16,3,"C",1001,50,0,50,2200,1,1144,"adcb"
"m","22",16,4,"D",5633,100,0,100,2300,1,1240,"adcb"
"m","22",16,5,"A",3737,100,0,100,2400,2,1304,"adcb"
"m","22",16,6,"B",4392,50,0,50,2450,1,2289,"adcb"
"m","22",16,7,"C",1760,50,0,50,2500,1,1361,"adcb"
"m","22",16,8,"D",1408,100,0,100,2600,2,1058,"adcb"
"m","22",16,9,"A",7209,100,-150,-50,2550,2,985,"adcb"
"m","22",16,10,"D",2784,100,0,100,2650,2,2320,"adcb"
"m","22",16,11,"D",1641,100,0,100,2750,3,2727,"adcb"
"m","22",16,12,"D",1360,100,0,100,2850,3,1200,"adcb"
"m","22",16,13,"D",1392,100,0,100,2950,3,1752,"adcb"
"m","22",16,14,"D",665,100,0,100,3050,4,543,"adcb"
"m","22",16,15,"D",6112,100,0,100,3150,3,2312,"adcb"
"m","22",16,16,"C",6489,50,-50,0,3150,1,1176,"adcb"
"m","22",16,17,"B",3008,50,0,50,3200,1,2112,"adcb"
"m","22",16,18,"A",728,100,0,100,3300,2,1864,"adcb"
"m","22",16,19,"D",1056,100,-1250,-1150,2150,3,1372,"adcb"
"m","22",16,20,"A",2784,100,-300,-200,1950,2,4488,"adcb"
"m","22",16,21,"B",1089,50,0,50,2000,2,1448,"adcb"
"m","22",16,22,"C",768,50,0,50,2050,2,651,"adcb"
"m","22",16,23,"B",564,50,0,50,2100,2,501,"adcb"
"m","22",16,24,"C",8329,50,-50,0,2100,2,1288,"adcb"
"m","22",16,25,"B",1240,50,0,50,2150,2,1032,"adcb"
"m","22",16,26,"A",2705,100,0,100,2250,2,2191,"adcb"
"m","22",16,27,"A",2968,100,-200,-100,2150,2,697,"adcb"
"m","22",16,28,"B",3096,50,0,50,2200,3,992,"adcb"
"m","22",16,29,"B",1000,50,0,50,2250,4,969,"adcb"
"m","22",16,30,"D",1896,100,0,100,2350,1,737,"adcb"
"m","22",16,31,"C",2551,50,0,50,2400,2,1727,"adcb"
"m","22",16,32,"B",3014,50,0,50,2450,3,1408,"adcb"
"m","22",16,33,"B",800,50,-250,-200,2250,4,960,"adcb"
"m","22",16,34,"B",1104,50,0,50,2300,2,1944,"adcb"
"m","22",16,35,"D",1329,100,0,100,2400,2,2504,"adcb"
"m","22",16,36,"C",3920,50,-50,0,2400,2,1107,"adcb"
"m","22",16,37,"D",1833,100,0,100,2500,2,2840,"adcb"
"m","22",16,38,"D",1392,100,0,100,2600,3,3880,"adcb"
"m","22",16,39,"A",1656,100,0,100,2700,1,1424,"adcb"
"m","22",16,40,"D",7816,100,-1250,-1150,1550,2,991,"adcb"
"m","22",16,41,"A",2584,100,-250,-150,1400,2,1441,"adcb"
"m","22",16,42,"B",619,50,0,50,1450,3,1038,"adcb"
"m","22",16,43,"B",497,50,0,50,1500,3,455,"adcb"
"m","22",16,44,"B",848,50,0,50,1550,3,472,"adcb"
"m","22",16,45,"B",511,50,0,50,1600,3,505,"adcb"
"m","22",16,46,"B",440,50,0,50,1650,3,513,"adcb"
"m","22",16,47,"B",465,50,0,50,1700,4,912,"adcb"
"m","22",16,48,"B",456,50,0,50,1750,4,583,"adcb"
"m","22",16,49,"B",576,50,0,50,1800,4,633,"adcb"
"m","22",16,50,"B",520,50,-250,-200,1600,4,544,"adcb"
"m","22",16,51,"C",1752,50,0,50,1650,2,1360,"adcb"
"m","22",16,52,"B",631,50,0,50,1700,2,2889,"adcb"
"m","22",16,53,"C",1576,50,-50,0,1700,3,633,"adcb"
"m","22",16,54,"A",2696,100,-350,-250,1450,1,2137,"adcb"
"m","22",16,55,"A",1008,100,0,100,1550,1,632,"adcb"
"m","22",16,56,"A",479,100,-350,-250,1300,1,434,"adcb"
"m","22",16,57,"D",712,100,0,100,1400,1,609,"adcb"
"m","22",16,58,"D",585,100,0,100,1500,1,536,"adcb"
"m","22",16,59,"D",657,100,0,100,1600,2,1024,"adcb"
"m","22",16,60,"C",1265,50,-50,0,1600,2,1056,"adcb"
"m","22",16,61,"B",704,50,0,50,1650,3,1176,"adcb"
"m","22",16,62,"B",429,50,0,50,1700,3,540,"adcb"
"m","22",16,63,"B",427,50,0,50,1750,4,565,"adcb"
"m","22",16,64,"C",1887,50,0,50,1800,2,2623,"adcb"
"m","22",16,65,"D",3367,100,0,100,1900,1,1417,"adcb"
"m","22",16,66,"A",1177,100,0,100,2000,1,432,"adcb"
"m","22",16,67,"B",1208,50,0,50,2050,4,1352,"adcb"
"m","22",16,68,"B",585,50,0,50,2100,4,863,"adcb"
"m","22",16,69,"B",648,50,0,50,2150,4,1593,"adcb"
"m","22",16,70,"C",29577,50,-25,25,2175,1,1216,"adcb"
"m","22",16,71,"C",912,50,-75,-25,2150,1,776,"adcb"
"m","22",16,72,"A",905,100,-250,-150,2000,2,1127,"adcb"
"m","22",16,73,"B",672,50,0,50,2050,4,1088,"adcb"
"m","22",16,74,"B",507,50,-250,-200,1850,4,701,"adcb"
"m","22",16,75,"B",1280,50,0,50,1900,3,880,"adcb"
"m","22",16,76,"B",585,50,0,50,1950,3,448,"adcb"
"m","22",16,77,"B",400,50,0,50,2000,3,680,"adcb"
"m","22",16,78,"B",1856,50,0,50,2050,3,752,"adcb"
"m","22",16,79,"B",513,50,0,50,2100,3,615,"adcb"
"m","22",16,80,"B",426,50,-250,-200,1900,3,1310,"adcb"
"m","22",16,81,"B",4192,50,0,50,1950,3,920,"adcb"
"m","22",16,82,"B",361,50,0,50,2000,4,528,"adcb"
"m","22",16,83,"B",728,50,0,50,2050,4,888,"adcb"
"m","22",16,84,"A",448,100,-200,-100,1950,2,1023,"adcb"
"m","22",16,85,"B",505,50,0,50,2000,3,688,"adcb"
"m","22",16,86,"C",873,50,0,50,2050,3,1648,"adcb"
"m","22",16,87,"D",532,100,0,100,2150,1,1413,"adcb"
"m","22",16,88,"D",1312,100,0,100,2250,2,1192,"adcb"
"m","22",16,89,"B",1104,50,0,50,2300,1,2114,"adcb"
"m","22",16,90,"C",4160,50,0,50,2350,3,2361,"adcb"
"m","22",16,91,"A",1248,100,0,100,2450,2,1896,"adcb"
"m","22",16,92,"D",22737,100,-1250,-1150,1300,1,632,"adcb"
"m","22",16,93,"B",1563,50,0,50,1350,4,1495,"adcb"
"m","22",16,94,"B",425,50,0,50,1400,4,1152,"adcb"
"m","22",16,95,"B",672,50,0,50,1450,4,785,"adcb"
"m","22",16,96,"B",1384,50,0,50,1500,4,592,"adcb"
"m","22",16,97,"A",624,100,-300,-200,1300,2,1184,"adcb"
"m","22",16,98,"D",625,100,0,100,1400,1,640,"adcb"
"m","22",16,99,"C",1560,50,0,50,1450,2,944,"adcb"
"m","22",16,100,"C",578,50,-25,25,1475,3,926,"adcb"
"f","21",17,1,"B",6072,100,0,100,2100,4,5792,"bcad"
"f","21",17,2,"C",8040,100,0,100,2200,3,1488,"bcad"
"f","21",17,3,"D",2840,50,0,50,2250,4,1280,"bcad"
"f","21",17,4,"B",6408,100,0,100,2350,3,2327,"bcad"
"f","21",17,5,"C",2409,100,0,100,2450,3,1520,"bcad"
"f","21",17,6,"B",2297,100,-150,-50,2400,4,927,"bcad"
"f","21",17,7,"D",3416,50,0,50,2450,2,2632,"bcad"
"f","21",17,8,"A",3152,50,0,50,2500,2,2784,"bcad"
"f","21",17,9,"D",8640,50,0,50,2550,3,3464,"bcad"
"f","21",17,10,"C",1928,100,0,100,2650,4,1344,"bcad"
"f","21",17,11,"C",1656,100,0,100,2750,4,2000,"bcad"
"f","21",17,12,"C",1008,100,0,100,2850,4,1104,"bcad"
"f","21",17,13,"C",832,100,0,100,2950,4,1232,"bcad"
"f","21",17,14,"C",953,100,0,100,3050,4,927,"bcad"
"f","21",17,15,"C",578,100,0,100,3150,4,1127,"bcad"
"f","21",17,16,"C",1065,100,-1250,-1150,2000,4,1064,"bcad"
"f","21",17,17,"B",792,100,0,100,2100,2,1232,"bcad"
"f","21",17,18,"B",1528,100,-300,-200,1900,2,1584,"bcad"
"f","21",17,19,"D",1992,50,0,50,1950,2,2624,"bcad"
"f","21",17,20,"C",3321,100,0,100,2050,2,2351,"bcad"
"f","21",17,21,"A",2009,50,0,50,2100,1,1280,"bcad"
"f","21",17,22,"D",6584,50,0,50,2150,4,3056,"bcad"
"f","21",17,23,"B",1432,100,0,100,2250,3,2200,"bcad"
"f","21",17,24,"B",1560,100,-200,-100,2150,3,2672,"bcad"
"f","21",17,25,"C",2392,100,0,100,2250,2,2552,"bcad"
"f","21",17,26,"A",7786,50,-50,0,2250,4,1872,"bcad"
"f","21",17,27,"C",977,100,0,100,2350,3,2264,"bcad"
"f","21",17,28,"B",1345,100,0,100,2450,3,1239,"bcad"
"f","21",17,29,"D",984,50,0,50,2500,3,1239,"bcad"
"f","21",17,30,"B",1265,100,-250,-150,2350,3,983,"bcad"
"f","21",17,31,"C",961,100,0,100,2450,3,927,"bcad"
"f","21",17,32,"A",744,50,0,50,2500,3,1488,"bcad"
"f","21",17,33,"C",776,100,-1250,-1150,1350,3,880,"bcad"
"f","21",17,34,"D",2000,50,0,50,1400,2,1256,"bcad"
"f","21",17,35,"B",1112,100,-350,-250,1150,3,1448,"bcad"
"f","21",17,36,"D",8744,50,0,50,1200,2,4504,"bcad"
"f","21",17,37,"A",1328,50,-50,0,1200,2,2032,"bcad"
"f","21",17,38,"C",1145,100,0,100,1300,3,2431,"bcad"
"f","21",17,39,"B",2928,100,0,100,1400,3,1800,"bcad"
"f","21",17,40,"C",4632,100,0,100,1500,2,4248,"bcad"
"f","21",17,41,"B",3336,100,-350,-250,1250,2,1320,"bcad"
"f","21",17,42,"C",992,100,0,100,1350,3,1016,"bcad"
"f","21",17,43,"D",881,50,0,50,1400,3,1463,"bcad"
"f","21",17,44,"A",2624,50,0,50,1450,3,1064,"bcad"
"f","21",17,45,"C",1144,100,0,100,1550,3,1976,"bcad"
"f","21",17,46,"D",905,50,-250,-200,1350,3,879,"bcad"
"f","21",17,47,"A",1713,50,-50,0,1350,3,1023,"bcad"
"f","21",17,48,"B",1049,100,0,100,1450,2,840,"bcad"
"f","21",17,49,"C",720,100,0,100,1550,2,2168,"bcad"
"f","21",17,50,"D",4432,50,0,50,1600,2,1184,"bcad"
"f","21",17,51,"B",5312,100,-250,-150,1450,2,1088,"bcad"
"f","21",17,52,"C",848,100,0,100,1550,3,4752,"bcad"
"f","21",17,53,"A",10376,50,0,50,1600,3,1304,"bcad"
"f","21",17,54,"D",1784,50,0,50,1650,3,2384,"bcad"
"f","21",17,55,"C",2200,100,-1250,-1150,500,3,992,"bcad"
"f","21",17,56,"A",5736,50,-50,0,500,2,1720,"bcad"
"f","21",17,57,"D",3496,50,0,50,550,1,3088,"bcad"
"f","21",17,58,"D",7224,50,0,50,600,2,1112,"bcad"
"f","21",17,59,"A",1168,50,-50,0,600,3,1896,"bcad"
"f","21",17,60,"B",2280,100,-200,-100,500,3,1368,"bcad"
"f","21",17,61,"C",1224,100,0,100,600,4,912,"bcad"
"f","21",17,62,"D",3712,50,0,50,650,4,1808,"bcad"
"f","21",17,63,"C",1208,100,0,100,750,4,2880,"bcad"
"f","21",17,64,"A",1264,50,0,50,800,4,1416,"bcad"
"f","21",17,65,"B",1352,100,0,100,900,4,1281,"bcad"
"f","21",17,66,"B",2032,100,-300,-200,700,4,777,"bcad"
"f","21",17,67,"C",1504,100,0,100,800,4,2056,"bcad"
"f","21",17,68,"D",2128,50,0,50,850,4,872,"bcad"
"f","21",17,69,"A",1064,50,-25,25,875,4,1248,"bcad"
"f","21",17,70,"B",2257,100,-150,-50,825,3,895,"bcad"
"f","21",17,71,"C",1065,100,0,100,925,4,3311,"bcad"
"f","21",17,72,"D",1160,50,0,50,975,3,744,"bcad"
"f","21",17,73,"C",543,100,0,100,1075,4,880,"bcad"
"f","21",17,74,"D",832,50,0,50,1125,3,888,"bcad"
"f","21",17,75,"A",632,50,-75,-25,1100,3,672,"bcad"
"f","21",17,76,"C",704,100,0,100,1200,4,704,"bcad"
"f","21",17,77,"D",680,50,0,50,1250,4,760,"bcad"
"f","21",17,78,"C",744,100,0,100,1350,3,624,"bcad"
"f","21",17,79,"D",880,50,-250,-200,1150,3,2064,"bcad"
"f","21",17,80,"D",5769,50,0,50,1200,3,3039,"bcad"
"f","21",17,81,"C",1576,100,0,100,1300,3,3984,"bcad"
"f","21",17,82,"B",3393,100,0,100,1400,1,887,"bcad"
"f","21",17,83,"D",12824,50,0,50,1450,3,1824,"bcad"
"f","21",17,84,"A",1881,50,0,50,1500,2,6767,"bcad"
"f","21",17,85,"B",1192,100,0,100,1600,1,3888,"bcad"
"f","21",17,86,"C",1088,100,0,100,1700,3,1488,"bcad"
"f","21",17,87,"D",1072,50,0,50,1750,1,4128,"bcad"
"f","21",17,88,"C",12064,100,0,100,1850,3,1000,"bcad"
"f","21",17,89,"B",760,100,0,100,1950,3,1040,"bcad"
"f","21",17,90,"A",1456,50,0,50,2000,3,1680,"bcad"
"f","21",17,91,"A",3736,50,0,50,2050,3,1744,"bcad"
"f","21",17,92,"B",2832,100,-300,-200,1850,2,1904,"bcad"
"f","21",17,93,"C",1216,100,-1250,-1150,700,4,1024,"bcad"
"f","21",17,94,"A",928,50,-25,25,725,4,1224,"bcad"
"f","21",17,95,"B",1576,100,0,100,825,2,1032,"bcad"
"f","21",17,96,"C",1545,100,0,100,925,2,6655,"bcad"
"f","21",17,97,"D",905,50,0,50,975,3,975,"bcad"
"f","21",17,98,"A",1463,50,-75,-25,950,2,6520,"bcad"
"f","21",17,99,"C",824,100,0,100,1050,4,952,"bcad"
"f","21",17,100,"D",2160,50,0,50,1100,4,1352,"bcad"
"f","22",18,1,"B",5541,100,0,100,2100,1,2248,"badc"
"f","22",18,2,"C",3624,50,0,50,2150,1,3697,"badc"
"f","22",18,3,"A",1937,100,0,100,2250,1,1368,"badc"
"f","22",18,4,"D",1303,50,0,50,2300,1,1290,"badc"
"f","22",18,5,"B",1137,100,0,100,2400,2,1791,"badc"
"f","22",18,6,"B",953,100,-150,-50,2350,2,1055,"badc"
"f","22",18,7,"C",2688,50,0,50,2400,2,2055,"badc"
"f","22",18,8,"B",3936,100,0,100,2500,2,4895,"badc"
"f","22",18,9,"B",757,100,-300,-200,2300,3,1425,"badc"
"f","22",18,10,"A",4264,100,0,100,2400,2,1560,"badc"
"f","22",18,11,"A",1063,100,0,100,2500,2,1273,"badc"
"f","22",18,12,"A",936,100,0,100,2600,3,1032,"badc"
"f","22",18,13,"A",3232,100,0,100,2700,3,2008,"badc"
"f","22",18,14,"A",927,100,0,100,2800,4,1394,"badc"
"f","22",18,15,"A",1294,100,0,100,2900,4,1072,"badc"
"f","22",18,16,"A",3848,100,0,100,3000,4,1065,"badc"
"f","22",18,17,"A",806,100,-1250,-1150,1850,4,922,"badc"
"f","22",18,18,"C",5137,50,0,50,1900,2,2047,"badc"
"f","22",18,19,"C",1288,50,0,50,1950,2,2280,"badc"
"f","22",18,20,"C",872,50,0,50,2000,2,784,"badc"
"f","22",18,21,"C",676,50,0,50,2050,3,1749,"badc"
"f","22",18,22,"C",768,50,0,50,2100,4,753,"badc"
"f","22",18,23,"C",680,50,0,50,2150,4,857,"badc"
"f","22",18,24,"C",608,50,0,50,2200,4,889,"badc"
"f","22",18,25,"C",650,50,-250,-200,2000,4,917,"badc"
"f","22",18,26,"C",1247,50,0,50,2050,1,1361,"badc"
"f","22",18,27,"D",950,50,0,50,2100,2,3664,"badc"
