"gender","age","nsubj","trial","cardSelected","rtChoice","win","loss","net","totalcash","confidence","rtConf","deckOrder"
"f","21",1,1,"C",7088,100,0,100,2100,4,3063,"cabd"
"f","21",1,2,"C",5352,100,0,100,2200,3,2416,"cabd"
"f","21",1,3,"A",5440,100,0,100,2300,4,1392,"cabd"
"f","21",1,4,"D",15346,50,0,50,2350,4,1384,"cabd"
"f","21",1,5,"A",6696,100,0,100,2450,2,3215,"cabd"
"f","21",1,6,"C",25417,100,-150,-50,2400,1,2671,"cabd"
"f","21",1,7,"B",6169,50,0,50,2450,3,1550,"cabd"
"f","21",1,8,"D",3312,50,0,50,2500,3,2032,"cabd"
"f","21",1,9,"A",4993,100,0,100,2600,4,783,"cabd"
"f","21",1,10,"B",5568,50,0,50,2650,2,2096,"cabd"
"f","21",1,11,"D",5944,50,0,50,2700,1,3624,"cabd"
"f","21",1,12,"A",3768,100,0,100,2800,3,2696,"cabd"
"f","21",1,13,"C",8049,100,0,100,2900,4,1288,"cabd"
"f","21",1,14,"C",7016,100,-300,-200,2700,2,3511,"cabd"
"f","21",1,15,"A",3185,100,0,100,2800,4,808,"cabd"
"f","21",1,16,"B",2737,50,-50,0,2800,2,2783,"cabd"
"f","21",1,17,"C",6552,100,0,100,2900,4,552,"cabd"
"f","21",1,18,"B",10688,50,0,50,2950,3,2841,"cabd"
"f","21",1,19,"D",11328,50,0,50,3000,4,4720,"cabd"
"f","21",1,20,"A",1825,100,0,100,3100,1,568,"cabd"
"f","21",1,21,"B",7929,50,-50,0,3100,2,3343,"cabd"
"f","21",1,22,"C",8488,100,-200,-100,3000,3,1360,"cabd"
"f","21",1,23,"D",1272,50,0,50,3050,4,424,"cabd"
"f","21",1,24,"A",5233,100,0,100,3150,2,5408,"cabd"
"f","21",1,25,"C",4817,100,0,100,3250,3,3920,"cabd"
"f","21",1,26,"D",4377,50,0,50,3300,1,1104,"cabd"
"f","21",1,27,"B",3552,50,0,50,3350,4,2760,"cabd"
"f","21",1,28,"A",21312,100,0,100,3450,3,1984,"cabd"
"f","21",1,29,"D",1520,50,0,50,3500,1,1080,"cabd"
"f","21",1,30,"C",3249,100,-250,-150,3350,3,2472,"cabd"
"f","21",1,31,"D",3393,50,0,50,3400,4,712,"cabd"
"f","21",1,32,"A",2040,100,-1250,-1150,2250,3,1576,"cabd"
"f","21",1,33,"B",6368,50,-50,0,2250,4,1040,"cabd"
"f","21",1,34,"C",6425,100,-350,-250,2000,3,8536,"cabd"
"f","21",1,35,"D",5960,50,0,50,2050,4,584,"cabd"
"f","21",1,36,"B",5832,50,0,50,2100,4,1176,"cabd"
"f","21",1,37,"A",2048,100,0,100,2200,4,1040,"cabd"
"f","21",1,38,"C",2800,100,0,100,2300,4,552,"cabd"
"f","21",1,39,"D",2112,50,-250,-200,2100,4,912,"cabd"
"f","21",1,40,"A",4705,100,0,100,2200,2,3343,"cabd"
"f","21",1,41,"D",3753,50,0,50,2250,4,2465,"cabd"
"f","21",1,42,"A",5033,100,0,100,2350,4,1111,"cabd"
"f","21",1,43,"B",2136,50,-50,0,2350,4,1296,"cabd"
"f","21",1,44,"D",11929,50,0,50,2400,4,663,"cabd"
"f","21",1,45,"C",3513,100,-350,-250,2150,4,591,"cabd"
"f","21",1,46,"D",2496,50,0,50,2200,4,504,"cabd"
"f","21",1,47,"C",472,100,0,100,2300,1,960,"cabd"
"f","21",1,48,"B",928,50,-50,0,2300,3,488,"cabd"
"f","21",1,49,"A",696,100,0,100,2400,3,2001,"cabd"
"f","21",1,50,"A",904,100,-1250,-1150,1250,3,1033,"cabd"
"f","21",1,51,"B",3616,50,0,50,1300,4,1032,"cabd"
"f","21",1,52,"D",3344,50,0,50,1350,4,3016,"cabd"
"f","21",1,53,"A",866,100,0,100,1450,1,1407,"cabd"
"f","21",1,54,"B",1017,50,-25,25,1475,3,1975,"cabd"
"f","21",1,55,"B",913,50,-75,-25,1450,1,447,"cabd"
"f","21",1,56,"D",2824,50,0,50,1500,4,944,"cabd"
"f","21",1,57,"B",5328,50,0,50,1550,4,760,"cabd"
"f","21",1,58,"C",2480,100,-250,-150,1400,4,808,"cabd"
"f","21",1,59,"A",6128,100,0,100,1500,4,960,"cabd"
"f","21",1,60,"B",4736,50,0,50,1550,3,1224,"cabd"
"f","21",1,61,"B",11384,50,0,50,1600,4,584,"cabd"
"f","21",1,62,"D",7592,50,0,50,1650,4,568,"cabd"
"f","21",1,63,"B",15936,50,-25,25,1675,4,920,"cabd"
"f","21",1,64,"B",10497,50,-75,-25,1650,4,1168,"cabd"
"f","21",1,65,"B",4840,50,0,50,1700,4,752,"cabd"
"f","21",1,66,"D",9048,50,0,50,1750,3,1440,"cabd"
"f","21",1,67,"B",4361,50,-50,0,1750,4,688,"cabd"
"f","21",1,68,"A",13769,100,0,100,1850,3,8824,"cabd"
"f","21",1,69,"D",4624,50,0,50,1900,2,2176,"cabd"
"f","21",1,70,"B",8496,50,0,50,1950,3,1128,"cabd"
"f","21",1,71,"C",12793,100,-200,-100,1850,4,743,"cabd"
"f","21",1,72,"B",9265,50,0,50,1900,3,1735,"cabd"
"f","21",1,73,"A",15577,100,0,100,2000,2,6040,"cabd"
"f","21",1,74,"D",22408,50,0,50,2050,3,4007,"cabd"
"f","21",1,75,"B",6129,50,0,50,2100,4,927,"cabd"
"f","21",1,76,"A",8809,100,0,100,2200,1,2680,"cabd"
"f","21",1,77,"D",4128,50,-250,-200,2000,4,1000,"cabd"
"f","21",1,78,"A",4016,100,0,100,2100,3,2272,"cabd"
"f","21",1,79,"C",3880,100,0,100,2200,3,568,"cabd"
"f","21",1,80,"B",2344,50,-50,0,2200,3,544,"cabd"
"f","21",1,81,"D",5240,50,0,50,2250,4,2416,"cabd"
"f","21",1,82,"B",6617,50,-25,25,2275,3,1519,"cabd"
"f","21",1,83,"A",6193,100,-1250,-1150,1125,4,2464,"cabd"
"f","21",1,84,"C",2680,100,-300,-200,925,4,1152,"cabd"
"f","21",1,85,"B",1056,50,-50,0,925,4,665,"cabd"
"f","21",1,86,"A",680,100,0,100,1025,1,1008,"cabd"
"f","21",1,87,"C",760,100,-150,-50,975,1,1008,"cabd"
"f","21",1,88,"D",3112,50,0,50,1025,4,728,"cabd"
"f","21",1,89,"B",7480,50,0,50,1075,4,3272,"cabd"
"f","21",1,90,"B",12913,50,0,50,1125,4,4568,"cabd"
"f","21",1,91,"C",5472,100,0,100,1225,4,944,"cabd"
"f","21",1,92,"B",16136,50,-75,-25,1200,4,856,"cabd"
"f","21",1,93,"D",3512,50,0,50,1250,2,688,"cabd"
"f","21",1,94,"A",4065,100,0,100,1350,4,944,"cabd"
"f","21",1,95,"C",8481,100,0,100,1450,3,2976,"cabd"
"f","21",1,96,"D",12281,50,0,50,1500,4,1375,"cabd"
"f","21",1,97,"C",12704,100,0,100,1600,2,2352,"cabd"
"f","21",1,98,"A",5704,100,0,100,1700,3,864,"cabd"
"f","21",1,99,"C",3960,100,-300,-200,1500,4,1424,"cabd"
"f","21",1,100,"D",3064,50,0,50,1550,3,600,"cabd"
"f","24",2,1,"A",7364,50,0,50,2050,2,4353,"dcba"
"f","24",2,2,"C",5808,100,0,100,2150,2,5800,"dcba"
"f","24",2,3,"B",14600,50,0,50,2200,2,3104,"dcba"
"f","24",2,4,"D",3560,100,0,100,2300,2,2145,"dcba"
"f","24",2,5,"C",3113,100,0,100,2400,3,3655,"dcba"
"f","24",2,6,"D",6513,100,0,100,2500,3,3928,"dcba"
"f","24",2,7,"C",11137,100,0,100,2600,3,2206,"dcba"
"f","24",2,8,"A",12137,50,0,50,2650,2,1176,"dcba"
"f","24",2,9,"D",2320,100,-150,-50,2600,3,2296,"dcba"
"f","24",2,10,"C",3233,100,0,100,2700,2,2559,"dcba"
"f","24",2,11,"B",2481,50,0,50,2750,2,831,"dcba"
"f","24",2,12,"D",10616,100,0,100,2850,3,1224,"dcba"
"f","24",2,13,"C",4585,100,0,100,2950,2,1240,"dcba"
"f","24",2,14,"D",14321,100,-300,-200,2750,2,1447,"dcba"
"f","24",2,15,"C",6201,100,0,100,2850,2,1671,"dcba"
"f","24",2,16,"A",4664,50,0,50,2900,1,1313,"dcba"
"f","24",2,17,"C",17222,100,0,100,3000,2,1231,"dcba"
"f","24",2,18,"C",12751,100,0,100,3100,2,944,"dcba"
"f","24",2,19,"C",25968,100,-1250,-1150,1950,2,1209,"dcba"
"f","24",2,20,"A",5568,50,0,50,2000,1,1064,"dcba"
"f","24",2,21,"B",1009,50,-50,0,2000,1,743,"dcba"
"f","24",2,22,"D",2040,100,0,100,2100,1,1888,"dcba"
"f","24",2,23,"D",3857,100,-200,-100,2000,1,881,"dcba"
"f","24",2,24,"C",1352,100,0,100,2100,1,2368,"dcba"
"f","24",2,25,"C",3752,100,0,100,2200,1,1120,"dcba"
"f","24",2,26,"A",6097,50,0,50,2250,1,640,"dcba"
"f","24",2,27,"B",8200,50,0,50,2300,1,712,"dcba"
"f","24",2,28,"A",4401,50,0,50,2350,1,983,"dcba"
"f","24",2,29,"A",3608,50,0,50,2400,1,983,"dcba"
"f","24",2,30,"D",3104,100,0,100,2500,1,816,"dcba"
"f","24",2,31,"A",4497,50,0,50,2550,1,967,"dcba"
"f","24",2,32,"B",5177,50,-50,0,2550,1,1255,"dcba"
"f","24",2,33,"C",6401,100,0,100,2650,1,784,"dcba"
"f","24",2,34,"C",10169,100,0,100,2750,1,903,"dcba"
"f","24",2,35,"A",1537,50,0,50,2800,1,3135,"dcba"
"f","24",2,36,"C",12025,100,-1250,-1150,1650,1,1768,"dcba"
"f","24",2,37,"D",1625,100,-250,-150,1500,1,895,"dcba"
"f","24",2,38,"D",1761,100,-350,-250,1250,1,880,"dcba"
"f","24",2,39,"A",1872,50,-250,-200,1050,1,1048,"dcba"
"f","24",2,40,"C",2137,100,0,100,1150,1,1127,"dcba"
"f","24",2,41,"C",849,100,0,100,1250,1,1416,"dcba"
"f","24",2,42,"D",1448,100,0,100,1350,1,784,"dcba"
"f","24",2,43,"D",3312,100,-350,-250,1100,1,616,"dcba"
"f","24",2,44,"B",1040,50,0,50,1150,1,656,"dcba"
"f","24",2,45,"B",1817,50,-50,0,1150,1,672,"dcba"
"f","24",2,46,"C",5137,100,0,100,1250,1,2896,"dcba"
"f","24",2,47,"C",14137,100,0,100,1350,1,2423,"dcba"
"f","24",2,48,"C",6569,100,0,100,1450,1,695,"dcba"
"f","24",2,49,"B",6345,50,0,50,1500,1,927,"dcba"
"f","24",2,50,"C",6224,100,0,100,1600,1,1144,"dcba"
"f","24",2,51,"D",6865,100,0,100,1700,1,3152,"dcba"
"f","24",2,52,"A",5505,50,0,50,1750,1,815,"dcba"
"f","24",2,53,"D",3169,100,-250,-150,1600,1,1207,"dcba"
"f","24",2,54,"C",809,100,-1250,-1150,450,1,792,"dcba"
"f","24",2,55,"C",1809,100,0,100,550,1,1296,"dcba"
"f","24",2,56,"B",1569,50,-50,0,550,1,576,"dcba"
"f","24",2,57,"C",809,100,0,100,650,1,800,"dcba"
"f","24",2,58,"D",2048,100,-200,-100,550,1,736,"dcba"
"f","24",2,59,"C",656,100,0,100,650,1,649,"dcba"
"f","24",2,60,"C",864,100,0,100,750,1,2306,"dcba"
"f","24",2,61,"A",2216,50,0,50,800,1,496,"dcba"
"f","24",2,62,"A",697,50,0,50,850,1,560,"dcba"
"f","24",2,63,"A",744,50,0,50,900,1,600,"dcba"
"f","24",2,64,"A",608,50,0,50,950,1,576,"dcba"
"f","24",2,65,"A",1128,50,0,50,1000,1,800,"dcba"
"f","24",2,66,"A",1680,50,0,50,1050,1,672,"dcba"
"f","24",2,67,"C",2512,100,0,100,1150,1,640,"dcba"
"f","24",2,68,"A",1737,50,0,50,1200,1,679,"dcba"
"f","24",2,69,"A",3560,50,0,50,1250,1,720,"dcba"
"f","24",2,70,"A",1040,50,-250,-200,1050,1,528,"dcba"
"f","24",2,71,"C",608,100,0,100,1150,1,864,"dcba"
"f","24",2,72,"C",7184,100,0,100,1250,1,1904,"dcba"
"f","24",2,73,"A",3385,50,0,50,1300,1,456,"dcba"
"f","24",2,74,"D",3721,100,0,100,1400,1,647,"dcba"
"f","24",2,75,"C",20184,100,0,100,1500,1,985,"dcba"
"f","24",2,76,"A",4393,50,0,50,1550,1,623,"dcba"
"f","24",2,77,"B",7369,50,-50,0,1550,1,688,"dcba"
"f","24",2,78,"C",3346,100,0,100,1650,1,1037,"dcba"
"f","24",2,79,"A",3225,50,0,50,1700,1,527,"dcba"
"f","24",2,80,"C",2417,100,0,100,1800,1,1007,"dcba"
"f","24",2,81,"A",5297,50,0,50,1850,1,584,"dcba"
"f","24",2,82,"C",3520,100,-1250,-1150,700,1,760,"dcba"
"f","24",2,83,"C",1497,100,0,100,800,1,584,"dcba"
"f","24",2,84,"C",666,100,0,100,900,1,647,"dcba"
"f","24",2,85,"C",6888,100,0,100,1000,1,936,"dcba"
"f","24",2,86,"A",2793,50,0,50,1050,1,616,"dcba"
"f","24",2,87,"A",897,50,0,50,1100,1,544,"dcba"
"f","24",2,88,"A",1736,50,0,50,1150,1,515,"dcba"
"f","24",2,89,"A",1369,50,0,50,1200,1,527,"dcba"
"f","24",2,90,"A",977,50,-250,-200,1000,1,607,"dcba"
"f","24",2,91,"C",712,100,0,100,1100,1,626,"dcba"
"f","24",2,92,"C",753,100,0,100,1200,1,535,"dcba"
"f","24",2,93,"C",2785,100,0,100,1300,1,583,"dcba"
"f","24",2,94,"D",2335,100,-300,-200,1100,1,689,"dcba"
"f","24",2,95,"C",577,100,0,100,1200,1,607,"dcba"
"f","24",2,96,"C",1002,100,0,100,1300,1,687,"dcba"
"f","24",2,97,"C",666,100,0,100,1400,1,614,"dcba"
"f","24",2,98,"C",656,100,0,100,1500,1,512,"dcba"
"f","24",2,99,"C",624,100,0,100,1600,1,624,"dcba"
"f","24",2,100,"C",1056,100,0,100,1700,1,960,"dcba"
"f","22",3,1,"C",12664,100,0,100,2100,3,1943,"bcda"
"f","22",3,2,"B",1088,100,0,100,2200,2,2167,"bcda"
"f","22",3,3,"A",737,50,0,50,2250,1,1144,"bcda"
"f","22",3,4,"D",649,50,0,50,2300,2,2535,"bcda"
"f","22",3,5,"B",1817,100,0,100,2400,2,703,"bcda"
"f","22",3,6,"C",513,100,0,100,2500,2,723,"bcda"
"f","22",3,7,"D",808,50,0,50,2550,2,2336,"bcda"
"f","22",3,8,"A",568,50,0,50,2600,2,1016,"bcda"
"f","22",3,9,"C",2145,100,0,100,2700,3,2487,"bcda"
"f","22",3,10,"C",712,100,0,100,2800,3,568,"bcda"
"f","22",3,11,"B",760,100,-150,-50,2750,2,960,"bcda"
"f","22",3,12,"C",2296,100,0,100,2850,3,1016,"bcda"
"f","22",3,13,"C",872,100,0,100,2950,3,648,"bcda"
"f","22",3,14,"C",5880,100,0,100,3050,4,776,"bcda"
"f","22",3,15,"B",12320,100,0,100,3150,1,3064,"bcda"
"f","22",3,16,"C",561,100,0,100,3250,3,896,"bcda"
"f","22",3,17,"C",1352,100,-1250,-1150,2100,4,1232,"bcda"
"f","22",3,18,"A",7153,50,0,50,2150,1,1216,"bcda"
"f","22",3,19,"D",1889,50,-50,0,2150,1,1231,"bcda"
"f","22",3,20,"B",2632,100,-300,-200,1950,2,1312,"bcda"
"f","22",3,21,"C",10280,100,0,100,2050,1,1824,"bcda"
"f","22",3,22,"C",904,100,0,100,2150,1,1192,"bcda"
"f","22",3,23,"C",744,100,0,100,2250,1,873,"bcda"
"f","22",3,24,"C",385,100,0,100,2350,1,663,"bcda"
"f","22",3,25,"C",544,100,-1250,-1150,1200,2,1256,"bcda"
"f","22",3,26,"A",1808,50,0,50,1250,1,992,"bcda"
"f","22",3,27,"A",632,50,0,50,1300,1,512,"bcda"
"f","22",3,28,"A",776,50,0,50,1350,2,776,"bcda"
"f","22",3,29,"A",512,50,0,50,1400,2,1153,"bcda"
"f","22",3,30,"C",2032,100,0,100,1500,1,1096,"bcda"
"f","22",3,31,"C",1808,100,0,100,1600,1,2952,"bcda"
"f","22",3,32,"C",2400,100,0,100,1700,1,936,"bcda"
"f","22",3,33,"C",4312,100,0,100,1800,1,864,"bcda"
"f","22",3,34,"A",2160,50,0,50,1850,1,976,"bcda"
"f","22",3,35,"A",9104,50,0,50,1900,1,2288,"bcda"
"f","22",3,36,"D",3137,50,0,50,1950,1,4320,"bcda"
"f","22",3,37,"A",4153,50,-250,-200,1750,1,1135,"bcda"
"f","22",3,38,"B",1529,100,0,100,1850,1,1112,"bcda"
"f","22",3,39,"D",3832,50,-50,0,1850,1,616,"bcda"
"f","22",3,40,"D",1272,50,0,50,1900,2,1303,"bcda"
"f","22",3,41,"D",826,50,-50,0,1900,2,959,"bcda"
"f","22",3,42,"C",3665,100,0,100,2000,1,1552,"bcda"
"f","22",3,43,"C",2225,100,0,100,2100,1,543,"bcda"
"f","22",3,44,"B",1552,100,-200,-100,2000,1,480,"bcda"
"f","22",3,45,"A",3193,50,0,50,2050,1,3192,"bcda"
"f","22",3,46,"A",2297,50,0,50,2100,1,808,"bcda"
"f","22",3,47,"D",1001,50,0,50,2150,1,663,"bcda"
"f","22",3,48,"A",513,50,0,50,2200,1,656,"bcda"
"f","22",3,49,"C",1577,100,-1250,-1150,1050,1,503,"bcda"
"f","22",3,50,"B",2152,100,0,100,1150,1,680,"bcda"
"f","22",3,51,"B",480,100,-250,-150,1000,1,408,"bcda"
"f","22",3,52,"B",632,100,-350,-250,750,1,368,"bcda"
"f","22",3,53,"A",912,50,0,50,800,1,2505,"bcda"
"f","22",3,54,"C",1329,100,0,100,900,1,592,"bcda"
"f","22",3,55,"D",5880,50,-50,0,900,1,1440,"bcda"
"f","22",3,56,"B",608,100,0,100,1000,1,512,"bcda"
"f","22",3,57,"B",810,100,-350,-250,750,1,399,"bcda"
"f","22",3,58,"A",392,50,0,50,800,1,408,"bcda"
"f","22",3,59,"C",2280,100,0,100,900,1,2576,"bcda"
"f","22",3,60,"C",600,100,0,100,1000,1,936,"bcda"
"f","22",3,61,"C",393,100,0,100,1100,1,447,"bcda"
"f","22",3,62,"C",1360,100,0,100,1200,1,1488,"bcda"
"f","22",3,63,"B",1129,100,0,100,1300,1,416,"bcda"
"f","22",3,64,"B",673,100,-250,-150,1150,1,671,"bcda"
"f","22",3,65,"A",393,50,0,50,1200,1,832,"bcda"
"f","22",3,66,"D",705,50,-50,0,1200,1,704,"bcda"
"f","22",3,67,"D",2681,50,0,50,1250,1,567,"bcda"
"f","22",3,68,"D",529,50,-25,25,1275,1,496,"bcda"
"f","22",3,69,"D",633,50,-75,-25,1250,1,480,"bcda"
"f","22",3,70,"C",2617,100,0,100,1350,1,488,"bcda"
"f","22",3,71,"C",416,100,0,100,1450,1,944,"bcda"
"f","22",3,72,"C",1808,100,0,100,1550,1,1000,"bcda"
"f","22",3,73,"C",744,100,0,100,1650,1,824,"bcda"
"f","22",3,74,"A",1415,50,0,50,1700,1,648,"bcda"
"f","22",3,75,"B",2992,100,-200,-100,1600,1,544,"bcda"
"f","22",3,76,"D",1864,50,0,50,1650,1,640,"bcda"
"f","22",3,77,"B",1464,100,0,100,1750,1,568,"bcda"
"f","22",3,78,"B",1304,100,-300,-200,1550,1,600,"bcda"
"f","22",3,79,"A",448,50,0,50,1600,1,1752,"bcda"
"f","22",3,80,"C",617,100,0,100,1700,1,711,"bcda"
"f","22",3,81,"C",520,100,-1250,-1150,550,1,1304,"bcda"
"f","22",3,82,"A",3377,50,0,50,600,1,1152,"bcda"
"f","22",3,83,"B",1113,100,-150,-50,550,1,1344,"bcda"
"f","22",3,84,"D",2337,50,0,50,600,1,592,"bcda"
"f","22",3,85,"D",425,50,0,50,650,1,463,"bcda"
"f","22",3,86,"D",633,50,-25,25,675,1,496,"bcda"
"f","22",3,87,"D",489,50,-75,-25,650,1,465,"bcda"
"f","22",3,88,"C",1833,100,0,100,750,1,575,"bcda"
"f","22",3,89,"C",786,100,0,100,850,1,487,"bcda"
"f","22",3,90,"C",480,100,0,100,950,1,584,"bcda"
"f","22",3,91,"C",440,100,0,100,1050,2,1136,"bcda"
"f","22",3,92,"C",408,100,0,100,1150,2,688,"bcda"
"f","22",3,93,"C",1112,100,0,100,1250,1,1192,"bcda"
"f","22",3,94,"C",392,100,0,100,1350,2,336,"bcda"
"f","22",3,95,"C",664,100,0,100,1450,1,2080,"bcda"
"f","22",3,96,"B",512,100,0,100,1550,1,472,"bcda"
"f","22",3,97,"B",872,100,0,100,1650,1,3408,"bcda"
"f","22",3,98,"B",1008,100,0,100,1750,1,2392,"bcda"
"f","22",3,99,"A",3218,50,-250,-200,1550,1,671,"bcda"
"f","22",3,100,"C",1097,100,0,100,1650,1,704,"bcda"
"f","18",4,1,"B",8757,50,0,50,2050,3,2913,"cdba"
"f","18",4,2,"D",3977,100,0,100,2150,3,943,"cdba"
"f","18",4,3,"C",4432,100,0,100,2250,3,887,"cdba"
"f","18",4,4,"C",3296,100,0,100,2350,3,752,"cdba"
"f","18",4,5,"C",2617,100,-150,-50,2300,3,553,"cdba"
"f","18",4,6,"B",3969,50,0,50,2350,3,1567,"cdba"
"f","18",4,7,"D",1662,100,0,100,2450,4,1763,"cdba"
"f","18",4,8,"D",2177,100,0,100,2550,4,711,"cdba"
"f","18",4,9,"B",5337,50,-50,0,2550,3,721,"cdba"
"f","18",4,10,"D",2569,100,0,100,2650,3,935,"cdba"
"f","18",4,11,"C",2616,100,0,100,2750,2,1017,"cdba"
"f","18",4,12,"C",2497,100,-300,-200,2550,3,599,"cdba"
"f","18",4,13,"D",4904,100,0,100,2650,3,1120,"cdba"
"f","18",4,14,"C",2430,100,0,100,2750,3,784,"cdba"
"f","18",4,15,"C",4040,100,-200,-100,2650,3,791,"cdba"
"f","18",4,16,"D",2784,100,0,100,2750,3,1112,"cdba"
"f","18",4,17,"B",1209,50,0,50,2800,3,607,"cdba"
"f","18",4,18,"B",1081,50,-50,0,2800,3,903,"cdba"
"f","18",4,19,"A",1752,50,0,50,2850,3,776,"cdba"
"f","18",4,20,"D",2032,100,0,100,2950,3,880,"cdba"
"f","18",4,21,"D",3232,100,0,100,3050,3,872,"cdba"
"f","18",4,22,"C",1880,100,0,100,3150,3,784,"cdba"
"f","18",4,23,"D",3064,100,-1250,-1150,2000,3,728,"cdba"
"f","18",4,24,"C",9864,100,-250,-150,1850,3,752,"cdba"
"f","18",4,25,"B",1888,50,0,50,1900,3,849,"cdba"
"f","18",4,26,"D",2785,100,0,100,2000,3,576,"cdba"
"f","18",4,27,"D",6833,100,0,100,2100,3,792,"cdba"
"f","18",4,28,"B",2745,50,-50,0,2100,3,798,"cdba"
"f","18",4,29,"C",2217,100,-350,-250,1850,3,648,"cdba"
"f","18",4,30,"A",2488,50,0,50,1900,3,1160,"cdba"
"f","18",4,31,"B",1273,50,0,50,1950,3,727,"cdba"
"f","18",4,32,"B",2184,50,-50,0,1950,3,650,"cdba"
"f","18",4,33,"D",19112,100,0,100,2050,3,1104,"cdba"
"f","18",4,34,"D",992,100,0,100,2150,3,760,"cdba"
"f","18",4,35,"D",1162,100,-1250,-1150,1000,3,655,"cdba"
"f","18",4,36,"C",2681,100,0,100,1100,3,632,"cdba"
"f","18",4,37,"C",1273,100,-350,-250,850,3,450,"cdba"
"f","18",4,38,"A",1030,50,0,50,900,3,962,"cdba"
"f","18",4,39,"B",1320,50,-50,0,900,3,768,"cdba"
"f","18",4,40,"D",4441,100,0,100,1000,3,1086,"cdba"
"f","18",4,41,"D",2257,100,0,100,1100,3,984,"cdba"
"f","18",4,42,"B",1456,50,0,50,1150,3,752,"cdba"
"f","18",4,43,"B",2049,50,-25,25,1175,3,944,"cdba"
"f","18",4,44,"A",1514,50,0,50,1225,3,1056,"cdba"
"f","18",4,45,"C",2962,100,0,100,1325,3,511,"cdba"
"f","18",4,46,"B",1239,50,-75,-25,1300,3,665,"cdba"
"f","18",4,47,"C",2329,100,-250,-150,1150,3,750,"cdba"
"f","18",4,48,"A",1401,50,0,50,1200,3,729,"cdba"
"f","18",4,49,"A",2033,50,0,50,1250,3,623,"cdba"
"f","18",4,50,"D",1951,100,0,100,1350,3,951,"cdba"
"f","18",4,51,"B",1613,50,0,50,1400,3,679,"cdba"
"f","18",4,52,"C",1048,100,-200,-100,1300,3,488,"cdba"
"f","18",4,53,"D",1624,100,0,100,1400,2,1792,"cdba"
"f","18",4,54,"B",2320,50,0,50,1450,3,705,"cdba"
"f","18",4,55,"A",1203,50,0,50,1500,2,1183,"cdba"
"f","18",4,56,"D",1254,100,0,100,1600,3,759,"cdba"
"f","18",4,57,"C",1833,100,0,100,1700,2,855,"cdba"
"f","18",4,58,"A",1175,50,0,50,1750,3,800,"cdba"
"f","18",4,59,"B",801,50,0,50,1800,2,631,"cdba"
"f","18",4,60,"D",776,100,0,100,1900,3,648,"cdba"
"f","18",4,61,"B",1376,50,-25,25,1925,3,568,"cdba"
"f","18",4,62,"A",1160,50,0,50,1975,3,623,"cdba"
"f","18",4,63,"C",1128,100,-300,-200,1775,3,551,"cdba"
"f","18",4,64,"D",793,100,-1250,-1150,625,2,1351,"cdba"
"f","18",4,65,"B",673,50,-75,-25,600,3,832,"cdba"
"f","18",4,66,"A",816,50,-250,-200,400,2,959,"cdba"
"f","18",4,67,"D",1223,100,0,100,500,3,1111,"cdba"
"f","18",4,68,"C",1298,100,-150,-50,450,2,1078,"cdba"
"f","18",4,69,"A",1296,50,0,50,500,3,1200,"cdba"
"f","18",4,70,"D",840,100,0,100,600,3,808,"cdba"
"f","18",4,71,"B",656,50,0,50,650,1,1036,"cdba"
"f","18",4,72,"C",703,100,0,100,750,1,704,"cdba"
"f","18",4,73,"D",640,100,0,100,850,1,976,"cdba"
"f","18",4,74,"A",574,50,0,50,900,1,648,"cdba"
"f","18",4,75,"C",729,100,0,100,1000,1,663,"cdba"
"f","18",4,76,"D",690,100,0,100,1100,1,694,"cdba"
"f","18",4,77,"B",610,50,-50,0,1100,1,662,"cdba"
"f","18",4,78,"A",714,50,0,50,1150,1,550,"cdba"
"f","18",4,79,"D",672,100,0,100,1250,1,1136,"cdba"
"f","18",4,80,"B",600,50,0,50,1300,1,545,"cdba"
"f","18",4,81,"C",617,100,0,100,1400,1,632,"cdba"
"f","18",4,82,"D",655,100,0,100,1500,1,895,"cdba"
"f","18",4,83,"A",601,50,0,50,1550,1,564,"cdba"
"f","18",4,84,"B",613,50,0,50,1600,1,520,"cdba"
"f","18",4,85,"C",672,100,-300,-200,1400,1,609,"cdba"
"f","18",4,86,"D",1223,100,0,100,1500,1,800,"cdba"
"f","18",4,87,"A",896,50,0,50,1550,1,687,"cdba"
"f","18",4,88,"D",1606,100,0,100,1650,1,721,"cdba"
"f","18",4,89,"A",1201,50,0,50,1700,1,481,"cdba"
"f","18",4,90,"C",4140,100,0,100,1800,1,788,"cdba"
"f","18",4,91,"A",721,50,0,50,1850,1,944,"cdba"
"f","18",4,92,"D",728,100,0,100,1950,1,719,"cdba"
"f","18",4,93,"B",544,50,0,50,2000,1,608,"cdba"
"f","18",4,94,"C",600,100,-350,-250,1750,1,536,"cdba"
"f","18",4,95,"A",973,50,0,50,1800,1,536,"cdba"
"f","18",4,96,"D",729,100,0,100,1900,1,4344,"cdba"
"f","18",4,97,"C",833,100,0,100,2000,1,671,"cdba"
"f","18",4,98,"A",606,50,0,50,2050,1,585,"cdba"
"f","18",4,99,"D",783,100,-1250,-1150,900,1,696,"cdba"
"f","18",4,100,"B",2048,50,-50,0,900,1,624,"cdba"
"f","19",5,1,"B",12591,100,0,100,2100,4,6856,"bdca"
"f","19",5,2,"B",8832,100,0,100,2200,3,1864,"bdca"
"f","19",5,3,"C",4752,50,0,50,2250,3,1384,"bdca"
