gender;age;nsubj;trial_number;card_selected;rt_cardselection;win;loss;net_gain;totalcash_by_trial;confidence;rt_confidence;adv_choice;block;metacogbyblock5;metacogbyblock10
m;19;1;1;C;4300;50;0;50;2050;2;2053;1;1;0,4140625;0,333333333333333
m;19;1;2;C;5311;50;0;50;2100;3;1768;1;1;0,4140625;0,333333333333333
m;19;1;3;D;2830;50;0;50;2150;2;1750;1;1;0,4140625;0,333333333333333
m;19;1;4;B;1298;100;0;100;2250;1;1129;0;1;0,4140625;0,333333333333333
m;19;1;5;B;2297;100;0;100;2350;2;1824;0;1;0,4140625;0,333333333333333
m;19;1;6;B;1621;100;0;100;2450;3;1929;0;1;0,4140625;0,333333333333333
m;19;1;7;B;1374;100;0;100;2550;4;1128;0;1;0,4140625;0,333333333333333
m;19;1;8;B;4831;100;0;100;2650;4;1133;0;1;0,4140625;0,333333333333333
m;19;1;9;B;1280;100;0;100;2750;4;2935;0;1;0,4140625;0,333333333333333
m;19;1;10;B;1958;100;0;100;2850;4;1084;0;1;0,4140625;0,333333333333333
m;19;1;11;B;2086;100;0;100;2950;4;973;0;1;0,4140625;0,5
m;19;1;12;B;1094;100;-1250;-1150;1800;4;1128;0;1;0,4140625;0,5
m;19;1;13;C;2168;50;-50;0;1800;1;1282;1;1;0,4140625;0,5
m;19;1;14;A;703;100;0;100;1900;1;991;0;1;0,4140625;0,5
m;19;1;15;A;653;100;0;100;2000;1;565;0;1;0,4140625;0,5
m;19;1;16;D;1513;50;0;50;2050;1;773;1;1;0,4140625;0,5
m;19;1;17;B;609;100;0;100;2150;1;909;0;1;0,4140625;0,5
m;19;1;18;B;1123;100;0;100;2250;1;691;0;1;0,4140625;0,5
m;19;1;19;B;4091;100;0;100;2350;1;605;0;1;0,4140625;0,5
m;19;1;20;C;2562;50;0;50;2400;2;1201;1;1;0,4140625;0,5
m;19;1;21;C;806;50;-50;0;2400;1;1416;1;2;0,538194444444444;0,561224489795918
m;19;1;22;B;1962;100;0;100;2500;1;707;0;2;0,538194444444444;0,561224489795918
m;19;1;23;B;1657;100;-1250;-1150;1350;1;817;0;2;0,538194444444444;0,561224489795918
m;19;1;24;A;1394;100;-150;-50;1300;1;1428;0;2;0,538194444444444;0,561224489795918
m;19;1;25;B;1429;100;0;100;1400;1;709;0;2;0,538194444444444;0,561224489795918
m;19;1;26;C;2666;50;0;50;1450;2;1520;1;2;0,538194444444444;0,561224489795918
m;19;1;27;C;920;50;-50;0;1450;1;1045;1;2;0,538194444444444;0,561224489795918
m;19;1;28;C;881;50;0;50;1500;1;1188;1;2;0,538194444444444;0,561224489795918
m;19;1;29;C;1414;50;-50;0;1500;1;816;1;2;0,538194444444444;0,561224489795918
m;19;1;30;B;777;100;0;100;1600;1;933;0;2;0,538194444444444;0,561224489795918
m;19;1;31;B;1677;100;0;100;1700;1;649;0;2;0,538194444444444;0,5
m;19;1;32;B;7657;100;0;100;1800;1;819;0;2;0,538194444444444;0,5
m;19;1;33;C;2206;50;-50;0;1800;1;949;1;2;0,538194444444444;0,5
m;19;1;34;C;833;50;0;50;1850;1;801;1;2;0,538194444444444;0,5
m;19;1;35;C;2013;50;-25;25;1875;1;1362;1;2;0,538194444444444;0,5
m;19;1;36;B;1894;100;0;100;1975;1;821;0;2;0,538194444444444;0,5
m;19;1;37;A;2458;100;0;100;2075;1;801;0;2;0,538194444444444;0,5
m;19;1;38;C;1594;50;-75;-25;2050;1;792;1;2;0,538194444444444;0,5
m;19;1;39;C;1374;50;0;50;2100;1;956;1;2;0,538194444444444;0,5
m;19;1;40;B;961;100;0;100;2200;1;613;0;2;0,538194444444444;0,5
m;19;1;41;D;5067;50;0;50;2250;1;973;1;3;0,58421052631579;0,5125
m;19;1;42;B;1482;100;-1250;-1150;1100;1;704;0;3;0,58421052631579;0,5125
m;19;1;43;C;865;50;0;50;1150;1;805;1;3;0,58421052631579;0,5125
m;19;1;44;C;816;50;0;50;1200;1;700;1;3;0,58421052631579;0,5125
m;19;1;45;C;708;50;-25;25;1225;2;544;1;3;0,58421052631579;0,5125
m;19;1;46;C;802;50;-75;-25;1200;3;979;1;3;0,58421052631579;0,5125
m;19;1;47;C;597;50;0;50;1250;2;788;1;3;0,58421052631579;0,5125
m;19;1;48;C;1993;50;-50;0;1250;1;2118;1;3;0,58421052631579;0,5125
m;19;1;49;C;700;50;0;50;1300;1;678;1;3;0,58421052631579;0,5125
m;19;1;50;B;1265;100;0;100;1400;1;741;0;3;0,58421052631579;0,5125
m;19;1;51;C;1360;50;0;50;1450;2;2834;1;3;0,58421052631579;0,53030303030303
m;19;1;52;C;1385;50;0;50;1500;3;620;1;3;0,58421052631579;0,53030303030303
m;19;1;53;C;3133;50;-50;0;1500;1;855;1;3;0,58421052631579;0,53030303030303
m;19;1;54;C;725;50;-25;25;1525;3;1765;1;3;0,58421052631579;0,53030303030303
m;19;1;55;B;832;100;0;100;1625;1;781;0;3;0,58421052631579;0,53030303030303
m;19;1;56;C;1825;50;-50;0;1625;1;1385;1;3;0,58421052631579;0,53030303030303
m;19;1;57;C;613;50;0;50;1675;1;560;1;3;0,58421052631579;0,53030303030303
m;19;1;58;C;646;50;0;50;1725;1;547;1;3;0,58421052631579;0,53030303030303
m;19;1;59;C;503;50;-75;-25;1700;3;622;1;3;0,58421052631579;0,53030303030303
m;19;1;60;C;558;50;-50;0;1700;3;495;1;3;0,58421052631579;0,53030303030303
m;19;1;61;B;1296;100;0;100;1800;1;913;0;4;0,873949579831933;0,811111111111111
m;19;1;62;C;8045;50;0;50;1850;3;1449;1;4;0,873949579831933;0,811111111111111
m;19;1;63;B;657;100;0;100;1950;2;1333;0;4;0,873949579831933;0,811111111111111
m;19;1;64;C;2286;50;0;50;2000;3;1877;1;4;0,873949579831933;0,811111111111111
m;19;1;65;C;3751;50;0;50;2050;3;3205;1;4;0,873949579831933;0,811111111111111
m;19;1;66;C;1101;50;-25;25;2075;3;816;1;4;0,873949579831933;0,811111111111111
m;19;1;67;B;1590;100;0;100;2175;1;795;0;4;0,873949579831933;0,811111111111111
m;19;1;68;C;1481;50;-25;25;2200;3;1244;1;4;0,873949579831933;0,811111111111111
m;19;1;69;C;657;50;0;50;2250;3;851;1;4;0,873949579831933;0,811111111111111
m;19;1;70;C;753;50;-75;-25;2225;3;640;1;4;0,873949579831933;0,811111111111111
m;19;1;71;B;1124;100;0;100;2325;1;1721;0;4;0,873949579831933;0,7875
m;19;1;72;B;1501;100;0;100;2425;1;497;0;4;0,873949579831933;0,7875
m;19;1;73;C;3999;50;0;50;2475;3;1292;1;4;0,873949579831933;0,7875
m;19;1;74;C;830;50;-50;0;2475;3;583;1;4;0,873949579831933;0,7875
m;19;1;75;C;681;50;-75;-25;2450;3;824;1;4;0,873949579831933;0,7875
m;19;1;76;C;622;50;0;50;2500;3;803;1;4;0,873949579831933;0,7875
m;19;1;77;C;1942;50;0;50;2550;3;523;1;4;0,873949579831933;0,7875
m;19;1;78;C;678;50;-50;0;2550;3;675;1;4;0,873949579831933;0,7875
m;19;1;79;C;1210;50;0;50;2600;3;647;1;4;0,873949579831933;0,7875
m;19;1;80;C;1293;50;-50;0;2600;3;645;1;4;0,873949579831933;0,7875
m;19;1;81;C;598;50;0;50;2650;3;499;1;5;0,738095238095238;0,727272727272727
m;19;1;82;C;626;50;-50;0;2650;3;469;1;5;0,738095238095238;0,727272727272727
m;19;1;83;C;570;50;0;50;2700;3;491;1;5;0,738095238095238;0,727272727272727
m;19;1;84;C;810;50;-50;0;2700;3;687;1;5;0,738095238095238;0,727272727272727
m;19;1;85;C;610;50;-50;0;2700;3;442;1;5;0,738095238095238;0,727272727272727
m;19;1;86;C;502;50;0;50;2750;3;702;1;5;0,738095238095238;0,727272727272727
m;19;1;87;B;1382;100;0;100;2850;1;743;0;5;0,738095238095238;0,727272727272727
m;19;1;88;C;2065;50;-25;25;2875;3;2078;1;5;0,738095238095238;0,727272727272727
m;19;1;89;C;713;50;-75;-25;2850;3;552;1;5;0,738095238095238;0,727272727272727
m;19;1;90;C;688;50;0;50;2900;3;492;1;5;0,738095238095238;0,727272727272727
m;19;1;91;C;796;50;0;50;2950;3;513;1;5;0,738095238095238;0,604166666666667
m;19;1;92;C;591;50;0;50;3000;3;503;1;5;0,738095238095238;0,604166666666667
m;19;1;93;C;1273;50;-25;25;3025;3;608;1;5;0,738095238095238;0,604166666666667
m;19;1;94;C;648;50;-75;-25;3000;3;628;1;5;0,738095238095238;0,604166666666667
m;19;1;95;C;900;50;0;50;3050;3;502;1;5;0,738095238095238;0,604166666666667
m;19;1;96;C;686;50;-50;0;3050;3;499;1;5;0,738095238095238;0,604166666666667
m;19;1;97;C;824;50;0;50;3100;3;560;1;5;0,738095238095238;0,604166666666667
m;19;1;98;C;1042;50;0;50;3150;3;571;1;5;0,738095238095238;0,604166666666667
m;19;1;99;C;641;50;0;50;3200;3;477;1;5;0,738095238095238;0,604166666666667
m;19;1;100;C;613;50;-50;0;3200;3;500;1;5;0,738095238095238;0,604166666666667
m;36;2;1;D;3027;50;0;50;2050;1;2232;1;1;0,321428571428571;0,3625
m;36;2;2;C;1112;50;0;50;2100;1;1343;1;1;0,321428571428571;0,3625
m;36;2;3;B;976;100;0;100;2200;1;1553;0;1;0,321428571428571;0,3625
m;36;2;4;A;938;100;0;100;2300;1;1808;0;1;0,321428571428571;0,3625
m;36;2;5;B;1452;100;0;100;2400;2;2014;0;1;0,321428571428571;0,3625
m;36;2;6;A;1201;100;0;100;2500;2;1536;0;1;0,321428571428571;0,3625
m;36;2;7;B;990;100;0;100;2600;2;1348;0;1;0,321428571428571;0,3625
m;36;2;8;A;752;100;-150;-50;2550;2;808;0;1;0,321428571428571;0,3625
m;36;2;9;B;793;100;0;100;2650;3;1400;0;1;0,321428571428571;0,3625
m;36;2;10;B;1881;100;0;100;2750;3;992;0;1;0,321428571428571;0,3625
m;36;2;11;B;805;100;0;100;2850;3;777;0;1;0,321428571428571;0,177083333333333
m;36;2;12;B;648;100;0;100;2950;3;903;0;1;0,321428571428571;0,177083333333333
m;36;2;13;B;728;100;0;100;3050;4;911;0;1;0,321428571428571;0,177083333333333
m;36;2;14;B;610;100;-1250;-1150;1900;4;862;0;1;0,321428571428571;0,177083333333333
m;36;2;15;C;4664;50;0;50;1950;2;1624;1;1;0,321428571428571;0,177083333333333
m;36;2;16;C;745;50;-50;0;1950;2;663;1;1;0,321428571428571;0,177083333333333
m;36;2;17;D;680;50;0;50;2000;2;801;1;1;0,321428571428571;0,177083333333333
m;36;2;18;D;625;50;0;50;2050;2;744;1;1;0,321428571428571;0,177083333333333
m;36;2;19;D;561;50;0;50;2100;2;655;1;1;0,321428571428571;0,177083333333333
m;36;2;20;D;632;50;0;50;2150;2;633;1;1;0,321428571428571;0,177083333333333
m;36;2;21;D;665;50;0;50;2200;2;608;1;2;0,423611111111111;0,5625
m;36;2;22;D;602;50;0;50;2250;2;695;1;2;0,423611111111111;0,5625
m;36;2;23;D;569;50;0;50;2300;2;610;1;2;0,423611111111111;0,5625
m;36;2;24;D;641;50;0;50;2350;3;1078;1;2;0,423611111111111;0,5625
m;36;2;25;D;558;50;-250;-200;2150;4;692;1;2;0,423611111111111;0,5625
m;36;2;26;D;761;50;0;50;2200;3;792;1;2;0,423611111111111;0,5625
m;36;2;27;D;570;50;0;50;2250;3;806;1;2;0,423611111111111;0,5625
m;36;2;28;D;549;50;0;50;2300;3;672;1;2;0,423611111111111;0,5625
m;36;2;29;D;521;50;0;50;2350;3;663;1;2;0,423611111111111;0,5625
m;36;2;30;D;568;50;0;50;2400;3;655;1;2;0,423611111111111;0,5625
m;36;2;31;A;4192;100;0;100;2500;3;1064;0;2;0,423611111111111;0,395833333333333
m;36;2;32;A;1441;100;-300;-200;2300;3;710;0;2;0,423611111111111;0,395833333333333
m;36;2;33;A;987;100;0;100;2400;3;624;0;2;0,423611111111111;0,395833333333333
m;36;2;34;A;594;100;-200;-100;2300;3;687;0;2;0,423611111111111;0,395833333333333
m;36;2;35;A;513;100;0;100;2400;3;576;0;2;0,423611111111111;0,395833333333333
m;36;2;36;B;1234;100;0;100;2500;3;607;0;2;0,423611111111111;0,395833333333333
m;36;2;37;B;561;100;0;100;2600;3;599;0;2;0,423611111111111;0,395833333333333
m;36;2;38;B;495;100;0;100;2700;3;600;0;2;0,423611111111111;0,395833333333333
m;36;2;39;B;496;100;0;100;2800;3;934;0;2;0,423611111111111;0,395833333333333
m;36;2;40;B;907;100;-1250;-1150;1650;3;584;0;2;0,423611111111111;0,395833333333333
m;36;2;41;B;696;100;0;100;1750;3;592;0;3;0,606481481481481;0,583333333333333
m;36;2;42;B;521;100;0;100;1850;2;624;0;3;0,606481481481481;0,583333333333333
m;36;2;43;B;529;100;0;100;1950;3;1583;0;3;0,606481481481481;0,583333333333333
m;36;2;44;B;553;100;0;100;2050;3;560;0;3;0,606481481481481;0,583333333333333
m;36;2;45;D;2334;50;0;50;2100;3;712;1;3;0,606481481481481;0,583333333333333
m;36;2;46;D;608;50;0;50;2150;3;856;1;3;0,606481481481481;0,583333333333333
m;36;2;47;D;513;50;0;50;2200;3;527;1;3;0,606481481481481;0,583333333333333
m;36;2;48;D;713;50;0;50;2250;3;607;1;3;0,606481481481481;0,583333333333333
m;36;2;49;C;1371;50;0;50;2300;3;574;1;3;0,606481481481481;0,583333333333333
m;36;2;50;D;490;50;-250;-200;2100;3;495;1;3;0,606481481481481;0,583333333333333
m;36;2;51;C;482;50;-50;0;2100;3;527;1;3;0,606481481481481;0,604166666666667
m;36;2;52;C;432;50;0;50;2150;3;506;1;3;0,606481481481481;0,604166666666667
m;36;2;53;C;497;50;-50;0;2150;3;600;1;3;0,606481481481481;0,604166666666667
m;36;2;54;C;446;50;0;50;2200;3;499;1;3;0,606481481481481;0,604166666666667
m;36;2;55;C;449;50;-50;0;2200;3;553;1;3;0,606481481481481;0,604166666666667
m;36;2;56;C;433;50;-50;0;2200;3;489;1;3;0,606481481481481;0,604166666666667
m;36;2;57;C;1096;50;0;50;2250;3;631;1;3;0,606481481481481;0,604166666666667
m;36;2;58;D;3734;50;0;50;2300;3;616;1;3;0,606481481481481;0,604166666666667
m;36;2;59;D;513;50;0;50;2350;3;551;1;3;0,606481481481481;0,604166666666667
m;36;2;60;D;546;50;0;50;2400;3;582;1;3;0,606481481481481;0,604166666666667
m;36;2;61;D;535;50;0;50;2450;3;687;1;4;0,795454545454545;0,729166666666667
m;36;2;62;D;730;50;0;50;2500;3;590;1;4;0,795454545454545;0,729166666666667
m;36;2;63;C;680;50;-25;25;2525;3;551;1;4;0,795454545454545;0,729166666666667
m;36;2;64;C;518;50;-75;-25;2500;3;535;1;4;0,795454545454545;0,729166666666667
m;36;2;65;C;615;50;0;50;2550;4;616;1;4;0,795454545454545;0,729166666666667
m;36;2;66;C;517;50;0;50;2600;4;626;1;4;0,795454545454545;0,729166666666667
m;36;2;67;C;578;50;0;50;2650;4;855;1;4;0,795454545454545;0,729166666666667
m;36;2;68;C;504;50;-25;25;2675;4;952;1;4;0,795454545454545;0,729166666666667
m;36;2;69;C;492;50;-75;-25;2650;4;529;1;4;0,795454545454545;0,729166666666667
m;36;2;70;C;455;50;0;50;2700;4;505;1;4;0,795454545454545;0,729166666666667
m;36;2;71;C;624;50;-50;0;2700;4;593;1;4;0,795454545454545;0,8125
m;36;2;72;C;487;50;0;50;2750;4;552;1;4;0,795454545454545;0,8125
m;36;2;73;C;487;50;0;50;2800;4;602;1;4;0,795454545454545;0,8125
m;36;2;74;C;640;50;0;50;2850;4;537;1;4;0,795454545454545;0,8125
m;36;2;75;C;474;50;-50;0;2850;4;496;1;4;0,795454545454545;0,8125
m;36;2;76;C;561;50;-25;25;2875;4;497;1;4;0,795454545454545;0,8125
m;36;2;77;C;553;50;-50;0;2875;4;498;1;4;0,795454545454545;0,8125
m;36;2;78;C;2321;50;0;50;2925;4;883;1;4;0,795454545454545;0,8125
m;36;2;79;C;522;50;0;50;2975;4;553;1;4;0,795454545454545;0,8125
m;36;2;80;C;489;50;-75;-25;2950;4;506;1;4;0,795454545454545;0,8125
m;36;2;81;C;738;50;-50;0;2950;4;535;1;5;0,840909090909091;0,8125
m;36;2;82;C;570;50;0;50;3000;4;512;1;5;0,840909090909091;0,8125
m;36;2;83;C;550;50;0;50;3050;4;528;1;5;0,840909090909091;0,8125
m;36;2;84;C;599;50;0;50;3100;4;484;1;5;0,840909090909091;0,8125
m;36;2;85;C;471;50;-25;25;3125;4;568;1;5;0,840909090909091;0,8125
m;36;2;86;C;531;50;-25;25;3150;4;576;1;5;0,840909090909091;0,8125
m;36;2;87;C;485;50;0;50;3200;4;561;1;5;0,840909090909091;0,8125
m;36;2;88;C;553;50;-75;-25;3175;4;818;1;5;0,840909090909091;0,8125
m;36;2;89;C;454;50;0;50;3225;4;562;1;5;0,840909090909091;0,8125
m;36;2;90;C;486;50;-50;0;3225;4;521;1;5;0,840909090909091;0,8125
m;36;2;91;C;591;50;-75;-25;3200;4;498;1;5;0,840909090909091;0,8125
m;36;2;92;C;493;50;0;50;3250;4;571;1;5;0,840909090909091;0,8125
m;36;2;93;C;505;50;0;50;3300;4;506;1;5;0,840909090909091;0,8125
m;36;2;94;C;582;50;-50;0;3300;4;1703;1;5;0,840909090909091;0,8125
m;36;2;95;C;1206;50;0;50;3350;4;649;1;5;0,840909090909091;0,8125
m;36;2;96;C;839;50;-50;0;3350;4;563;1;5;0,840909090909091;0,8125
m;36;2;97;C;464;50;0;50;3400;4;521;1;5;0,840909090909091;0,8125
m;36;2;98;C;513;50;-50;0;3400;4;567;1;5;0,840909090909091;0,8125
m;36;2;99;C;570;50;0;50;3450;4;473;1;5;0,840909090909091;0,8125
m;36;2;100;C;483;50;-50;0;3450;4;1398;1;5;0,840909090909091;0,8125
f;54;3;1;D;27657;50;0;50;2050;3;5670;1;1;0,23125;0,275
f;54;3;2;B;10838;100;0;100;2150;4;6113;0;1;0,23125;0,275
f;54;3;3;B;6692;100;0;100;2250;4;3676;0;1;0,23125;0,275
f;54;3;4;A;5196;100;0;100;2350;4;5368;0;1;0,23125;0,275
f;54;3;5;B;5652;100;0;100;2450;4;3884;0;1;0,23125;0,275
f;54;3;6;D;3593;50;0;50;2500;4;6114;1;1;0,23125;0,275
f;54;3;7;A;4290;100;0;100;2600;4;3765;0;1;0,23125;0,275
f;54;3;8;A;4300;100;-150;-50;2550;4;3038;0;1;0,23125;0,275
f;54;3;9;A;3966;100;0;100;2650;4;3531;0;1;0,23125;0,275
f;54;3;10;A;3673;100;-300;-200;2450;4;3290;0;1;0,23125;0,275
f;54;3;11;A;4157;100;0;100;2550;4;2796;0;1;0,23125;0,1875
f;54;3;12;A;5691;100;-200;-100;2450;4;4177;0;1;0,23125;0,1875
f;54;3;13;B;5157;100;0;100;2550;4;3360;0;1;0,23125;0,1875
f;54;3;14;B;3147;100;0;100;2650;4;2624;0;1;0,23125;0,1875
f;54;3;15;B;2381;100;0;100;2750;4;2735;0;1;0,23125;0,1875
f;54;3;16;B;2129;100;0;100;2850;4;3472;0;1;0,23125;0,1875
f;54;3;17;B;3180;100;0;100;2950;4;2886;0;1;0,23125;0,1875
f;54;3;18;B;6651;100;-1250;-1150;1800;4;3502;0;1;0,23125;0,1875
f;54;3;19;B;5965;100;0;100;1900;4;2695;0;1;0,23125;0,1875
f;54;3;20;B;2746;100;0;100;2000;4;3167;0;1;0,23125;0,1875
f;54;3;21;B;3239;100;0;100;2100;4;2815;0;2;0,55;0,46875
f;54;3;22;B;4599;100;0;100;2200;4;4326;0;2;0,55;0,46875
f;54;3;23;B;3049;100;-1250;-1150;1050;4;2753;0;2;0,55;0,46875
f;54;3;24;D;2686;50;0;50;1100;4;2570;1;2;0,55;0,46875
f;54;3;25;A;3120;100;0;100;1200;4;3691;0;2;0,55;0,46875
f;54;3;26;A;2928;100;-250;-150;1050;4;3591;0;2;0,55;0,46875
f;54;3;27;D;2616;50;0;50;1100;4;1968;1;2;0,55;0,46875
f;54;3;28;C;3198;50;0;50;1150;4;2534;1;2;0,55;0,46875
f;54;3;29;A;3118;100;-350;-250;900;4;3278;0;2;0,55;0,46875
f;54;3;30;C;2836;50;0;50;950;4;2844;1;2;0,55;0,46875
f;54;3;31;D;2363;50;0;50;1000;4;2271;1;2;0,55;0,7625
f;54;3;32;D;3734;50;0;50;1050;4;2271;1;2;0,55;0,7625
f;54;3;33;A;2983;100;0;100;1150;3;5406;0;2;0,55;0,7625
f;54;3;34;C;2534;50;-50;0;1150;3;3308;1;2;0,55;0,7625
f;54;3;35;D;2504;50;0;50;1200;4;1957;1;2;0,55;0,7625
f;54;3;36;D;2846;50;0;50;1250;4;2219;1;2;0,55;0,7625
f;54;3;37;B;3754;100;0;100;1350;3;3784;0;2;0,55;0,7625
f;54;3;38;C;3341;50;0;50;1400;4;5089;1;2;0,55;0,7625
f;54;3;39;C;4137;50;-50;0;1400;3;2967;1;2;0,55;0,7625
f;54;3;40;D;3381;50;0;50;1450;4;2281;1;2;0,55;0,7625
f;54;3;41;D;3300;50;-250;-200;1250;4;2684;1;3;0,546428571428571;0,522222222222222
f;54;3;42;A;2524;100;-350;-250;1000;4;4198;0;3;0,546428571428571;0,522222222222222
f;54;3;43;A;3300;100;0;100;1100;3;2985;0;3;0,546428571428571;0,522222222222222
f;54;3;44;B;3189;100;0;100;1200;4;3269;0;3;0,546428571428571;0,522222222222222
f;54;3;45;D;2583;50;0;50;1250;4;2482;1;3;0,546428571428571;0,522222222222222
f;54;3;46;D;3281;50;0;50;1300;4;2370;1;3;0,546428571428571;0,522222222222222
f;54;3;47;A;3007;100;-250;-150;1150;3;5762;0;3;0,546428571428571;0,522222222222222
f;54;3;48;A;3340;100;-200;-100;1050;4;2717;0;3;0,546428571428571;0,522222222222222
f;54;3;49;A;2524;100;0;100;1150;4;3924;0;3;0,546428571428571;0,522222222222222
f;54;3;50;A;2754;100;-300;-200;950;4;2996;0;3;0,546428571428571;0,522222222222222
f;54;3;51;D;3825;50;0;50;1000;4;2049;1;3;0,546428571428571;0,561224489795918
f;54;3;52;D;2888;50;0;50;1050;4;4853;1;3;0,546428571428571;0,561224489795918
f;54;3;53;C;7357;50;0;50;1100;3;2904;1;3;0,546428571428571;0,561224489795918
f;54;3;54;C;2533;50;-50;0;1100;3;2784;1;3;0,546428571428571;0,561224489795918
f;54;3;55;B;4349;100;0;100;1200;4;2916;0;3;0,546428571428571;0,561224489795918
f;54;3;56;A;3855;100;-150;-50;1150;4;3632;0;3;0,546428571428571;0,561224489795918
f;54;3;57;A;2585;100;0;100;1250;3;2339;0;3;0,546428571428571;0,561224489795918
f;54;3;58;B;3947;100;0;100;1350;3;2571;0;3;0,546428571428571;0,561224489795918
f;54;3;59;D;2000;50;0;50;1400;4;3855;1;3;0,546428571428571;0,561224489795918
f;54;3;60;B;3776;100;0;100;1500;3;2618;0;3;0,546428571428571;0,561224489795918
f;54;3;61;A;3149;100;0;100;1600;4;3259;0;4;0,663194444444445;0,6875
f;54;3;62;D;2875;50;0;50;1650;4;3068;1;4;0,663194444444445;0,6875
f;54;3;63;A;2614;100;0;100;1750;3;3815;0;4;0,663194444444445;0,6875
f;54;3;64;C;2614;50;0;50;1800;4;2765;1;4;0,663194444444445;0,6875
f;54;3;65;D;2704;50;0;50;1850;4;3280;1;4;0,663194444444445;0,6875
f;54;3;66;B;3986;100;0;100;1950;3;2957;0;4;0,663194444444445;0,6875
f;54;3;67;A;6883;100;-300;-200;1750;4;4753;0;4;0,663194444444445;0,6875
f;54;3;68;B;4188;100;-1250;-1150;600;3;2633;0;4;0,663194444444445;0,6875
f;54;3;69;C;3220;50;-50;0;600;4;2613;1;4;0,663194444444445;0,6875
f;54;3;70;A;2524;100;0;100;700;2;4087;0;4;0,663194444444445;0,6875
f;54;3;71;A;2837;100;-350;-250;450;3;4378;0;4;0,663194444444445;0,572916666666667
f;54;3;72;D;1737;50;0;50;500;4;1807;1;4;0,663194444444445;0,572916666666667
f;54;3;73;A;2615;100;0;100;600;3;2804;0;4;0,663194444444445;0,572916666666667
f;54;3;74;C;2999;50;-50;0;600;3;2248;1;4;0,663194444444445;0,572916666666667
f;54;3;75;D;2887;50;0;50;650;4;1896;1;4;0,663194444444445;0,572916666666667
f;54;3;76;A;4027;100;-200;-100;550;4;3419;0;4;0,663194444444445;0,572916666666667
f;54;3;77;D;2231;50;-250;-200;350;4;2169;1;4;0,663194444444445;0,572916666666667
f;54;3;78;C;2099;50;0;50;400;3;2662;1;4;0,663194444444445;0,572916666666667
f;54;3;79;B;3119;100;0;100;500;4;2389;0;4;0,663194444444445;0,572916666666667
f;54;3;80;D;2644;50;0;50;550;4;1917;1;4;0,663194444444445;0,572916666666667
f;54;3;81;D;2363;50;0;50;600;4;2107;1;5;0,583333333333333;0,8125
f;54;3;82;D;1968;50;0;50;650;4;2149;1;5;0,583333333333333;0,8125
f;54;3;83;D;2452;50;0;50;700;4;2472;1;5;0,583333333333333;0,8125
f;54;3;84;D;2351;50;0;50;750;4;2361;1;5;0,583333333333333;0,8125
f;54;3;85;D;1696;50;0;50;800;4;645;1;5;0,583333333333333;0,8125
f;54;3;86;D;2786;50;0;50;850;4;2209;1;5;0,583333333333333;0,8125
f;54;3;87;D;2060;50;0;50;900;4;2058;1;5;0,583333333333333;0,8125
f;54;3;88;D;2040;50;-250;-200;700;4;2037;1;5;0,583333333333333;0,8125
f;54;3;89;D;2494;50;0;50;750;4;1746;1;5;0,583333333333333;0,8125
f;54;3;90;D;2139;50;0;50;800;4;1826;1;5;0,583333333333333;0,8125
f;54;3;91;D;1938;50;0;50;850;4;2079;1;5;0,583333333333333;0,53125
f;54;3;92;D;2162;50;0;50;900;4;1926;1;5;0,583333333333333;0,53125
f;54;3;93;D;1848;50;0;50;950;4;2169;1;5;0,583333333333333;0,53125
f;54;3;94;D;4431;50;-250;-200;750;4;1937;1;5;0,583333333333333;0,53125
f;54;3;95;D;2099;50;0;50;800;4;1949;1;5;0,583333333333333;0,53125
f;54;3;96;D;1727;50;0;50;850;4;190;1;5;0,583333333333333;0,53125
f;54;3;97;A;3502;100;-250;-150;700;4;2674;0;5;0,583333333333333;0,53125
f;54;3;98;A;3008;100;-150;-50;650;4;2674;0;5;0,583333333333333;0,53125
f;54;3;99;B;2785;100;0;100;750;4;2381;0;5;0,583333333333333;0,53125
f;54;3;100;B;2313;100;0;100;850;4;2632;0;5;0,583333333333333;0,53125
m;21;4;1;A;8973;100;0;100;2100;4;2779;0;1;0,492857142857143;0,357142857142857
m;21;4;2;C;4885;50;0;50;2150;3;1700;1;1;0,492857142857143;0,357142857142857
m;21;4;3;D;2788;50;0;50;2200;2;3531;1;1;0,492857142857143;0,357142857142857
m;21;4;4;B;2778;100;0;100;2300;3;5523;0;1;0,492857142857143;0,357142857142857
m;21;4;5;A;8937;100;0;100;2400;4;2820;0;1;0,492857142857143;0,357142857142857
m;21;4;6;C;2883;50;0;50;2450;4;3583;1;1;0,492857142857143;0,357142857142857
m;21;4;7;B;1897;100;0;100;2550;3;1388;0;1;0,492857142857143;0,357142857142857
m;21;4;8;A;26354;100;-150;-50;2500;3;1241;0;1;0,492857142857143;0,357142857142857
m;21;4;9;D;13542;50;0;50;2550;2;1792;1;1;0,492857142857143;0,357142857142857
m;21;4;10;D;3484;50;0;50;2600;3;1157;1;1;0,492857142857143;0,357142857142857
m;21;4;11;C;28254;50;-50;0;2600;3;1017;1;1;0,492857142857143;0,633333333333333
m;21;4;12;D;3556;50;0;50;2650;3;1363;1;1;0,492857142857143;0,633333333333333
m;21;4;13;A;12971;100;0;100;2750;2;1033;0;1;0,492857142857143;0,633333333333333
m;21;4;14;A;3895;100;-300;-200;2550;2;4326;0;1;0,492857142857143;0,633333333333333
