"gender","age","nsubj","trial_number","card_selected","rt_cardselection","win","loss","net_gain","totalcash_by_trial","confidence","rt_confidence","adv_choice","block"
"f",19,10,66,"B",1097,100,0,100,2050,3,1267,0,4
"f",19,10,67,"D",1472,50,0,50,2100,3,1142,1,4
"f",19,10,68,"C",3854,50,0,50,2150,3,1124,1,4
"f",19,10,69,"D",1408,50,0,50,2200,2,1037,1,4
"f",19,10,70,"B",1967,100,0,100,2300,3,1155,0,4
"f",19,10,71,"B",2098,100,-1250,-1150,1150,2,1417,0,4
"f",19,10,72,"C",1354,50,-50,0,1150,3,1084,1,4
"f",19,10,73,"B",1276,100,0,100,1250,1,1167,0,4
"f",19,10,74,"B",1737,100,0,100,1350,1,933,0,4
"f",19,10,75,"D",1645,50,-250,-200,1150,1,1190,1,4
"f",19,10,76,"C",2676,50,0,50,1200,4,1684,1,4
"f",19,10,77,"B",2112,100,0,100,1300,4,1137,0,4
"f",19,10,78,"A",1368,100,0,100,1400,4,1668,0,4
"f",19,10,79,"D",1134,50,0,50,1450,4,1258,1,4
"f",19,10,80,"C",1698,50,0,50,1500,1,1789,1,4
"f",19,10,81,"A",1536,100,-250,-150,1350,4,1130,0,5
"f",19,10,82,"B",1398,100,0,100,1450,3,1091,0,5
"f",19,10,83,"C",6492,50,0,50,1500,3,1141,1,5
"f",19,10,84,"D",1515,50,0,50,1550,4,1083,1,5
"f",19,10,85,"D",1047,50,0,50,1600,4,2351,1,5
"f",19,10,86,"B",2068,100,0,100,1700,4,1365,0,5
"f",19,10,87,"C",3124,50,-50,0,1700,1,2141,1,5
"f",19,10,88,"C",2896,50,-25,25,1725,4,951,1,5
"f",19,10,89,"D",1081,50,0,50,1775,4,1000,1,5
"f",19,10,90,"B",1186,100,0,100,1875,4,1204,0,5
"f",19,10,91,"A",1632,100,-200,-100,1775,4,1432,0,5
"f",19,10,92,"A",1954,100,0,100,1875,4,1076,0,5
"f",19,10,93,"A",1183,100,-300,-200,1675,4,958,0,5
"f",19,10,94,"A",1225,100,-150,-50,1625,4,1224,0,5
"f",19,10,95,"C",1225,50,-50,0,1625,4,941,1,5
"f",19,10,96,"B",1106,100,0,100,1725,4,1060,0,5
"f",19,10,97,"C",948,50,0,50,1775,4,895,1,5
"f",19,10,98,"D",1253,50,0,50,1825,4,1070,1,5
"f",19,10,99,"C",1574,50,0,50,1875,3,1289,1,5
"f",19,10,100,"B",1330,100,0,100,1975,2,2053,0,5
"m",18,11,1,"C",2215,50,0,50,2050,4,823,1,1
"m",18,11,2,"D",1088,50,0,50,2100,3,776,1,1
"m",18,11,3,"A",632,100,0,100,2200,2,624,0,1
"m",18,11,4,"D",656,50,0,50,2250,3,648,1,1
"m",18,11,5,"A",568,100,0,100,2350,2,960,0,1
"m",18,11,6,"D",528,50,0,50,2400,1,864,1,1
"m",18,11,7,"C",624,50,0,50,2450,3,656,1,1
"m",18,11,8,"B",536,100,0,100,2550,4,600,0,1
"m",18,11,9,"A",544,100,-150,-50,2500,1,584,0,1
"m",18,11,10,"B",728,100,0,100,2600,2,624,0,1
"m",18,11,11,"A",552,100,0,100,2700,4,536,0,1
"m",18,11,12,"A",544,100,-300,-200,2500,1,592,0,1
"m",18,11,13,"C",704,50,-50,0,2500,4,584,1,1
"m",18,11,14,"B",648,100,0,100,2600,2,776,0,1
"m",18,11,15,"C",2121,50,0,50,2650,1,831,1,1
"m",18,11,16,"C",641,50,-50,0,2650,3,503,1,1
"m",18,11,17,"B",729,100,0,100,2750,2,640,0,1
"m",18,11,18,"D",689,50,0,50,2800,1,1000,1,1
"m",18,11,19,"D",615,50,0,50,2850,1,744,1,1
"m",18,11,20,"A",744,100,0,100,2950,2,472,0,1
"m",18,11,21,"C",521,50,0,50,3000,3,560,1,2
"m",18,11,22,"C",576,50,-50,0,3000,3,584,1,2
"m",18,11,23,"C",488,50,0,50,3050,3,455,1,2
"m",18,11,24,"A",593,100,-200,-100,2950,4,831,0,2
"m",18,11,25,"A",856,100,0,100,3050,2,592,0,2
"m",18,11,26,"A",792,100,-250,-150,2900,4,776,0,2
"m",18,11,27,"A",1048,100,-350,-250,2650,4,506,0,2
"m",18,11,28,"A",416,100,0,100,2750,4,553,0,2
"m",18,11,29,"D",809,50,0,50,2800,2,760,1,2
"m",18,11,30,"B",752,100,0,100,2900,3,489,0,2
"m",18,11,31,"C",729,50,-50,0,2900,3,439,1,2
"m",18,11,32,"C",792,50,-50,0,2900,4,576,1,2
"m",18,11,33,"C",489,50,0,50,2950,4,512,1,2
"m",18,11,34,"A",655,100,-350,-250,2700,2,1120,0,2
"m",18,11,35,"A",1432,100,0,100,2800,4,496,0,2
"m",18,11,36,"A",536,100,-250,-150,2650,3,616,0,2
"m",18,11,37,"B",729,100,0,100,2750,4,767,0,2
"m",18,11,38,"B",753,100,0,100,2850,4,591,0,2
"m",18,11,39,"B",792,100,0,100,2950,1,576,0,2
"m",18,11,40,"C",1088,50,-25,25,2975,2,792,1,2
"m",18,11,41,"C",712,50,-75,-25,2950,3,560,1,3
"m",18,11,42,"C",888,50,0,50,3000,4,552,1,3
"m",18,11,43,"C",680,50,0,50,3050,1,912,1,3
"m",18,11,44,"D",760,50,0,50,3100,4,472,1,3
"m",18,11,45,"D",512,50,0,50,3150,1,656,1,3
"m",18,11,46,"D",664,50,0,50,3200,2,544,1,3
"m",18,11,47,"D",696,50,-250,-200,3000,1,648,1,3
"m",18,11,48,"D",536,50,0,50,3050,4,560,1,3
"m",18,11,49,"D",448,50,0,50,3100,4,440,1,3
"m",18,11,50,"B",592,100,-1250,-1150,1950,2,1016,0,3
"m",18,11,51,"C",864,50,0,50,2000,4,960,1,3
"m",18,11,52,"D",1048,50,0,50,2050,4,688,1,3
"m",18,11,53,"D",912,50,0,50,2100,1,704,1,3
"m",18,11,54,"A",688,100,-200,-100,2000,1,688,0,3
"m",18,11,55,"D",680,50,0,50,2050,3,808,1,3
"m",18,11,56,"C",720,50,-25,25,2075,3,552,1,3
"m",18,11,57,"C",840,50,-75,-25,2050,1,600,1,3
"m",18,11,58,"D",1560,50,0,50,2100,4,656,1,3
"m",18,11,59,"D",1192,50,0,50,2150,4,1056,1,3
"m",18,11,60,"D",448,50,0,50,2200,4,576,1,3
"m",18,11,61,"D",576,50,0,50,2250,2,608,1,4
"m",18,11,62,"D",984,50,-250,-200,2050,4,1336,1,4
"m",18,11,63,"D",561,50,0,50,2100,3,600,1,4
"m",18,11,64,"C",672,50,0,50,2150,3,768,1,4
"m",18,11,65,"D",455,50,0,50,2200,4,737,1,4
"m",18,11,66,"D",688,50,0,50,2250,2,824,1,4
"m",18,11,67,"D",584,50,0,50,2300,3,383,1,4
"m",18,11,68,"A",648,100,0,100,2400,2,888,0,4
"m",18,11,69,"A",785,100,-300,-200,2200,3,447,0,4
"m",18,11,70,"B",648,100,0,100,2300,3,504,0,4
"m",18,11,71,"C",519,50,-50,0,2300,3,632,1,4
"m",18,11,72,"C",456,50,0,50,2350,2,583,1,4
"m",18,11,73,"C",1041,50,0,50,2400,2,512,1,4
"m",18,11,74,"C",432,50,0,50,2450,4,664,1,4
"m",18,11,75,"C",841,50,-50,0,2450,4,480,1,4
"m",18,11,76,"C",671,50,-25,25,2475,3,609,1,4
"m",18,11,77,"C",1145,50,-50,0,2475,4,840,1,4
"m",18,11,78,"D",720,50,0,50,2525,4,439,1,4
"m",18,11,79,"D",424,50,0,50,2575,4,375,1,4
"m",18,11,80,"D",393,50,0,50,2625,4,384,1,4
"m",18,11,81,"A",1264,100,-150,-50,2575,1,472,0,5
"m",18,11,82,"A",583,100,0,100,2675,1,576,0,5
"m",18,11,83,"A",463,100,0,100,2775,1,432,0,5
"m",18,11,84,"A",625,100,0,100,2875,4,551,0,5
"m",18,11,85,"B",575,100,0,100,2975,1,544,0,5
"m",18,11,86,"C",792,50,0,50,3025,1,840,1,5
"m",18,11,87,"D",552,50,0,50,3075,4,440,1,5
"m",18,11,88,"C",704,50,0,50,3125,2,464,1,5
"m",18,11,89,"D",544,50,-250,-200,2925,2,560,1,5
"m",18,11,90,"D",440,50,0,50,2975,4,776,1,5
"m",18,11,91,"B",440,100,0,100,3075,4,560,0,5
"m",18,11,92,"C",840,50,-75,-25,3050,3,640,1,5
"m",18,11,93,"C",600,50,-50,0,3050,2,424,1,5
"m",18,11,94,"D",704,50,0,50,3100,4,392,1,5
"m",18,11,95,"C",464,50,0,50,3150,4,480,1,5
"m",18,11,96,"B",560,100,0,100,3250,4,536,0,5
"m",18,11,97,"C",896,50,0,50,3300,2,664,1,5
"m",18,11,98,"C",584,50,0,50,3350,2,552,1,5
"m",18,11,99,"B",392,100,-1250,-1150,2200,2,440,0,5
"m",18,11,100,"D",8472,50,0,50,2250,4,584,1,5
"f",20,12,1,"B",13382,100,0,100,2100,3,3519,0,1
"f",20,12,2,"A",4348,100,0,100,2200,4,1821,0,1
"f",20,12,3,"B",5851,100,0,100,2300,4,2769,0,1
"f",20,12,4,"D",6852,50,0,50,2350,4,1180,1,1
"f",20,12,5,"A",10443,100,0,100,2450,3,1556,0,1
"f",20,12,6,"A",10467,100,-150,-50,2400,4,1588,0,1
"f",20,12,7,"A",3819,100,0,100,2500,2,3189,0,1
"f",20,12,8,"D",4460,50,0,50,2550,3,3188,1,1
"f",20,12,9,"B",7805,100,0,100,2650,4,1919,0,1
"f",20,12,10,"C",5348,50,0,50,2700,2,1084,1,1
"f",20,12,11,"C",14611,50,0,50,2750,2,1211,1,1
"f",20,12,12,"D",3812,50,0,50,2800,1,1300,1,1
"f",20,12,13,"A",4108,100,-300,-200,2600,4,1791,0,1
"f",20,12,14,"B",3428,100,0,100,2700,3,1020,0,1
"f",20,12,15,"B",3980,100,0,100,2800,3,988,0,1
"f",20,12,16,"C",4684,50,-50,0,2800,3,1101,1,1
"f",20,12,17,"B",6732,100,0,100,2900,4,1052,0,1
"f",20,12,18,"D",6061,50,0,50,2950,3,1268,1,1
"f",20,12,19,"D",18779,50,0,50,3000,2,1373,1,1
"f",20,12,20,"B",3476,100,0,100,3100,3,1016,0,1
"f",20,12,21,"B",1819,100,0,100,3200,3,1061,0,2
"f",20,12,22,"B",1660,100,-1250,-1150,2050,3,1141,0,2
"f",20,12,23,"C",2284,50,0,50,2100,3,804,1,2
"f",20,12,24,"D",2229,50,0,50,2150,2,2972,1,2
"f",20,12,25,"B",2629,100,0,100,2250,3,1068,0,2
"f",20,12,26,"A",1707,100,0,100,2350,3,1125,0,2
"f",20,12,27,"C",4659,50,-50,0,2350,4,1936,1,2
"f",20,12,28,"B",916,100,0,100,2450,3,619,0,2
"f",20,12,29,"B",765,100,0,100,2550,3,1020,0,2
"f",20,12,30,"D",5811,50,0,50,2600,4,1664,1,2
"f",20,12,31,"A",2532,100,-200,-100,2500,1,1000,0,2
"f",20,12,32,"A",1667,100,0,100,2600,3,1197,0,2
"f",20,12,33,"A",1692,100,-250,-150,2450,3,957,0,2
"f",20,12,34,"B",2059,100,0,100,2550,2,1548,0,2
"f",20,12,35,"B",868,100,-1250,-1150,1400,3,844,0,2
"f",20,12,36,"C",12476,50,0,50,1450,3,693,1,2
"f",20,12,37,"D",6003,50,0,50,1500,3,1237,1,2
"f",20,12,38,"A",2380,100,-350,-250,1250,3,1332,0,2
"f",20,12,39,"A",1917,100,0,100,1350,1,876,0,2
"f",20,12,40,"B",1027,100,0,100,1450,3,1621,0,2
"f",20,12,41,"C",3492,50,-50,0,1450,2,2332,1,3
"f",20,12,42,"B",898,100,0,100,1550,3,673,0,3
"f",20,12,43,"C",1181,50,0,50,1600,4,1459,1,3
"f",20,12,44,"D",4626,50,0,50,1650,3,1519,1,3
"f",20,12,45,"B",2011,100,0,100,1750,3,997,0,3
"f",20,12,46,"B",8381,100,0,100,1850,2,931,0,3
"f",20,12,47,"C",1982,50,-50,0,1850,1,2301,1,3
"f",20,12,48,"B",1153,100,0,100,1950,3,616,0,3
"f",20,12,49,"C",1764,50,-50,0,1950,3,980,1,3
"f",20,12,50,"D",4233,50,-250,-200,1750,2,1484,1,3
"f",20,12,51,"B",1218,100,0,100,1850,3,757,0,3
"f",20,12,52,"A",1163,100,-350,-250,1600,3,736,0,3
"f",20,12,53,"B",723,100,-1250,-1150,450,3,661,0,3
"f",20,12,54,"B",1352,100,0,100,550,2,668,0,3
"f",20,12,55,"D",3667,50,0,50,600,2,3701,1,3
"f",20,12,56,"D",1523,50,0,50,650,3,920,1,3
"f",20,12,57,"A",1587,100,0,100,750,2,1989,0,3
"f",20,12,58,"C",2587,50,0,50,800,3,701,1,3
"f",20,12,59,"B",1764,100,0,100,900,3,1116,0,3
"f",20,12,60,"A",1284,100,-250,-150,750,3,1077,0,3
"f",20,12,61,"A",1089,100,-200,-100,650,2,661,0,4
"f",20,12,62,"B",675,100,0,100,750,3,933,0,4
"f",20,12,63,"B",948,100,0,100,850,4,2101,0,4
"f",20,12,64,"D",1548,50,0,50,900,3,700,1,4
"f",20,12,65,"D",795,50,0,50,950,2,1622,1,4
"f",20,12,66,"B",676,100,0,100,1050,3,606,0,4
"f",20,12,67,"B",1245,100,0,100,1150,2,788,0,4
"f",20,12,68,"C",1437,50,-25,25,1175,3,1394,1,4
"f",20,12,69,"B",4860,100,0,100,1275,3,2019,0,4
"f",20,12,70,"C",1107,50,-75,-25,1250,2,1056,1,4
"f",20,12,71,"B",907,100,0,100,1350,3,616,0,4
"f",20,12,72,"D",1917,50,0,50,1400,3,595,1,4
"f",20,12,73,"C",1154,50,0,50,1450,3,1061,1,4
"f",20,12,74,"B",716,100,0,100,1550,3,822,0,4
"f",20,12,75,"B",3444,100,0,100,1650,2,1964,0,4
"f",20,12,76,"D",938,50,0,50,1700,2,774,1,4
"f",20,12,77,"C",1339,50,0,50,1750,3,1436,1,4
"f",20,12,78,"C",1612,50,0,50,1800,2,588,1,4
"f",20,12,79,"B",1075,100,-1250,-1150,650,3,824,0,4
"f",20,12,80,"B",1108,100,0,100,750,3,989,0,4
"f",20,12,81,"C",1549,50,-25,25,775,3,604,1,5
"f",20,12,82,"D",876,50,0,50,825,3,636,1,5
"f",20,12,83,"D",810,50,0,50,875,4,842,1,5
"f",20,12,84,"A",1243,100,0,100,975,4,1304,0,5
"f",20,12,85,"B",2052,100,0,100,1075,4,868,0,5
"f",20,12,86,"C",3285,50,-75,-25,1050,3,676,1,5
"f",20,12,87,"C",773,50,0,50,1100,4,604,1,5
"f",20,12,88,"D",3196,50,0,50,1150,4,647,1,5
"f",20,12,89,"B",772,100,0,100,1250,3,837,0,5
"f",20,12,90,"A",2019,100,-300,-200,1050,4,903,0,5
"f",20,12,91,"D",834,50,-250,-200,850,4,505,1,5
"f",20,12,92,"B",724,100,0,100,950,3,839,0,5
"f",20,12,93,"C",915,50,-50,0,950,3,717,1,5
"f",20,12,94,"B",748,100,0,100,1050,3,748,0,5
"f",20,12,95,"B",1604,100,0,100,1150,2,669,0,5
"f",20,12,96,"D",2395,50,0,50,1200,2,1133,1,5
"f",20,12,97,"B",1069,100,0,100,1300,3,875,0,5
"f",20,12,98,"C",1595,50,0,50,1350,2,821,1,5
"f",20,12,99,"D",580,50,0,50,1400,2,1061,1,5
"f",20,12,100,"A",3572,100,-150,-50,1350,2,893,0,5
"f",31,13,1,"C",7420,50,0,50,2050,4,2985,1,1
"f",31,13,2,"C",2249,50,0,50,2100,4,2165,1,1
"f",31,13,3,"D",10216,50,0,50,2150,3,2511,1,1
"f",31,13,4,"C",6792,50,-50,0,2150,4,2704,1,1
"f",31,13,5,"B",4680,100,0,100,2250,3,1536,0,1
"f",31,13,6,"D",6917,50,0,50,2300,4,1333,1,1
"f",31,13,7,"B",8685,100,0,100,2400,4,1912,0,1
"f",31,13,8,"B",6981,100,0,100,2500,4,1664,0,1
"f",31,13,9,"A",5197,100,0,100,2600,4,3769,0,1
"f",31,13,10,"B",4231,100,0,100,2700,4,2689,0,1
"f",31,13,11,"B",1259,100,0,100,2800,4,1361,0,1
"f",31,13,12,"B",1177,100,0,100,2900,4,1502,0,1
"f",31,13,13,"B",2345,100,0,100,3000,4,1305,0,1
"f",31,13,14,"B",2192,100,0,100,3100,4,1232,0,1
"f",31,13,15,"B",3608,100,-1250,-1150,1950,4,1287,0,1
"f",31,13,16,"C",10558,50,0,50,2000,4,1131,1,1
"f",31,13,17,"A",3233,100,0,100,2100,4,1535,0,1
"f",31,13,18,"A",3838,100,-150,-50,2050,4,1342,0,1
"f",31,13,19,"C",6138,50,-50,0,2050,4,2132,1,1
"f",31,13,20,"B",4320,100,0,100,2150,3,3838,0,1
"f",31,13,21,"B",1907,100,0,100,2250,4,1306,0,2
"f",31,13,22,"B",2354,100,0,100,2350,4,1222,0,2
"f",31,13,23,"B",4021,100,0,100,2450,4,1333,0,2
"f",31,13,24,"B",5253,100,-1250,-1150,1300,4,1908,0,2
"f",31,13,25,"A",12016,100,0,100,1400,4,1949,0,2
"f",31,13,26,"A",2271,100,-300,-200,1200,4,1710,0,2
"f",31,13,27,"D",1770,50,0,50,1250,4,1131,1,2
"f",31,13,28,"C",2910,50,0,50,1300,4,1121,1,2
"f",31,13,29,"D",1076,50,0,50,1350,4,1130,1,2
"f",31,13,30,"C",1590,50,-50,0,1350,4,1250,1,2
"f",31,13,31,"B",1168,100,0,100,1450,4,1277,0,2
"f",31,13,32,"A",2942,100,0,100,1550,4,2050,0,2
"f",31,13,33,"C",2522,50,0,50,1600,4,1167,1,2
"f",31,13,34,"D",1131,50,0,50,1650,4,1829,1,2
"f",31,13,35,"A",1526,100,-200,-100,1550,4,1360,0,2
"f",31,13,36,"B",1086,100,0,100,1650,4,1388,0,2
"f",31,13,37,"C",1701,50,-50,0,1650,4,5477,1,2
"f",31,13,38,"A",4410,100,0,100,1750,4,1544,0,2
"f",31,13,39,"B",5685,100,0,100,1850,4,2809,0,2
"f",31,13,40,"D",2580,50,0,50,1900,4,1935,1,2
"f",31,13,41,"A",4923,100,-250,-150,1750,4,2528,0,3
"f",31,13,42,"A",1223,100,-350,-250,1500,4,1139,0,3
"f",31,13,43,"C",1696,50,-50,0,1500,4,1057,1,3
"f",31,13,44,"B",1563,100,0,100,1600,4,4168,0,3
"f",31,13,45,"B",1085,100,0,100,1700,4,2613,0,3
"f",31,13,46,"C",3278,50,0,50,1750,4,993,1,3
"f",31,13,47,"D",1898,50,0,50,1800,4,1333,1,3
"f",31,13,48,"A",1747,100,0,100,1900,1,937,0,3
"f",31,13,49,"B",4693,100,0,100,2000,1,1168,0,3
"f",31,13,50,"C",8679,50,-25,25,2025,4,2354,1,3
"f",31,13,51,"D",1572,50,0,50,2075,4,1752,1,3
"f",31,13,52,"A",1388,100,-350,-250,1825,1,1747,0,3
"f",31,13,53,"B",1926,100,-1250,-1150,675,4,2150,0,3
"f",31,13,54,"D",6937,50,0,50,725,4,1370,1,3
"f",31,13,55,"C",1343,50,-75,-25,700,4,1406,1,3
"f",31,13,56,"B",1204,100,0,100,800,1,1324,0,3
"f",31,13,57,"A",1223,100,0,100,900,1,974,0,3
"f",31,13,58,"B",3412,100,0,100,1000,4,1231,0,3
"f",31,13,59,"A",2222,100,-250,-150,850,4,1112,0,3
"f",31,13,60,"C",1278,50,0,50,900,4,1020,1,3
"f",31,13,61,"D",947,50,-250,-200,700,4,1177,1,4
"f",31,13,62,"C",2372,50,0,50,750,4,965,1,4
"f",31,13,63,"C",910,50,0,50,800,4,1241,1,4
"f",31,13,64,"C",938,50,-25,25,825,4,1057,1,4
"f",31,13,65,"C",947,50,-75,-25,800,1,2882,1,4
"f",31,13,66,"D",1158,50,0,50,850,4,1002,1,4
"f",31,13,67,"D",993,50,0,50,900,4,1259,1,4
"f",31,13,68,"D",1030,50,0,50,950,4,1148,1,4
"f",31,13,69,"A",1352,100,-200,-100,850,4,1277,0,4
"f",31,13,70,"A",1048,100,0,100,950,4,1093,0,4
"f",31,13,71,"A",1057,100,-300,-200,750,4,1232,0,4
"f",31,13,72,"B",1894,100,0,100,850,4,1167,0,4
"f",31,13,73,"D",1132,50,0,50,900,4,1295,1,4
"f",31,13,74,"D",1149,50,0,50,950,4,1241,1,4
"f",31,13,75,"A",3394,100,-150,-50,900,4,1250,0,4
"f",31,13,76,"B",910,100,0,100,1000,4,993,0,4
"f",31,13,77,"C",966,50,0,50,1050,4,1020,1,4
"f",31,13,78,"D",1030,50,0,50,1100,4,1002,1,4
"f",31,13,79,"C",4626,50,-50,0,1100,4,1103,1,4
"f",31,13,80,"C",1177,50,0,50,1150,1,1590,1,4
"f",31,13,81,"C",1122,50,0,50,1200,4,1737,1,5
"f",31,13,82,"B",6358,100,0,100,1300,4,1121,0,5
"f",31,13,83,"B",1342,100,0,100,1400,4,1186,0,5
"f",31,13,84,"A",1388,100,0,100,1500,4,1259,0,5
"f",31,13,85,"A",1627,100,0,100,1600,4,4016,0,5
"f",31,13,86,"D",3352,50,0,50,1650,3,1917,1,5
"f",31,13,87,"C",2468,50,0,50,1700,3,881,1,5
"f",31,13,88,"B",6634,100,0,100,1800,3,1847,0,5
"f",31,13,89,"B",2456,100,0,100,1900,3,1222,0,5
"f",31,13,90,"A",2324,100,0,100,2000,4,1250,0,5
"f",31,13,91,"D",2492,50,0,50,2050,4,4248,1,5
"f",31,13,92,"C",2937,50,-50,0,2050,4,1277,1,5
"f",31,13,93,"A",1250,100,-300,-200,1850,3,1342,0,5
"f",31,13,94,"A",2519,100,0,100,1950,1,1240,0,5
"f",31,13,95,"C",1333,50,-25,25,1975,3,1921,1,5
"f",31,13,96,"C",1563,50,-50,0,1975,4,946,1,5
"f",31,13,97,"C",1140,50,0,50,2025,4,1066,1,5
"f",31,13,98,"D",1866,50,0,50,2075,4,1002,1,5
"f",31,13,99,"A",6431,100,-350,-250,1825,4,4563,0,5
"f",31,13,100,"A",1158,100,0,100,1925,4,4334,0,5
"f",30,14,1,"A",6236,100,0,100,2100,2,3488,0,1
"f",30,14,2,"D",3241,50,0,50,2150,2,6519,1,1
"f",30,14,3,"B",3449,100,0,100,2250,1,3937,0,1
"f",30,14,4,"C",20305,50,0,50,2300,3,4215,1,1
"f",30,14,5,"A",12141,100,0,100,2400,3,2251,0,1
"f",30,14,6,"A",3537,100,-150,-50,2350,4,1112,0,1
"f",30,14,7,"D",16857,50,0,50,2400,2,2133,1,1
"f",30,14,8,"A",5881,100,0,100,2500,1,1088,0,1
"f",30,14,9,"D",3889,50,0,50,2550,2,1456,1,1
"f",30,14,10,"A",2457,100,-300,-200,2350,3,1912,0,1
"f",30,14,11,"A",5193,100,0,100,2450,2,1511,0,1
"f",30,14,12,"D",4409,50,0,50,2500,4,1840,1,1
"f",30,14,13,"B",4104,100,0,100,2600,4,1481,0,1
"f",30,14,14,"C",3462,50,0,50,2650,3,1841,1,1
"f",30,14,15,"A",1193,100,-200,-100,2550,4,1183,0,1
"f",30,14,16,"D",8833,50,0,50,2600,2,1439,1,1
"f",30,14,17,"A",2521,100,0,100,2700,2,1304,0,1
"f",30,14,18,"B",2257,100,0,100,2800,3,1511,0,1
"f",30,14,19,"D",7633,50,0,50,2850,2,1833,1,1
"f",30,14,20,"C",3520,50,-50,0,2850,2,1231,1,1
"f",30,14,21,"B",9329,100,0,100,2950,2,1167,0,2
"f",30,14,22,"A",15623,100,-250,-150,2800,2,1520,0,2
"f",30,14,23,"D",1889,50,0,50,2850,4,1342,1,2
"f",30,14,24,"D",737,50,0,50,2900,4,848,1,2
"f",30,14,25,"D",769,50,0,50,2950,4,823,1,2
"f",30,14,26,"D",3633,50,-250,-200,2750,4,856,1,2
"f",30,14,27,"A",1865,100,-350,-250,2500,2,1280,0,2
"f",30,14,28,"B",2865,100,0,100,2600,3,1239,0,2
"f",30,14,29,"B",1336,100,0,100,2700,2,1544,0,2
"f",30,14,30,"C",4785,50,0,50,2750,2,1289,1,2
"f",30,14,31,"D",858,50,0,50,2800,4,599,1,2
"f",30,14,32,"D",1521,50,0,50,2850,4,808,1,2
"f",30,14,33,"A",6257,100,0,100,2950,2,1551,0,2
"f",30,14,34,"D",2273,50,0,50,3000,2,1287,1,2
"f",30,14,35,"B",10488,100,0,100,3100,2,1073,0,2
"f",30,14,36,"C",2689,50,-50,0,3100,3,1487,1,2
"f",30,14,37,"A",7160,100,-350,-250,2850,1,2448,0,2
"f",30,14,38,"D",1938,50,0,50,2900,4,951,1,2
"f",30,14,39,"B",600,100,0,100,3000,2,736,0,2
"f",30,14,40,"C",10304,50,0,50,3050,2,769,1,2
"f",30,14,41,"A",4191,100,0,100,3150,2,953,0,3
"f",30,14,42,"D",3657,50,0,50,3200,2,1415,1,3
"f",30,14,43,"B",2265,100,-1250,-1150,2050,2,967,0,3
"f",30,14,44,"A",6057,100,-250,-150,1900,2,975,0,3
"f",30,14,45,"D",2793,50,0,50,1950,4,1503,1,3
"f",30,14,46,"D",609,50,0,50,2000,4,479,1,3
"f",30,14,47,"D",1369,50,0,50,2050,4,567,1,3
"f",30,14,48,"D",785,50,0,50,2100,4,792,1,3
"f",30,14,49,"D",1215,50,-250,-200,1900,4,511,1,3
"f",30,14,50,"A",712,100,-200,-100,1800,2,1528,0,3
"f",30,14,51,"C",1793,50,-50,0,1800,2,2160,1,3
"f",30,14,52,"A",1833,100,0,100,1900,1,1472,0,3
"f",30,14,53,"A",591,100,-300,-200,1700,2,1327,0,3
"f",30,14,54,"D",2224,50,0,50,1750,4,1048,1,3
"f",30,14,55,"B",2828,100,0,100,1850,2,975,0,3
"f",30,14,56,"C",2217,50,0,50,1900,4,1600,1,3
"f",30,14,57,"A",6096,100,-150,-50,1850,2,1289,0,3
"f",30,14,58,"D",2929,50,0,50,1900,4,1535,1,3
"f",30,14,59,"B",2992,100,0,100,2000,2,880,0,3
"f",30,14,60,"C",3145,50,-50,0,2000,3,1095,1,3
"f",30,14,61,"A",4129,100,0,100,2100,1,872,0,4
"f",30,14,62,"D",2969,50,0,50,2150,4,1336,1,4
"f",30,14,63,"B",2704,100,0,100,2250,2,6680,0,4
"f",30,14,64,"C",7929,50,-50,0,2250,2,1119,1,4
"f",30,14,65,"A",24279,100,0,100,2350,4,1440,0,4
"f",30,14,66,"D",6987,50,0,50,2400,4,662,1,4
"f",30,14,67,"B",3749,100,0,100,2500,4,882,0,4
"f",30,14,68,"A",7314,100,0,100,2600,2,1463,0,4
"f",30,14,69,"D",4986,50,0,50,2650,3,1437,1,4
"f",30,14,70,"B",5624,100,-1250,-1150,1500,3,1144,0,4
"f",30,14,71,"A",2473,100,-300,-200,1300,1,1312,0,4
"f",30,14,72,"B",4465,100,0,100,1400,2,1023,0,4
"f",30,14,73,"B",838,100,0,100,1500,2,920,0,4
"f",30,14,74,"B",760,100,0,100,1600,2,1048,0,4
"f",30,14,75,"B",576,100,0,100,1700,2,640,0,4
"f",30,14,76,"B",1009,100,0,100,1800,2,806,0,4
"f",30,14,77,"B",610,100,0,100,1900,2,862,0,4
"f",30,14,78,"B",626,100,-1250,-1150,750,2,647,0,4
"f",30,14,79,"D",2392,50,0,50,800,4,1112,1,4
"f",30,14,80,"A",615,100,0,100,900,4,992,0,4
"f",30,14,81,"A",1217,100,-350,-250,650,4,808,0,5
"f",30,14,82,"B",1505,100,0,100,750,4,1089,0,5
"f",30,14,83,"A",5338,100,0,100,850,4,1232,0,5
"f",30,14,84,"B",747,100,0,100,950,4,630,0,5
"f",30,14,85,"A",1630,100,-200,-100,850,4,995,0,5
"f",30,14,86,"B",482,100,0,100,950,4,575,0,5
"f",30,14,87,"B",4376,100,0,100,1050,4,1208,0,5
"f",30,14,88,"D",1001,50,0,50,1100,4,601,1,5
"f",30,14,89,"A",842,100,-250,-150,950,4,774,0,5
"f",30,14,90,"B",552,100,0,100,1050,4,705,0,5
"f",30,14,91,"B",7111,100,0,100,1150,2,1103,0,5
