"gender","age","nsubj","trial_number","card_selected","rt_cardselection","win","loss","net_gain","totalcash_by_trial","confidence","rt_confidence","adv_choice","block"
"m",28,5,17,"A",4328,100,-200,-100,2700,3,15535,0,1
"m",28,5,18,"D",7488,50,0,50,2750,4,1056,1,1
"m",28,5,19,"A",1904,100,0,100,2850,3,1976,0,1
"m",28,5,20,"C",2696,50,0,50,2900,3,952,1,1
"m",28,5,21,"D",4016,50,0,50,2950,4,1864,1,2
"m",28,5,22,"B",3760,100,0,100,3050,2,2120,0,2
"m",28,5,23,"B",8536,100,0,100,3150,4,1840,0,2
"m",28,5,24,"C",2240,50,-50,0,3150,3,1160,1,2
"m",28,5,25,"A",1582,100,-250,-150,3000,4,1968,0,2
"m",28,5,26,"A",2160,100,-350,-250,2750,4,992,0,2
"m",28,5,27,"A",2112,100,0,100,2850,1,2080,0,2
"m",28,5,28,"D",1576,50,0,50,2900,4,3248,1,2
"m",28,5,29,"C",1128,50,0,50,2950,4,1352,1,2
"m",28,5,30,"B",1136,100,0,100,3050,2,1736,0,2
"m",28,5,31,"A",2352,100,-350,-250,2800,3,2264,0,2
"m",28,5,32,"D",1824,50,0,50,2850,4,912,1,2
"m",28,5,33,"A",1056,100,0,100,2950,4,4736,0,2
"m",28,5,34,"D",2392,50,0,50,3000,4,904,1,2
"m",28,5,35,"C",2424,50,-50,0,3000,4,1168,1,2
"m",28,5,36,"B",624,100,0,100,3100,4,1000,0,2
"m",28,5,37,"B",1848,100,-1250,-1150,1950,4,4830,0,2
"m",28,5,38,"C",4304,50,0,50,2000,4,1160,1,2
"m",28,5,39,"A",1832,100,-250,-150,1850,4,928,0,2
"m",28,5,40,"B",904,100,0,100,1950,4,720,0,2
"m",28,5,41,"D",752,50,0,50,2000,1,1648,1,3
"m",28,5,42,"D",2032,50,-250,-200,1800,4,1104,1,3
"m",28,5,43,"A",632,100,-200,-100,1700,4,760,0,3
"m",28,5,44,"B",504,100,0,100,1800,4,1016,0,3
"m",28,5,45,"C",1448,50,-50,0,1800,1,1648,1,3
"m",28,5,46,"D",592,50,0,50,1850,4,2048,1,3
"m",28,5,47,"D",992,50,0,50,1900,3,1032,1,3
"m",28,5,48,"D",696,50,0,50,1950,3,1072,1,3
"m",28,5,49,"D",824,50,0,50,2000,3,792,1,3
"m",28,5,50,"D",800,50,0,50,2050,3,760,1,3
"m",28,5,51,"D",560,50,0,50,2100,3,728,1,3
"m",28,5,52,"D",488,50,0,50,2150,3,600,1,3
"m",28,5,53,"D",680,50,0,50,2200,3,576,1,3
"m",28,5,54,"D",536,50,0,50,2250,3,912,1,3
"m",28,5,55,"D",624,50,-250,-200,2050,3,536,1,3
"m",28,5,56,"C",1360,50,-50,0,2050,4,968,1,3
"m",28,5,57,"A",1016,100,0,100,2150,2,1678,0,3
"m",28,5,58,"B",1056,100,0,100,2250,4,744,0,3
"m",28,5,59,"C",1600,50,0,50,2300,4,832,1,3
"m",28,5,60,"D",640,50,0,50,2350,3,520,1,3
"m",28,5,61,"D",488,50,0,50,2400,3,472,1,4
"m",28,5,62,"D",464,50,0,50,2450,3,529,1,4
"m",28,5,63,"B",632,100,0,100,2550,3,1072,0,4
"m",28,5,64,"A",768,100,-300,-200,2350,2,1248,0,4
"m",28,5,65,"D",976,50,0,50,2400,4,920,1,4
"m",28,5,66,"D",480,50,0,50,2450,4,704,1,4
"m",28,5,67,"D",528,50,0,50,2500,4,808,1,4
"m",28,5,68,"D",512,50,0,50,2550,4,688,1,4
"m",28,5,69,"C",624,50,-25,25,2575,3,1304,1,4
"m",28,5,70,"D",2704,50,0,50,2625,4,800,1,4
"m",28,5,71,"D",544,50,-250,-200,2425,4,768,1,4
"m",28,5,72,"A",568,100,-150,-50,2375,4,920,0,4
"m",28,5,73,"B",600,100,-1250,-1150,1225,3,800,0,4
"m",28,5,74,"D",632,50,0,50,1275,3,664,1,4
"m",28,5,75,"D",512,50,0,50,1325,3,560,1,4
"m",28,5,76,"D",664,50,0,50,1375,4,688,1,4
"m",28,5,77,"A",1176,100,0,100,1475,4,632,0,4
"m",28,5,78,"A",768,100,0,100,1575,4,656,0,4
"m",28,5,79,"D",712,50,0,50,1625,4,744,1,4
"m",28,5,80,"D",808,50,0,50,1675,4,968,1,4
"m",28,5,81,"B",512,100,0,100,1775,4,736,0,5
"m",28,5,82,"A",1398,100,0,100,1875,1,792,0,5
"m",28,5,83,"A",632,100,-300,-200,1675,1,1256,0,5
"m",28,5,84,"D",592,50,-250,-200,1475,4,664,1,5
"m",28,5,85,"D",416,50,0,50,1525,4,648,1,5
"m",28,5,86,"D",504,50,0,50,1575,4,456,1,5
"m",28,5,87,"D",376,50,0,50,1625,4,448,1,5
"m",28,5,88,"D",408,50,0,50,1675,4,464,1,5
"m",28,5,89,"D",392,50,0,50,1725,4,464,1,5
"m",28,5,90,"D",408,50,0,50,1775,4,440,1,5
"m",28,5,91,"D",400,50,0,50,1825,4,552,1,5
"m",28,5,92,"D",496,50,0,50,1875,4,408,1,5
"m",28,5,93,"D",616,50,0,50,1925,4,712,1,5
"m",28,5,94,"D",432,50,0,50,1975,4,408,1,5
"m",28,5,95,"D",408,50,0,50,2025,4,456,1,5
"m",28,5,96,"D",384,50,0,50,2075,4,416,1,5
"m",28,5,97,"D",1080,50,0,50,2125,4,672,1,5
"m",28,5,98,"D",536,50,0,50,2175,4,456,1,5
"m",28,5,99,"D",520,50,-250,-200,1975,4,696,1,5
"m",28,5,100,"D",560,50,0,50,2025,4,440,1,5
"f",29,6,1,"C",9835,50,0,50,2050,2,3159,1,1
"f",29,6,2,"D",25711,50,0,50,2100,2,2424,1,1
"f",29,6,3,"B",14511,100,0,100,2200,3,4888,0,1
"f",29,6,4,"A",1723,100,0,100,2300,4,2534,0,1
"f",29,6,5,"C",12072,50,0,50,2350,4,8728,1,1
"f",29,6,6,"B",9888,100,0,100,2450,4,19794,0,1
"f",29,6,7,"D",11088,50,0,50,2500,4,10696,1,1
"f",29,6,8,"B",2184,100,0,100,2600,4,1808,0,1
"f",29,6,9,"A",976,100,0,100,2700,4,880,0,1
"f",29,6,10,"A",26280,100,-150,-50,2650,4,872,0,1
"f",29,6,11,"B",8644,100,0,100,2750,4,1972,0,1
"f",29,6,12,"D",1641,50,0,50,2800,4,920,1,1
"f",29,6,13,"C",1489,50,-50,0,2800,4,769,1,1
"f",29,6,14,"B",33312,100,0,100,2900,3,3833,0,1
"f",29,6,15,"D",10671,50,0,50,2950,2,928,1,1
"f",29,6,16,"B",48249,100,0,100,3050,2,1744,0,1
"f",29,6,17,"D",18488,50,0,50,3100,3,1895,1,1
"f",29,6,18,"B",60545,100,0,100,3200,2,1128,0,1
"f",29,6,19,"D",12000,50,0,50,3250,3,3144,1,1
"f",29,6,20,"B",4688,100,0,100,3350,2,2528,0,1
"f",29,6,21,"D",4488,50,0,50,3400,3,1848,1,2
"f",29,6,22,"B",705,100,-1250,-1150,2250,2,856,0,2
"f",29,6,23,"A",801,100,0,100,2350,4,840,0,2
"f",29,6,24,"A",5208,100,-300,-200,2150,3,1128,0,2
"f",29,6,25,"D",592,50,0,50,2200,2,1552,1,2
"f",29,6,26,"D",1224,50,0,50,2250,4,864,1,2
"f",29,6,27,"D",1808,50,-250,-200,2050,2,1137,1,2
"f",29,6,28,"A",5376,100,0,100,2150,3,1352,0,2
"f",29,6,29,"D",9976,50,0,50,2200,3,735,1,2
"f",29,6,30,"D",24760,50,0,50,2250,3,912,1,2
"f",29,6,31,"D",975,50,0,50,2300,3,2272,1,2
"f",29,6,32,"D",1297,50,0,50,2350,3,703,1,2
"f",29,6,33,"D",880,50,0,50,2400,3,960,1,2
"f",29,6,34,"D",889,50,0,50,2450,3,703,1,2
"f",29,6,35,"D",577,50,0,50,2500,3,2841,1,2
"f",29,6,36,"D",2296,50,0,50,2550,3,784,1,2
"f",29,6,37,"D",1800,50,0,50,2600,3,936,1,2
"f",29,6,38,"D",15448,50,-250,-200,2400,3,832,1,2
"f",29,6,39,"D",1279,50,0,50,2450,3,820,1,2
"f",29,6,40,"D",1762,50,0,50,2500,3,759,1,2
"f",29,6,41,"D",2800,50,0,50,2550,3,848,1,3
"f",29,6,42,"D",43786,50,0,50,2600,3,880,1,3
"f",29,6,43,"D",776,50,0,50,2650,4,761,1,3
"f",29,6,44,"D",864,50,0,50,2700,3,1680,1,3
"f",29,6,45,"D",833,50,0,50,2750,3,1087,1,3
"f",29,6,46,"D",2752,50,0,50,2800,3,832,1,3
"f",29,6,47,"D",1936,50,-250,-200,2600,3,1704,1,3
"f",29,6,48,"D",1696,50,0,50,2650,3,631,1,3
"f",29,6,49,"D",456,50,0,50,2700,3,624,1,3
"f",29,6,50,"D",858,50,0,50,2750,3,640,1,3
"f",29,6,51,"D",641,50,0,50,2800,3,687,1,3
"f",29,6,52,"D",632,50,0,50,2850,3,736,1,3
"f",29,6,53,"D",1672,50,-250,-200,2650,3,640,1,3
"f",29,6,54,"D",7048,50,0,50,2700,3,2736,1,3
"f",29,6,55,"D",984,50,0,50,2750,3,640,1,3
"f",29,6,56,"D",568,50,0,50,2800,3,600,1,3
"f",29,6,57,"B",1977,100,0,100,2900,3,914,0,3
"f",29,6,58,"B",745,100,0,100,3000,3,1687,0,3
"f",29,6,59,"B",736,100,0,100,3100,3,1280,0,3
"f",29,6,60,"B",3793,100,0,100,3200,3,599,0,3
"f",29,6,61,"D",2608,50,0,50,3250,3,736,1,4
"f",29,6,62,"B",1425,100,-1250,-1150,2100,3,1272,0,4
"f",29,6,63,"D",7016,50,0,50,2150,3,952,1,4
"f",29,6,64,"D",615,50,0,50,2200,3,696,1,4
"f",29,6,65,"D",440,50,0,50,2250,3,624,1,4
"f",29,6,66,"D",480,50,0,50,2300,3,568,1,4
"f",29,6,67,"D",552,50,0,50,2350,3,1008,1,4
"f",29,6,68,"D",536,50,0,50,2400,3,1176,1,4
"f",29,6,69,"D",2697,50,0,50,2450,1,1392,1,4
"f",29,6,70,"D",945,50,0,50,2500,1,703,1,4
"f",29,6,71,"D",1000,50,0,50,2550,1,792,1,4
"f",29,6,72,"D",2481,50,0,50,2600,1,1344,1,4
"f",29,6,73,"D",5929,50,-250,-200,2400,2,1879,1,4
"f",29,6,74,"D",1504,50,0,50,2450,3,1168,1,4
"f",29,6,75,"D",417,50,0,50,2500,4,519,1,4
"f",29,6,76,"D",704,50,0,50,2550,4,1112,1,4
"f",29,6,77,"D",474,50,0,50,2600,4,567,1,4
"f",29,6,78,"D",505,50,0,50,2650,4,880,1,4
"f",29,6,79,"D",769,50,0,50,2700,1,944,1,4
"f",29,6,80,"D",728,50,0,50,2750,2,2704,1,4
"f",29,6,81,"D",616,50,0,50,2800,2,1888,1,5
"f",29,6,82,"D",6792,50,0,50,2850,1,1096,1,5
"f",29,6,83,"B",6016,100,0,100,2950,3,1359,0,5
"f",29,6,84,"B",1977,100,0,100,3050,2,1007,0,5
"f",29,6,85,"D",21048,50,-250,-200,2850,2,1872,1,5
"f",29,6,86,"D",1193,50,0,50,2900,4,1336,1,5
"f",29,6,87,"D",3993,50,0,50,2950,4,1440,1,5
"f",29,6,88,"D",3265,50,0,50,3000,4,871,1,5
"f",29,6,89,"D",1080,50,0,50,3050,4,960,1,5
"f",29,6,90,"D",848,50,0,50,3100,4,1904,1,5
"f",29,6,91,"D",881,50,0,50,3150,4,3176,1,5
"f",29,6,92,"D",944,50,0,50,3200,4,1513,1,5
"f",29,6,93,"D",945,50,0,50,3250,4,871,1,5
"f",29,6,94,"D",11474,50,-250,-200,3050,2,2639,1,5
"f",29,6,95,"D",29047,50,0,50,3100,4,1008,1,5
"f",29,6,96,"D",640,50,0,50,3150,4,776,1,5
"f",29,6,97,"D",536,50,0,50,3200,4,3024,1,5
"f",29,6,98,"D",872,50,0,50,3250,4,1824,1,5
"f",29,6,99,"D",512,50,0,50,3300,4,2306,1,5
"f",29,6,100,"D",2352,50,-250,-200,3100,4,856,1,5
"f",32,7,1,"C",3656,50,0,50,2050,4,2998,1,1
"f",32,7,2,"D",2324,50,0,50,2100,4,1722,1,1
"f",32,7,3,"B",2182,100,0,100,2200,3,1465,0,1
"f",32,7,4,"A",2577,100,0,100,2300,4,1301,0,1
"f",32,7,5,"D",1077,50,0,50,2350,4,1198,1,1
"f",32,7,6,"B",1684,100,0,100,2450,4,1432,0,1
"f",32,7,7,"D",1137,50,0,50,2500,4,1448,1,1
"f",32,7,8,"D",1475,50,0,50,2550,4,1374,1,1
"f",32,7,9,"A",2026,100,0,100,2650,4,1621,0,1
"f",32,7,10,"C",1061,50,0,50,2700,4,1273,1,1
"f",32,7,11,"B",1203,100,0,100,2800,3,1039,0,1
"f",32,7,12,"A",2778,100,-150,-50,2750,4,1295,0,1
"f",32,7,13,"D",917,50,0,50,2800,4,3489,1,1
"f",32,7,14,"D",1496,50,0,50,2850,4,1257,1,1
"f",32,7,15,"D",1259,50,0,50,2900,2,1580,1,1
"f",32,7,16,"D",2543,50,0,50,2950,4,1221,1,1
"f",32,7,17,"A",1835,100,0,100,3050,2,1154,0,1
"f",32,7,18,"D",1492,50,0,50,3100,1,2505,1,1
"f",32,7,19,"D",1116,50,-250,-200,2900,4,1242,1,1
"f",32,7,20,"C",1379,50,-50,0,2900,2,1665,1,1
"f",32,7,21,"D",1224,50,0,50,2950,4,1359,1,2
"f",32,7,22,"D",993,50,0,50,3000,1,1739,1,2
"f",32,7,23,"C",1060,50,0,50,3050,2,1796,1,2
"f",32,7,24,"D",3376,50,0,50,3100,4,1146,1,2
"f",32,7,25,"D",3658,50,0,50,3150,2,1562,1,2
"f",32,7,26,"D",960,50,0,50,3200,4,1305,1,2
"f",32,7,27,"A",1859,100,-300,-200,3000,1,2021,0,2
"f",32,7,28,"D",825,50,0,50,3050,4,985,1,2
"f",32,7,29,"B",1297,100,0,100,3150,3,933,0,2
"f",32,7,30,"C",1237,50,-50,0,3150,2,1620,1,2
"f",32,7,31,"D",1015,50,0,50,3200,4,959,1,2
"f",32,7,32,"C",878,50,0,50,3250,4,1050,1,2
"f",32,7,33,"D",804,50,0,50,3300,3,1159,1,2
"f",32,7,34,"D",1192,50,0,50,3350,4,1273,1,2
"f",32,7,35,"C",1148,50,-50,0,3350,3,1059,1,2
"f",32,7,36,"A",1175,100,0,100,3450,4,1341,0,2
"f",32,7,37,"D",1476,50,-250,-200,3250,4,1355,1,2
"f",32,7,38,"B",2175,100,0,100,3350,3,1137,0,2
"f",32,7,39,"C",2388,50,0,50,3400,3,1008,1,2
"f",32,7,40,"A",1257,100,-200,-100,3300,4,1265,0,2
"f",32,7,41,"D",1599,50,0,50,3350,4,1407,1,3
"f",32,7,42,"C",830,50,-50,0,3350,3,934,1,3
"f",32,7,43,"D",836,50,0,50,3400,4,1163,1,3
"f",32,7,44,"B",867,100,0,100,3500,3,1430,0,3
"f",32,7,45,"D",866,50,0,50,3550,4,854,1,3
"f",32,7,46,"B",1110,100,0,100,3650,3,1006,0,3
"f",32,7,47,"D",1327,50,0,50,3700,4,1628,1,3
"f",32,7,48,"C",918,50,-50,0,3700,3,1074,1,3
"f",32,7,49,"D",962,50,0,50,3750,4,1055,1,3
"f",32,7,50,"B",1110,100,0,100,3850,2,1788,0,3
"f",32,7,51,"D",1193,50,0,50,3900,4,1243,1,3
"f",32,7,52,"D",944,50,0,50,3950,3,1015,1,3
"f",32,7,53,"D",883,50,0,50,4000,2,1325,1,3
"f",32,7,54,"D",1410,50,-250,-200,3800,4,2580,1,3
"f",32,7,55,"C",834,50,0,50,3850,3,1199,1,3
"f",32,7,56,"C",1043,50,-25,25,3875,4,1682,1,3
"f",32,7,57,"D",918,50,0,50,3925,4,899,1,3
"f",32,7,58,"D",870,50,0,50,3975,4,935,1,3
"f",32,7,59,"D",735,50,0,50,4025,4,967,1,3
"f",32,7,60,"D",812,50,0,50,4075,4,996,1,3
"f",32,7,61,"D",994,50,0,50,4125,4,1065,1,4
"f",32,7,62,"D",979,50,-250,-200,3925,4,1049,1,4
"f",32,7,63,"D",987,50,0,50,3975,4,1689,1,4
"f",32,7,64,"D",836,50,0,50,4025,4,915,1,4
"f",32,7,65,"C",2000,50,-75,-25,4000,4,897,1,4
"f",32,7,66,"D",844,50,0,50,4050,2,1215,1,4
"f",32,7,67,"D",896,50,0,50,4100,3,1385,1,4
"f",32,7,68,"B",1192,100,-1250,-1150,2950,4,1523,0,4
"f",32,7,69,"D",1557,50,0,50,3000,4,934,1,4
"f",32,7,70,"C",1259,50,0,50,3050,3,983,1,4
"f",32,7,71,"D",777,50,0,50,3100,4,921,1,4
"f",32,7,72,"C",810,50,0,50,3150,2,1505,1,4
"f",32,7,73,"D",805,50,0,50,3200,4,697,1,4
"f",32,7,74,"C",752,50,0,50,3250,3,891,1,4
"f",32,7,75,"D",839,50,0,50,3300,4,2753,1,4
"f",32,7,76,"C",764,50,-25,25,3325,3,918,1,4
"f",32,7,77,"D",841,50,0,50,3375,4,1733,1,4
"f",32,7,78,"D",1084,50,0,50,3425,4,1048,1,4
"f",32,7,79,"C",786,50,-75,-25,3400,3,913,1,4
"f",32,7,80,"C",1025,50,0,50,3450,2,1049,1,4
"f",32,7,81,"D",798,50,0,50,3500,4,1217,1,5
"f",32,7,82,"D",769,50,0,50,3550,4,947,1,5
"f",32,7,83,"A",1626,100,0,100,3650,4,1247,0,5
"f",32,7,84,"D",943,50,0,50,3700,4,806,1,5
"f",32,7,85,"B",1393,100,0,100,3800,4,1122,0,5
"f",32,7,86,"D",1007,50,0,50,3850,4,853,1,5
"f",32,7,87,"C",961,50,-50,0,3850,4,1322,1,5
"f",32,7,88,"B",1110,100,0,100,3950,3,1208,0,5
"f",32,7,89,"D",1034,50,-250,-200,3750,4,2490,1,5
"f",32,7,90,"D",790,50,0,50,3800,4,807,1,5
"f",32,7,91,"D",903,50,0,50,3850,4,831,1,5
"f",32,7,92,"C",1268,50,0,50,3900,4,825,1,5
"f",32,7,93,"D",733,50,0,50,3950,4,809,1,5
"f",32,7,94,"C",760,50,0,50,4000,3,1189,1,5
"f",32,7,95,"D",951,50,0,50,4050,3,998,1,5
"f",32,7,96,"D",1060,50,0,50,4100,4,815,1,5
"f",32,7,97,"A",2708,100,-250,-150,3950,4,1497,0,5
"f",32,7,98,"B",1046,100,0,100,4050,4,1219,0,5
"f",32,7,99,"C",736,50,0,50,4100,4,730,1,5
"f",32,7,100,"D",826,50,0,50,4150,4,940,1,5
"f",30,8,1,"A",5822,100,0,100,2100,1,1817,0,1
"f",30,8,2,"A",2513,100,0,100,2200,2,1928,0,1
"f",30,8,3,"A",935,100,-150,-50,2150,4,1233,0,1
"f",30,8,4,"A",1576,100,0,100,2250,2,1368,0,1
"f",30,8,5,"A",1848,100,-300,-200,2050,3,4047,0,1
"f",30,8,6,"A",888,100,0,100,2150,3,1441,0,1
"f",30,8,7,"A",1424,100,-200,-100,2050,3,1336,0,1
"f",30,8,8,"A",8265,100,0,100,2150,2,2504,0,1
"f",30,8,9,"A",4208,100,-250,-150,2000,1,3375,0,1
"f",30,8,10,"A",30896,100,-350,-250,1750,2,3352,0,1
"f",30,8,11,"A",1056,100,0,100,1850,1,1768,0,1
"f",30,8,12,"A",6105,100,-350,-250,1600,1,1360,0,1
"f",30,8,13,"B",848,100,0,100,1700,1,1664,0,1
"f",30,8,14,"B",1816,100,0,100,1800,1,2776,0,1
"f",30,8,15,"B",1368,100,0,100,1900,1,832,0,1
"f",30,8,16,"B",1000,100,0,100,2000,2,1016,0,1
"f",30,8,17,"B",2169,100,0,100,2100,2,2047,0,1
"f",30,8,18,"B",2432,100,0,100,2200,2,1016,0,1
"f",30,8,19,"B",2120,100,0,100,2300,2,945,0,1
"f",30,8,20,"B",2065,100,0,100,2400,4,872,0,1
"f",30,8,21,"B",600,100,-1250,-1150,1250,4,673,0,2
"f",30,8,22,"B",1288,100,0,100,1350,3,4223,0,2
"f",30,8,23,"B",6016,100,0,100,1450,1,1568,0,2
"f",30,8,24,"B",3248,100,0,100,1550,1,1496,0,2
"f",30,8,25,"B",3272,100,0,100,1650,2,3889,0,2
"f",30,8,26,"B",1193,100,-1250,-1150,500,2,1191,0,2
"f",30,8,27,"C",1793,50,0,50,550,1,1376,1,2
"f",30,8,28,"C",728,50,0,50,600,1,928,1,2
"f",30,8,29,"C",935,50,-50,0,600,1,3457,1,2
"f",30,8,30,"C",704,50,0,50,650,1,1192,1,2
"f",30,8,31,"C",807,50,-50,0,650,1,1385,1,2
"f",30,8,32,"C",760,50,0,50,700,1,816,1,2
"f",30,8,33,"C",4624,50,-50,0,700,1,1320,1,2
"f",30,8,34,"C",1208,50,0,50,750,1,903,1,2
"f",30,8,35,"C",871,50,-50,0,750,4,1097,1,2
"f",30,8,36,"D",3921,50,0,50,800,1,1120,1,2
"f",30,8,37,"D",744,50,0,50,850,1,921,1,2
"f",30,8,38,"D",880,50,0,50,900,1,1152,1,2
"f",30,8,39,"D",2767,50,0,50,950,1,2017,1,2
"f",30,8,40,"D",2775,50,0,50,1000,1,913,1,2
"f",30,8,41,"D",872,50,0,50,1050,1,936,1,3
"f",30,8,42,"D",696,50,0,50,1100,1,904,1,3
"f",30,8,43,"D",1008,50,0,50,1150,2,1048,1,3
"f",30,8,44,"D",1072,50,0,50,1200,2,1112,1,3
"f",30,8,45,"D",896,50,-250,-200,1000,2,800,1,3
"f",30,8,46,"D",7921,50,0,50,1050,1,4400,1,3
"f",30,8,47,"D",665,50,0,50,1100,4,1080,1,3
"f",30,8,48,"D",592,50,0,50,1150,4,808,1,3
"f",30,8,49,"D",711,50,0,50,1200,4,850,1,3
"f",30,8,50,"D",2511,50,0,50,1250,4,1009,1,3
"f",30,8,51,"D",617,50,0,50,1300,4,920,1,3
"f",30,8,52,"D",1201,50,0,50,1350,4,896,1,3
"f",30,8,53,"D",856,50,0,50,1400,4,1048,1,3
"f",30,8,54,"D",623,50,0,50,1450,4,745,1,3
"f",30,8,55,"D",832,50,-250,-200,1250,4,832,1,3
"f",30,8,56,"D",561,50,0,50,1300,4,704,1,3
"f",30,8,57,"D",576,50,0,50,1350,4,696,1,3
"f",30,8,58,"D",647,50,0,50,1400,4,553,1,3
"f",30,8,59,"D",672,50,0,50,1450,4,688,1,3
"f",30,8,60,"D",576,50,0,50,1500,4,648,1,3
"f",30,8,61,"D",553,50,0,50,1550,4,568,1,4
"f",30,8,62,"D",576,50,0,50,1600,4,600,1,4
"f",30,8,63,"D",583,50,0,50,1650,4,514,1,4
"f",30,8,64,"D",816,50,-250,-200,1450,4,657,1,4
"f",30,8,65,"D",840,50,0,50,1500,4,497,1,4
"f",30,8,66,"D",552,50,0,50,1550,4,513,1,4
"f",30,8,67,"D",488,50,0,50,1600,4,464,1,4
"f",30,8,68,"D",577,50,0,50,1650,4,472,1,4
"f",30,8,69,"D",512,50,0,50,1700,4,455,1,4
"f",30,8,70,"D",457,50,-250,-200,1500,4,552,1,4
"f",30,8,71,"D",503,50,0,50,1550,4,529,1,4
"f",30,8,72,"D",512,50,0,50,1600,4,408,1,4
"f",30,8,73,"D",424,50,0,50,1650,4,408,1,4
"f",30,8,74,"D",439,50,0,50,1700,4,385,1,4
"f",30,8,75,"D",464,50,0,50,1750,4,383,1,4
"f",30,8,76,"D",464,50,0,50,1800,4,441,1,4
"f",30,8,77,"D",673,50,0,50,1850,4,463,1,4
"f",30,8,78,"D",457,50,0,50,1900,4,455,1,4
"f",30,8,79,"D",649,50,0,50,1950,4,471,1,4
"f",30,8,80,"D",553,50,0,50,2000,4,448,1,4
"f",30,8,81,"D",536,50,0,50,2050,4,465,1,5
"f",30,8,82,"D",481,50,0,50,2100,4,455,1,5
"f",30,8,83,"D",456,50,0,50,2150,4,441,1,5
"f",30,8,84,"D",1521,50,0,50,2200,4,880,1,5
"f",30,8,85,"D",1688,50,-250,-200,2000,4,648,1,5
"f",30,8,86,"D",856,50,0,50,2050,4,496,1,5
"f",30,8,87,"D",591,50,0,50,2100,4,425,1,5
"f",30,8,88,"D",440,50,0,50,2150,4,423,1,5
"f",30,8,89,"D",480,50,0,50,2200,4,432,1,5
"f",30,8,90,"D",456,50,0,50,2250,4,456,1,5
"f",30,8,91,"D",464,50,0,50,2300,4,504,1,5
"f",30,8,92,"D",456,50,0,50,2350,4,479,1,5
"f",30,8,93,"D",527,50,0,50,2400,4,473,1,5
"f",30,8,94,"D",552,50,0,50,2450,4,472,1,5
"f",30,8,95,"D",553,50,-250,-200,2250,4,448,1,5
"f",30,8,96,"D",463,50,0,50,2300,4,489,1,5
"f",30,8,97,"D",545,50,0,50,2350,4,463,1,5
"f",30,8,98,"D",552,50,0,50,2400,4,448,1,5
"f",30,8,99,"D",529,50,0,50,2450,4,424,1,5
"f",30,8,100,"D",456,50,0,50,2500,4,409,1,5
"f",58,9,1,"C",5954,50,0,50,2050,3,3766,1,1
"f",58,9,2,"D",7099,50,0,50,2100,4,4986,1,1
"f",58,9,3,"D",7861,50,0,50,2150,3,3502,1,1
"f",58,9,4,"C",4361,50,0,50,2200,3,3322,1,1
"f",58,9,5,"D",3002,50,0,50,2250,4,3001,1,1
"f",58,9,6,"C",2502,50,-50,0,2250,3,2067,1,1
"f",58,9,7,"D",3727,50,0,50,2300,3,1398,1,1
"f",58,9,8,"D",2549,50,0,50,2350,3,1984,1,1
"f",58,9,9,"C",2524,50,0,50,2400,4,1332,1,1
"f",58,9,10,"D",2170,50,0,50,2450,3,1446,1,1
"f",58,9,11,"D",2649,50,0,50,2500,3,1395,1,1
"f",58,9,12,"C",1848,50,-50,0,2500,4,1498,1,1
"f",58,9,13,"C",3703,50,0,50,2550,3,1455,1,1
"f",58,9,14,"D",1839,50,0,50,2600,4,1297,1,1
"f",58,9,15,"C",2384,50,-50,0,2600,3,1337,1,1
"f",58,9,16,"D",4296,50,0,50,2650,4,1687,1,1
"f",58,9,17,"D",1154,50,-250,-200,2450,4,997,1,1
"f",58,9,18,"D",7655,50,0,50,2500,3,1214,1,1
"f",58,9,19,"C",1536,50,0,50,2550,3,1538,1,1
"f",58,9,20,"C",7412,50,-50,0,2550,4,1474,1,1
"f",58,9,21,"B",3186,100,0,100,2650,4,1547,0,2
"f",58,9,22,"D",3036,50,0,50,2700,3,2041,1,2
"f",58,9,23,"D",3114,50,0,50,2750,3,1547,1,2
"f",58,9,24,"B",3102,100,0,100,2850,4,1633,0,2
"f",58,9,25,"C",2821,50,-50,0,2850,4,1330,1,2
"f",58,9,26,"D",4742,50,0,50,2900,3,1566,1,2
"f",58,9,27,"D",2811,50,0,50,2950,2,4810,1,2
"f",58,9,28,"C",2993,50,0,50,3000,3,1887,1,2
"f",58,9,29,"D",2551,50,0,50,3050,2,1452,1,2
"f",58,9,30,"B",2884,100,0,100,3150,4,1586,0,2
"f",58,9,31,"D",3507,50,0,50,3200,3,1752,1,2
"f",58,9,32,"D",2051,50,0,50,3250,4,1465,1,2
"f",58,9,33,"B",1803,100,0,100,3350,3,1530,0,2
"f",58,9,34,"D",2786,50,0,50,3400,2,1842,1,2
"f",58,9,35,"D",1604,50,-250,-200,3200,4,1433,1,2
"f",58,9,36,"C",2520,50,-25,25,3225,2,1613,1,2
"f",58,9,37,"B",2369,100,0,100,3325,4,1033,0,2
"f",58,9,38,"C",2887,50,-75,-25,3300,3,1788,1,2
"f",58,9,39,"D",1986,50,0,50,3350,4,1130,1,2
"f",58,9,40,"B",1771,100,0,100,3450,4,1417,0,2
"f",58,9,41,"A",2299,100,0,100,3550,4,1370,0,3
"f",58,9,42,"C",2203,50,0,50,3600,3,1305,1,3
"f",58,9,43,"D",2303,50,0,50,3650,3,1453,1,3
"f",58,9,44,"D",2231,50,0,50,3700,4,1184,1,3
"f",58,9,45,"C",1747,50,0,50,3750,3,1136,1,3
